ID,DetoP(GPa),smiles
SOSYAC,7.6,C[C@@H](Cn1c(C)ncc1[N+](=O)[O-])OC(=O)c1ccccc1C(=O)O
SOWXUX,15.4,[O-][N+](=O)c1cc([N+](=O)[O-])c2c(c1Nc1ccccc1)non2
SOXNEA,12,[N-]=[N+]=CC(=O)c1cccc(c1)[N+](=O)[O-]
SOYRUU,6.7,COC(=O)c1ccc(c(c1)[N+](=O)[O-])Nc1ccccc1
SOZVOU,6,[O-][N+](=O)c1ccc(cc1)[C@]1(C)Nc2cccc3c2C(=N1)C=CC3=O
SUBWIV,11.1,N#CC(=NNc1ccc(cc1)[N+](=O)[O-])C#N
SUDFOM,8.9,[O-][N+](=O)[C@@H]1Oc2c([C@H]1c1ccccc1)c(=O)[nH]cn2
SUGFOP,33.9,O[C@H](C([N+](=O)[O-])[N+](=O)[O-])[C@H](C([N+](=O)[O-])[N+](=O)[O-])O
SUGFUV,23.2,CC(=O)O[C@H]([C@@H](C([N+](=O)[O-])[N+](=O)[O-])OC(=O)C)C([N+](=O)[O-])[N+](=O)[O-]
SULROG,13,[O-][N+](=O)c1nccn1CC(=O)NCCO
SULSID,8.5,Cc1cc(/C=C/c2ccc(cc2[N+](=O)[O-])[N+](=O)[O-])cc(c1O)C
SUVLAW,12.4,[O-][N+](=O)c1cccc(c1)N/N=N/c1cccc(c1)[N+](=O)[O-]
SUVQOP,7.3,OCCCc1c[nH]c2c1cc(cc2)[N+](=O)[O-]
SUWFIZ,10.4,[O-][N+](=O)c1ccc(c2c1non2)N1CCCCCCC1
SUYREK,11.7,COC(CN1CCN/C/1=C\[N+](=O)[O-])OC
SUZCEX,8.4,CN(c1ccc(cc1)/C=C(/[N+](=O)[O-])\C#N)C
SUZRAH,10.9,[O-][N+](=O)/C=C/1\NCCN1C[C@@H]1CCOCO1
TABRET,15.8,[O-][N+](=O)c1ccc(o1)/C=N/n1cncn1
TABZII,6.2,CC1=NN([C@H](C1)c1ccccc1O)C(=O)c1ccc(cc1)[N+](=O)[O-]
TACGIN,17.8,[O-][N+](=O)c1cnn(c1)Cn1ncc(c1)[N+](=O)[O-]
TADVAW,11.3,CC(/C=N/Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])C
TAFCEI,10.6,[O-][N+](=O)c1cc(cc(c1Nc1ccc(cc1)c1ccccc1)[N+](=O)[O-])[N+](=O)[O-]
TAFDUZ,19.9,[O-][N+](=O)C1([N+](=O)[O-])[C@@H]2C[C@@H]3C[C@H]1C([C@H](C2)C3)([N+](=O)[O-])[N+](=O)[O-]
TAFFIP,8.9,[O-][N+](=O)[C@@H]1c2ccccc2[C@H](c2c1cccc2)[N+](=O)[O-]
TAFMEV,10,COc1ccc(c(c1)[N+](=O)[O-])Nc1ncccn1
TAFTOJ,19.3,COc1ncc(cc1[N+](=O)[O-])[N+](=O)[O-]
TALBIU,23.4,O=C(N[N+](=O)[O-])OCC#CCOC(=O)N[N+](=O)[O-]
TANHAR,8.3,N#C[C@]1(C=C1c1ccccc1)[N+](=O)[O-]
TANPUT,8.8,O=C1NC(=O)[C@H](C1)c1cccc(c1)[N+](=O)[O-]
TAPPIK,6.6,CN(c1ccc(cc1)Oc1ccc(cc1)[N+](=O)[O-])C
TAPQAD,7.4,N#Cc1ccc(cc1)Oc1ccc(cc1)[N+](=O)[O-]
TATNBZ,30.4,Nc1c([N+](=O)[O-])c(N)c(c(c1[N+](=O)[O-])N)[N+](=O)[O-]
TAWLUZ01,4.9,[O-][N+](=O)c1ccc(cc1)n1c2ccccc2c2c1cccc2
TAXDUU,21.1,[O-][N+](=O)OCc1onc(c1)c1noc(c1)CO[N+](=O)[O-]
TAXSER,15.3,CCC/C(=N\Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])/[N+](=O)[O-]
TAYHUX,26.6,[O-][N+](=O)c1cc([N+](=O)[O-])c2c(c1)[N+]1=c3nc(cc(c3=N[N+]1=N2)[N+](=O)[O-])[N+](=O)[O-]
TAYVUN,7,[O-][N+](=O)c1ccc2c(c1)oc1c(n2)c2ccccc2c(=O)c1C
TAZVAS,5.2,[O-][N+](=O)c1ccc(cc1)/C=N/c1cccc2c1cccc2
TEBCAE,15.1,[O-][N+](=O)[C@]12[C@@H]3[C@@H]4[C@H]1[C@@H]1[C@@]5([C@H]2C[C@H]3[C@@]5([C@H]4C1)[N+](=O)[O-])[N+](=O)[O-]
TEBHAJ,11.6,[O-][N+](=O)c1cc(cc2c1cccc2)[N+](=O)[O-]
TECQUN,8.4,COC(=O)/C(=C(/[N+](=O)[O-])\C)/NC(=O)c1ccccc1
TECSAX,11.8,CC/[NH+]=C/1\C=C([N+](=O)[O-])C(=C[N+]1=O)C
TECSEB,11.7,CC/[NH+]=C\1/[N+](=O)C=CC(=C1C)[N+](=O)[O-]
TEDYAC,5.9,N#C/C(=C\c1ccccc1)/c1cc(C)nc(c1[N+](=O)[O-])C
TEDYOT,37,[O-][N+](=O)/N=c/1\[nH]nc(o1)c1n[nH]/c(=N\[N+](=O)[O-])/o1
TEFVEG,7.4,N#CC1=C(N)Oc2c([C@@H]1c1cccc(c1)[N+](=O)[O-])c(=O)oc(c2)C
TEHGUI,8.9,Cc1ccc(c(c1)[N+](=O)[O-])N
TEHKIC,10.7,COc1ccc(c(c1)O)/C=N/c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
TEJSUX,10.3,COc1cc2CCN[C@@H](c2c(c1OC)[N+](=O)[O-])O
TELWIQ,8.4,O=C1NCCCC/C/1=N\OCc1ccc(cc1)[N+](=O)[O-]
TENZOD,38.1,Nn1nc(c(n1)[N+](=O)[O-])[N+](=O)[O-]
TENZUJ,39,[O-][N+](=O)Nc1n[nH]nc1[N+](=O)[O-]
TEQZEU,6.5,[O-][N+](=O)c1ccc(cc1)c1nn(c2c1c(N)ncn2)C(C)(C)C
TETZIB,9.6,[O-][N+](=O)c1ccc2c(c1)/C(=N\c1ccccc1)/c1c2c(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
TEVDOQ,32.4,[O-][N+](=O)c1nonc1c1no[n+](=O)/c/1=C\1/[N-]ON=C1N
TEVHEH01,29,[O-][N+](=O)c1[nH]cc(n1)[N+](=O)[O-]
TEWJOU,17.1,[O-][N+](=O)c1c(N2CCCCC2)c([N+](=O)[O-])c(c(c1N)[N+](=O)[O-])N
TEWJUA,18,CC(Nc1c([N+](=O)[O-])c(N)c(c(c1[N+](=O)[O-])N)[N+](=O)[O-])C
TEYHIO,8.7,COC(=O)Nc1ccc(cc1/C(=C(/C(=O)OC)\C#N)/C(=O)OC)[N+](=O)[O-]
TIBGET,8.1,[O-][N+](=O)c1ccc2c(c1)[C@]1(OCc3c(N1)cccc3)C(=O)N2
TIBKIY,8,COC(=O)Cc1oc2c(c1N1CCOCC1)cc(cc2)[N+](=O)[O-]
TIBKOE,8.1,COC(=O)C1=Cc2cc(ccc2O[C@@H]1N1CCOCC1)[N+](=O)[O-]
TIBMIA01,29.3,[O-][N+](=O)C1=C(N)[N+](=O)C(=[NH2+])C(=C1)[N+](=O)[O-]
TIBMOG,28.7,[O-][N+](=O)C1=C(N)[N+](=O)C(=C(C1=[NH2+])[N+](=O)[O-])N
TIBMUM,24,Nc1c([N+](=O)[O-])c(N)nc(c1[N+](=O)[O-])N
TICSAZ,10.2,OC[C@H]1O[C@H](C[C@@H]1[N+](=O)[O-])n1cc(C)c(=O)[nH]c1=O
TICTOO,8.3,Cc1cc(cc2c1c1c(C)cc(cc1COC2)[N+](=O)[O-])[N+](=O)[O-]
TICYOT,29.4,Oc1c([N+](=O)[O-])c(O)c(c(c1[N+](=O)[O-])O)[N+](=O)[O-]
TIFWOX,6.3,O=C(c1ccccc1N)/C=C/c1ccc(cc1)[N+](=O)[O-]
TIHBES01,8.4,[O-][N+](=O)c1ccc(o1)/C=N/c1c(C)n(n(c1=O)c1ccccc1)C
TIJKEC,22.1,[O-][N+](=O)[N-]CC[NH3+]
TIJLIH,15.3,Oc1ccc(cc1n1cnnn1)[N+](=O)[O-]
TIJPEI,10,[O-][N+](=O)c1ccc2c(c1)[n-][n+]1c(c2=O)cccc1
TIJROU,9.9,CC(=O)C(=NNc1ccccc1[N+](=O)[O-])C(=O)C
TIMKIL,7.3,CN1N=C([C@@H]2C[C@@]1(O)CCC2)c1cccc(c1)[N+](=O)[O-]
TIMZAQ01,8.8,O=C(c1ccncc1)N/N=C/c1ccccc1[N+](=O)[O-]
TINXIY,10.4,COC(=O)c1cc(=O)n2c(c1[N+](=O)[O-])N(C)CC2
TISJUB,18.4,[O-][N+](=C1C=C[N+](=O)C(=C1)C(=O)O)[O-]
TITKUC,7.2,[O-][N+](=O)/C(=C/C=C/N1CCCC1)/C
TIVMER,7.9,N#Cc1ccc(cc1)NC(=O)Nc1ccc(cc1)[N+](=O)[O-]
TIVMUH,6.3,O=C(Nc1cccc(c1)C)Nc1ccc(cc1)[N+](=O)[O-]
TIVPUK,6.7,O=C(Nc1ccc(cc1)[N+](=O)[O-])Nc1ccc(cc1)N(C)C
TIVQEV,6.4,O=C(Nc1ccc(cc1)C)Nc1ccc(cc1)[N+](=O)[O-]
TIXPEV,10,O/N=C(\n1nc(cc1N)C)/c1cccc(c1)[N+](=O)[O-]
TIXQUM,8.7,[O-][N+](=O)c1ccc(c(c1)N)C
TMANIA10,18,[O-][N+](=O)[N-][N+](C)(C)C
TNBENZ10,22.7,[O-][N+](=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
TNFLUO,15.2,O=C1c2cc(ccc2c2c1cc(cc2[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
TNIOAN,25.4,[O-][N+](=O)c1cc([N+](=O)[O-])c(c(c1)[N+](=O)[O-])N
TNITAN,31.5,[O-][N+](=O)c1cc([N+](=O)[O-])c(c(c1N)[N+](=O)[O-])[N+](=O)[O-]
TNOXYL,19.4,[O-][N+](=O)c1cc([N+](=O)[O-])c(c(c1C)[N+](=O)[O-])C
TNPHNT,18.3,CCOc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
TOHXAP01,6.3,Nc1ccccc1C#Cc1ccccc1[N+](=O)[O-]
TOMMUE,6.6,COC1=CC(=O)N[C@@H]1[C@@H](c1ccccc1)C[N+](=O)[O-]
TONFUX,10.9,[O-][N+](=O)c1cc(ccc1N1CCCCC1)[N+](=O)[O-]
TOQMUH01,16.8,[O-][N+](=O)/N=c/1\cccc[nH]1
TOTWOQ,6.3,[O-][N+](=O)c1cc2cccc3c2c(c1)c(=O)n(c3=O)Cc1ccccn1
TOYYAH,9.3,Cc1ccnc(c1)Cc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
TOYYEL,9,[O-][N+](=O)c1cc(ccc1[C@@H](c1ccccn1)C)[N+](=O)[O-]
TOYYIP,7.7,Cc1ccnc(c1)c1nccc(c1)Cc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
TUBFEB,4.8,O=CN[C@H]([C@@H](c1ccccc1)O[C@@H](C[N+](=O)[O-])CC)C
TUBYIY01,26.9,OCC([N+](=O)[O-])([N+](=O)[O-])CO
TUFKIQ,7.1,O=C1N[C@@H](c2ccccc2)C(=C(N1)c1ccccc1O)[N+](=O)[O-]
TUJRUN,6.7,CN1C(=O)C(C(=O)N(C1=O)C)[C@H](c1ccccc1)C[N+](=O)[O-]
TUJVUR,6.7,CC(=O)c1cc(c2ccc(cc2)[N+](=O)[O-])c(=O)n(n1)c1ccccc1
TUMTIE,8.6,CC(=O)OCc1ccc(c(c1)NC(=O)C)[N+](=O)[O-]
TUNPIC,8.1,CN1CCN(CC1)c1ccc(c(c1)N)[N+](=O)[O-]
TUNWAB,6.9,[O-][N+](=O)c1ccccc1NN=C1CCCCC1
TUQCOX01,5.2,[O-][N+](=O)/C(=C/c1cncn1Cc1ccccc1)/c1ccccc1
TUQHET,10.4,CNc1ccc(cc1C(=O)O)[N+](=O)[O-]
TUSYAJ,17.9,[O-][N+](=O)[C@]1(C)N=NC[C@H]1[C@H]1CN=N[C@]1(C)[N+](=O)[O-]
TUSZOX,9.7,OC[C@H](Cn1nnc(c1)CNc1cccc(c1)[N+](=O)[O-])O
TUVMEE02,11.1,OCCCNc1cc(NCCCO)c(cc1[N+](=O)[O-])[N+](=O)[O-]
UBATOI,5.4,OC[C@]1(CN(C[C@H]1c1ccc(cc1)C)C)[N+](=O)[O-]
UFEDOY,13.2,[O-][N+](=O)c1ccc(c2c1non2)N1CCCC1
UFEDUE,12.1,[O-][N+](=O)c1ccc(c2c1non2)N1CCCCC1
UFEFAM,11.2,[O-][N+](=O)c1ccc(c2c1non2)N1CCCCCC1
UFUXOI,33.3,[O-][N+](=O)c1[nH]nc(c1N)[N+](=O)[O-]
UGUGIM,37.6,[O-][N+](=O)N1CN([C@H]2[C@@H]1N(CN2[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
UGUHEJ,8.8,CC(=O)Nc1cccc(c1)[N+](=O)[O-]
UHATON,15.3,O/N=C/1\N[C@H]([N+](=O)C1=[NH2+])c1ccccc1[N+](=O)[O-]
UHIPOS,9.5,O=C1Nc2c([C@@]1(O)Cc1onc(c1[N+](=O)[O-])C)cccc2
UHOPIQ,6.3,COc1ccc(cc1)N(c1ccc(cc1)[N+](=O)[O-])C(=O)C
UHOQUE,7.9,O=CNC(C([N+](=O)[O-])(C)C)(C)C
UHURAS,9.8,[O-][N+](=O)c1ccc(cc1)[C@@H]1O[C@@H]1c1ccc(cc1)[N+](=O)[O-]
UHUREW,10.1,COc1ccc(c(c1)[C@H]1O[C@@H]1c1cc(OC)ccc1[N+](=O)[O-])[N+](=O)[O-]
UJEMEB,16.7,NC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
UJUDOU,7.7,COc1cc(ccc1O)[C@@H]1NN=C(C1)c1cccc(c1)[N+](=O)[O-]
ULECOF,6.8,COC1=C(C)C(=O)N([C@H]([C@@]1(C)O)c1ccc(cc1)[N+](=O)[O-])C
UNOWEB,4.8,N#Cc1cn2c(c1c1ccccc1[N+](=O)[O-])c1ccccc1CC2
UNOWOK,7.7,[O-][N+](=O)c1ccc(cc1)CN1CCOCC1
UNUHIV,7.6,COc1ccccc1/C=N/NC(=O)c1ccc(cc1)[N+](=O)[O-]
UNUJUJ,12.6,CCNC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
UPAJIF,8.6,[O-][N+](=O)c1cccc2c1nccc2
UQACAR,10.5,COC(=O)/C(=N\Nc1ccc(cc1)[N+](=O)[O-])/C
UQACEV,9.2,COC(=O)c1cc2c([nH]1)ccc(c2)[N+](=O)[O-]
URAXAO,7.2,O=C1CCCCN1c1ccc(cc1)[N+](=O)[O-]
UREDOL,11.2,COc1c(/C=N/Nc2ccc(cc2[N+](=O)[O-])[N+](=O)[O-])cccc1OC
UREJAD,13.1,[O-][N+](=O)c1cnccc1c1ccncc1[N+](=O)[O-]
UREXOF,12.4,COc1ccc2c(c1)[C@@H](C[N+](=O)[O-])C(=C(O2)NC)[N+](=O)[O-]
URICOP,6.2,[O-][N+](=O)c1ccc(cc1)c1nccc(n1)c1ccccc1
UTOHUH,9.2,O=Cc1cc(ccc1N1CCOCC1)[N+](=O)[O-]
UVILAO,32.5,Nn1nc(c2c1c(nn2N)[N+](=O)[O-])[N+](=O)[O-]
UWUGEA,8.5,[O-][N+](=O)C1=C2NCCCN2[C@@H]2C(=C1)C(=O)c1ccccc1O2
UXUHUS,7,N#CC1=C(N)OC2=C([C@H]1c1ccc(cc1)[N+](=O)[O-])C(=O)CCC2
UZEVUS,24.6,[O-][N+](=O)C(=C1N[C@@H]2[C@H](N1)OCCO2)[N+](=O)[O-]
UZEWAZ,31,[O-][N+](=O)N1[C@H]2OCCO[C@H]2N=C1C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
UZEWED,30,[O-][N+](=O)N1CCCN=C1C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
UZEWIH,22.4,CC(=O)O[C@H]1N=C(N([C@@H]1OC(=O)C)[N+](=O)[O-])C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
UZEWON,28.2,C[C@H]1CN(C(=N1)C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
UZEWUT,22.1,[O-][N+](=O)N1[C@@H]2CCCC[C@H]2N=C1C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
UZEXAA,22.2,[O-][N+](=O)N1[C@@H]2CCCC[C@@H]2N=C1C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
VABWOK,11.6,[O-][N+](=O)/N=C\1/C(=N\[N+](=O)[O-])/[C@@]2(C([C@H]1CC2)(C)C)C
VABYEE,8.2,Oc1ccc(cc1)/C=N/NC(=O)c1ccc(cc1)[N+](=O)[O-]
VACRAT,15.9,Cc1cc/c(=N\[N+](=O)[O-])/n(c1)O
VACROG,15.7,[O-][N+](=O)c1nn(cn1)CC(=O)NCCO
VADZEF,10.3,O[C@H]1CCCC[C@@H]1OC(=O)c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
VAGTED,15.7,[O-][N+](=O)/N=C(/NCC)\N
VAJXOW,11,COC(=O)/C(=C/c1ccccc1[N+](=O)[O-])/Cn1cnnn1
VAMBET,7.2,[O-][N+](=O)c1ccc(cc1)/C=C/1\CCn2c1nc1ncccc1c2=O
VAPMAA,10.9,CO[C@]1(C)C=CC(=O)[C@H]1OC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
VAXLAJ,10.9,O=C(OC(C)(C)C)Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
VAZCAC01,36.6,[O-][N+](=O)c1nn(c(n1)[N+](=O)[O-])N
VAZMEP,12.1,[O-][N+](=O)c1ccnc2c1[nH]cn2
VEDYEL,6,CCOc1ccc(cc1)/C=N/N=C(/c1ccc(cc1)[N+](=O)[O-])\C
VEGGUJ,39.8,[O-][N+](=O)N1CN([N+](=O)[O-])C(=O)N(C1)[N+](=O)[O-]
VEGHEU,30.1,O=C1CN(C(=O)CN1[N+](=O)[O-])[N+](=O)[O-]
VEGLUP,8,COC(=O)C1=C(C)N(C(=O)N[C@@H]1c1cccc(c1)[N+](=O)[O-])C
VEKNUV,7.9,N=C1OC2(CCCC2)Nc2c1cc(cc2)[N+](=O)[O-]
VELKIH,5.1,O=C(/C(=N\c1ccc(cc1)[N+](=O)[O-])/c1ccccc1)c1ccccc1
VELQEK,5,[O-][N+](=O)c1ccccc1c1nc2ccccc2c(n1)c1ccccc1
VELTIQ,10.8,O=C(c1ccccc1[N+](=O)[O-])OC(=O)c1ccccc1[N+](=O)[O-]
VENKOP,6.3,COc1ccc(cc1)/N=C/C=C/c1ccccc1[N+](=O)[O-]
VENLOQ,11.3,O=C(C(=O)Nc1ccc(cc1)[N+](=O)[O-])Nc1ccc(cc1)[N+](=O)[O-]
VETMUD,7.2,[O-][N+](=O)c1cc(OCc2ccccc2)ccc1N
VEVLEP,6.3,[O-][N+](=O)c1ccc(cc1)NCNc1ccc(cc1)[N+](=O)[O-]
VEWMES,6.5,N#CC(=C1OC(C(=C1C#N)/C=C/c1ccc(cc1)[N+](=O)[O-])(C)C)C#N
VEXFEJ,13.2,CCOC(=O)c1cc(cc2c1c1c(C2=O)cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
VIFBAN,10.7,O=C(c1cccc(c1)[N+](=O)[O-])OC(=O)c1cccc(c1)[N+](=O)[O-]
VIFSAF,8.9,[O-][N+](=O)c1ccc2c(c1)nc([nH]2)C
VIGPIN,13.9,N#C[C@@H]1O[C@H]2[C@@H]([C@@H]1C[N+](=O)[O-])C[C@](CO2)(C)[N+](=O)[O-]
VIGPOT,11.1,CO[C@@H]1O[C@H]2[C@@H]([C@@H]1C[N+](=O)[O-])C[C@](CO2)(C)[N+](=O)[O-]
VIHGAU,13.6,CN(c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])c1ccccc1
VIKVUG,8,N#CC1([N+](=O)[O-])C(C1(C)C)(C)C
VIKWAN,7.9,[O-][N+](=O)C1(C(=O)N)C(C1(C)C)(C)C
VIKWER,10.2,C[C@@H]1[C@@H]([C@@]1([N+](=O)[O-])[C@]1([N+](=O)[O-])[C@H]([C@H]1C)C)C
VIKYOD,12,[O-][N+](=O)[C@@H]1[C@H]2[C@@H]3[C@@H]4C[C@H]2[C@@H]2[C@H]1[C@H]([C@H]3[N+](=O)[O-])[C@H]42
VIKYUJ,21.6,[O-][N+](=O)C1([N+](=O)[O-])[C@@H]2[C@@H]3[C@@H]4[C@H]1[C@@H]1C([C@H]2[C@H](C3)[C@H]41)([N+](=O)[O-])[N+](=O)[O-]
VILQEP,7.3,N#CCN1[C@@H](c2ccccc2)C(=C(C1=O)O)C(=O)c1cccc(c1)[N+](=O)[O-]
VIMFUV,10.9,[O-][N+](=O)c1c(ccc2c1non2)Nc1ccc(cc1)C(=O)C
VINCOK,11.7,[O-][N+](=O)c1cc(cc(c1Nc1cccc2c1cccc2)[N+](=O)[O-])[N+](=O)[O-]
VINDAX,14,COc1ccc(cc1)Nc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
VINMAG,7,COc1ccc(cc1)/N=N/c1cccc2c1c(ccc2)[N+](=O)[O-]
VIPVEX,9.3,C=CCn1cc2c(n1)c(ccc2)[N+](=O)[O-]
VIQWOI,4.9,[O-][N+](=O)c1ccc(cc1)/N=C\1/C(=O)[C@@]2(C([C@H]1CC2)(C)C)C
VIQWUO,5.1,[O-][N+](=O)c1cccc(c1)/N=C\1/C(=O)[C@@]2(C([C@H]1CC2)(C)C)C
VIRHAF,4.3,[O-][N+](=O)/C(=C/c1c(c2ccccc2)n(c2c1cccc2)C)/C
VIRHEJ,4.9,[O-][N+](=O)/C=C/c1c(c2ccccc2)n(c2c1cccc2)C
VIRWIC,14,[O-][N+](=O)O[C@@H]1C[C@@H]2[C@@]3([C@@]1(CCC3)CC2)O[N+](=O)[O-]
VIWTAW,6.4,N#Cc1ccc(cc1)[C@@]1(CO[C@H](OC1)c1ccccc1)[N+](=O)[O-]
VIZMAU,6.7,CN(C1=N/C(=N\c2ccccc2[N+](=O)[O-])/c2c1cccc2)C
VOCHUR,14.9,[O-][N+](=O)C(=c1nc([nH]c(=O)[nH]1)N1CCCCC1)[N+](=O)[O-]
VOFBID,7.6,Oc1ccc(cc1)NC(=O)c1ccccc1[N+](=O)[O-]
VOFDIF,6.5,O=C(Nc1ccc(cc1)[N+](=O)[O-])NCCc1ccc(cc1)O
VOFDOL,8.4,O=C(Nc1ccc(cc1)O)Nc1ccc(cc1)[N+](=O)[O-]
VOHZOI,15,[O-][N+](=O)c1cc(ccc1N/N=C(/c1ccccc1)\[N+](=O)[O-])[N+](=O)[O-]
VOKKUB,13.7,COC(=O)[C@]1([N+](=O)[O-])[C@@H]2CCC[C@H]1[C@H]2[N+](=O)[O-]
VOPZAB,8.6,[O-][N+](=O)c1c(C)cc2n1cccc2
VOPZEF,8,[O-][N+](=O)c1c(C)cc2n1cccc2C
VOPZIJ,8.7,[O-][N+](=O)c1c(C)cn2c1cccc2
VOPZOP,7.6,Cc1cccn2c1c([N+](=O)[O-])c(c2)C
VOQJER,8,CCc1ccc(cc1N)[N+](=O)[O-]
VOQQAU,20.4,CC([N+](=O)[O-])([N+](=O)[O-])COCOCC([N+](=O)[O-])([N+](=O)[O-])C
VOVHAR,6.8,N=c1oc2ccccc2cc1c1ccc(cc1)[N+](=O)[O-]
VOXPIH,7.2,Oc1ccccc1/C=N/c1cccc(c1)[N+](=O)[O-]
VOZHAT10,14.7,[O-][N+](=O)c1ccccc1[N-][N+](=O)C([N+](=O)[O-])(C)C
VUBZUN,28.6,[O-][N+](=O)OC1CN(C1)[N+](=O)[O-]
VUCBAW,35.5,[O-][N+](=O)C1(CC(C1)([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
VUJVOL,5.4,CCn1c2ccc(cc2c2c1cccc2)[N+](=O)[O-]
VUJWEC,7.3,OC[C@@H]1CC[C@@H](N1C(=O)c1ccccc1[N+](=O)[O-])OC
VUKHIS,5.8,CC(=O)N(c1ccccc1c1ccccc1[N+](=O)[O-])C(=O)C
VUNMEX,5.3,[O-][N+](=O)c1ccc(cc1)/C=N/c1ccc(c(c1)C)C
VUNMIB,5.2,Cc1cc(/N=C/c2cccc(c2)[N+](=O)[O-])ccc1C
VUXLUV,12.4,[O-][N+](=O)c1nccn1C[C@@H](COC)O
VUYKUV,8.4,CN(/C=N/c1ccc(cc1)[N+](=O)[O-])C
VUYLAC,7,CN(/C(=N/c1ccc(cc1)[N+](=O)[O-])/C)C
VUYLEG,5.4,CN(/C(=N\c1ccc(cc1)[N+](=O)[O-])/C(C)(C)C)C
VUYWUI,7.2,Nc1ccc(cc1Oc1ccccc1)[N+](=O)[O-]
VUZHII,6.7,O=C(c1ccccc1C)N/N=C/c1ccc(cc1)[N+](=O)[O-]
WACFUD,5.4,Oc1ccc2c(c1/C=N/c1cccc(c1C)[N+](=O)[O-])cccc2
WACGOW,23.8,[O-][N+](=O)c1cc(cc(c1Cc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
WACQEY,14.1,[O-][N+](=O)c1cc([N+](=O)[O-])c(c2c1cccc2)O
WADBEK,15.3,O=C(c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-])Nc1ccc(cc1)[N+](=O)[O-]
WADCOW,5,[O-][N+](=O)c1ccc2c(c1)C(C)(C)c1c(N2)cccc1
WADYAD,6.7,CCOC(=O)c1ccn2c(c1c1ccc(cc1)[N+](=O)[O-])ncc2
WADZUY,5.9,O=C(c1ccc(c(c1)[N+](=O)[O-])Nc1ccccc1)Nc1ccccc1
WAFBAI,7,N#Cc1ccc(c(c1)[N+](=O)[O-])Nc1ccccc1
WAHLEW,5.8,CN1[C@@H]2CCCC[C@H]2O[C@@H]1c1ccc(cc1)[N+](=O)[O-]
WAHLIA,5.7,CN1[C@H]2CCCC[C@H]2O[C@H]1c1ccc(cc1)[N+](=O)[O-]
WAJSIM,7.1,[O-][N+](=O)c1ccc2c(c1)[C@@H]1[C@@H]3N2CC[C@]13C
WAKDIW,9.1,C/C(=N\Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])/C=C/c1ccccc1
WAKSIM,7.3,COc1ccc(cc1)c1c(C#N)n2c(c1[N+](=O)[O-])cccc2
WAKSUX,28.5,[O-][N+](=O)/N=C(/N([N+](=O)[O-])C)\N
WAKWEK,8.6,[O-][N+](=O)c1c(c2ccccc2)n(c2c1cc(cc2)[N+](=O)[O-])C
WALFUM,17.7,CCOc1nc(cc(c1O)[N+](=O)[O-])[N+](=O)[O-]
WANVEP,29.1,[O-][N+](=O)OCc1c(CO[N+](=O)[O-])onc1c1noc(c1CO[N+](=O)[O-])CO[N+](=O)[O-]
WAPGEZ,10.3,[O-][N+](=O)c1cc([N+](=O)[O-])c2c(c1N1CCCC1)cccc2
WAQYEV,7.8,CCOC(=O)/C(=C/c1ccccc1[N+](=O)[O-])/C#N
WASMAE,17,COC(=O)[C@]12[C@H]3[C@H]4[C@@]2([C@H]2[C@@H]1[C@@]3([C@@H]42)[N+](=O)[O-])[N+](=O)[O-]
WASRAJ,20.2,NNc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
WATTAN,6.2,COC(=O)[C@@H]1C(=O)C=C(N[C@H]1c1cccc(c1)[N+](=O)[O-])C
WAWBAY,8.9,COCCn1cnc2c1cc(cc2)[N+](=O)[O-]
