ID,DetoQ(J/g),SMILES,,,,,,,,,,DetoQ
SEFPEY,1174,Cc1cc(nc(c1)C)NC(=O)[C@@H](c1ccc(cc1)[N+](=O)[O-])C,,,,,,,,,,1.174
SEGFAL,5551,[O-][N+](=O)c1nn(c(n1)[N+](=O)[O-])C,,,,,,,,,,5.551
SEGRUR,3378,Nc1nccc(c1)[N+](=O)[O-],,,,,,,,,,3.378
SEGSEC,5123,CO[C@@H]1O[C@H](CO[N+](=O)[O-])[C@H]([C@@H]([C@H]1O)O[N+](=O)[O-])O[N+](=O)[O-],,,,,,,,,,5.123
SEJNEA,2800,CC(N(c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])C(C)C)C,,,,,,,,,,2.8
SEKGUL,633,CC(=O)NC(CC([N+](=O)[O-])(C)C)(C)C,,,,,,,,,,0.633
SEKHEW,1943,C#[N+]C(CC([N+](=O)[O-])(C)C)(C)C,,,,,,,,,,1.943
SEKJAU,795,CC1(C)NC(NC(C1)(C)C)c1ccc(cc1)[N+](=O)[O-],,,,,,,,,,0.795
SEKJEY,2962,CC([N+](=O)[O-])(CC([N+](=O)[O-])(C)C)C,,,,,,,,,,2.962
SEMXAJ,3072,COc1c([N+](=O)[O-])c(C)c(cc1C(C)(C)C)[N+](=O)[O-],,,,,,,,,,3.072
SENHID,2362,COC(=O)c1cc(ncc1[N+](=O)[O-])Nc1ccccc1,,,,,,,,,,2.362
SERMUZ,2652,CCOC(=O)c1n[nH]c2c1ccc(c2)[N+](=O)[O-],,,,,,,,,,2.652
SESSIT,2523,CC1=NN([C@@H](C1)c1ccco1)c1ccc(cc1)[N+](=O)[O-],,,,,,,,,,2.523
SEZVEZ,1604,C[C@@H](C(=O)OCc1ccc(cc1)[N+](=O)[O-])C(=O)Nc1ccccc1,,,,,,,,,,1.604
SICNUN,4542,OC(=O)CN(c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,4.542
SIDQEB,2034,Oc1ccc2c(c1/C=N/c1cccc(c1)[N+](=O)[O-])cccc2,,,,,,,,,,2.034
SIDVOQ,2622,[O-][N+](=O)c1ccc(cc1)N/N=C/c1ccc(c(c1)O)O,,,,,,,,,,2.622
SILTOW01,3133,O=C(Nc1cccc(c1)[N+](=O)[O-])Nc1cccc(c1)[N+](=O)[O-],,,,,,,,,,3.133
SIMFAW,2555,[O-][N+](=O)c1ccc2c(c1)nc(oc2=O)c1ccccc1,,,,,,,,,,2.555
SIMGUR,2075,[O-][N+](=O)/N=C/1\NCCN1CCC(=O)c1ccccc1,,,,,,,,,,2.075
SIMYIX,2902,[O-][N+](=O)c1ccc(cc1)N/N=C/c1ccc2c(c1)OCO2,,,,,,,,,,2.902
SINBEX,2095,CCOC(=O)c1c(C)nc(c(c1N)C#N)Oc1ccccc1[N+](=O)[O-],,,,,,,,,,2.095
SINHON,3534,[O-][N+](=O)c1ccc(cc1)/C=C\c1ccc(cc1)[N+](=O)[O-],,,,,,,,,,3.534
SINRUC,2899,O=Cc1cccn1c1ccc(cc1)[N+](=O)[O-],,,,,,,,,,2.899
SINZEW,2595,O=C(c1cc(O)cc(c1)O)N/N=C/c1ccc(cc1)[N+](=O)[O-],,,,,,,,,,2.595
SIRXAS,4886,[O-][N+](=O)[C@]1(C)C=C[C@@](c2c1cccc2)(C)C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,4.886
SIRXOG,1611,Cc1ccc(cc1)/N=C(\c1ccc(cc1)[N+](=O)[O-])/c1ccccc1,,,,,,,,,,1.611
SIRXUM,1609,Cc1ccc(cc1)/N=C(/c1ccc(cc1)[N+](=O)[O-])\c1ccccc1,,,,,,,,,,1.609
SITHEK,4513,[O-][N+](=O)c1cc(ccc1[N+](=O)[O-])n1cncn1,,,,,,,,,,4.513
SITKAI,3277,N#Cc1c(cccc1C#N)Oc1ccccc1[N+](=O)[O-],,,,,,,,,,3.277
SITLUF,2624,COc1cc(/C=N/N=C/c2ccc(cc2)[N+](=O)[O-])ccc1O,,,,,,,,,,2.624
SITPIW,5100,N#[N+]/N=C/1\N=C[N+](=N1)c1ncc(cc1[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,5.1
SITPOC,4143,[O-][N+](=O)c1cc(n2cncn2)c(c(c1)[N+](=O)[O-])N,,,,,,,,,,4.143
SITPUI,4352,COc1ccc(c(c1[N+](=O)[O-])n1cncn1)[N+](=O)[O-],,,,,,,,,,4.352
SITQAP,4196,[O-][N+](=O)c1cc(n2cncn2)c(c(c1)[N+](=O)[O-])C,,,,,,,,,,4.196
SITQET,4328,[O-][N+](=O)c1cc([N+](=O)[O-])c(cc1n1cncn1)C,,,,,,,,,,4.328
SITQIX,4235,Cc1c(cc(cc1[N+](=O)[O-])n1ncnc1)[N+](=O)[O-],,,,,,,,,,4.235
SITQUJ,4307,COc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])n1cncn1,,,,,,,,,,4.307
SITRAQ,4334,COc1cc(n2cncn2)c(cc1[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,4.334
SIYWIH,4148,Nc1cc(N)c(cc1[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,4.148
SIZLUL,2078,COc1ccc(c(c1)[N+](=O)[O-])NCc1ccccc1,,,,,,,,,,2.078
SOBFOE,4988,O=C1N[C@H]2[C@@H](N1[N+](=O)[O-])N([N+](=O)[O-])[C@@H]1[C@H](N2[N+](=O)[O-])N(C(=O)N1)[N+](=O)[O-],,,,,,,,,,4.988
SOBGAR,5036,[O-][N+](=O)N1[C@@H]2NC(=O)N([C@@H]2N([C@H]2[C@@H]1NC(=O)N2[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,5.036
SOBWAI,3195,[O-][N+](=O)/C(=C/c1ccccc1)/C1=[N+]([O-])O[C@@H](C1)c1ccccc1,,,,,,,,,,3.195
SOBWEM,3103,[O-][N+](=O)/C(=C\C1=[N+]([O-])O[C@@H](C1)c1ccccc1)/c1ccccc1,,,,,,,,,,3.103
SOGDAU,2644,C/C(=N\Nc1ccc(cc1)[N+](=O)[O-])/c1nccnc1,,,,,,,,,,2.644
SOGVOZ,2585,CN1NC(C)(C)n2c(C1=O)c(nc2)[N+](=O)[O-],,,,,,,,,,2.585
SOHRUC,4024,[O-][N+](=O)C1=CC(=[N+]([O-])[O-])C=c2c1cc(c[n+]2=O)c1ccccc1,,,,,,,,,,4.024
SOJGED01,4900,[O-][N+](=O)c1ccc(o1)/C=N\O,,,,,,,,,,4.9
SOLTAP,2609,O=C1C=CC=C/C/1=C/Nc1cc(ccc1O)[N+](=O)[O-],,,,,,,,,,2.609
SONBUS,3916,COc1nccnc1/C=N\Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,3.916
SONDEE01,2753,NC(=O)OCc1ncc(n1C)[N+](=O)[O-],,,,,,,,,,2.753
SOPZIG,2465,Cc1nccn1c1ccc(cc1)[N+](=O)[O-],,,,,,,,,,2.465
SOPZOM,2029,Cc1cn(c(n1)C)c1ccc(cc1)[N+](=O)[O-],,,,,,,,,,2.029
SOPZUS,2131,CCc1nccn1c1ccc(cc1)[N+](=O)[O-],,,,,,,,,,2.131
SORBAC,2119,[O-][N+](=O)c1ccc(cc1)n1ccnc1c1ccccc1,,,,,,,,,,2.119
SORBEG,3140,[O-][N+](=O)c1ccc(cc1)n1cccn1,,,,,,,,,,3.14
SORBUW,2777,[O-][N+](=O)c1ccc(cc1)n1cccc1,,,,,,,,,,2.777
SORYEE01,3044,CN(c1ccc(c2c1c(ccc2[N+](=O)[O-])N(C)C)[N+](=O)[O-])C,,,,,,,,,,3.044
SOSYAC,1779,C[C@@H](Cn1c(C)ncc1[N+](=O)[O-])OC(=O)c1ccccc1C(=O)O,,,,,,,,,,1.779
SOWXUX,4581,[O-][N+](=O)c1cc([N+](=O)[O-])c2c(c1Nc1ccccc1)non2,,,,,,,,,,4.581
SOXNEA,3984,[N-]=[N+]=CC(=O)c1cccc(c1)[N+](=O)[O-],,,,,,,,,,3.984
SOYRUU,2128,COC(=O)c1ccc(c(c1)[N+](=O)[O-])Nc1ccccc1,,,,,,,,,,2.128
SOZVOU,2013,[O-][N+](=O)c1ccc(cc1)[C@]1(C)Nc2cccc3c2C(=N1)C=CC3=O,,,,,,,,,,2.013
SUBWIV,4212,N#CC(=NNc1ccc(cc1)[N+](=O)[O-])C#N,,,,,,,,,,4.212
SUDFOM,2503,[O-][N+](=O)[C@@H]1Oc2c([C@H]1c1ccccc1)c(=O)[nH]cn2,,,,,,,,,,2.503
SUGFOP,5669,O[C@H](C([N+](=O)[O-])[N+](=O)[O-])[C@H](C([N+](=O)[O-])[N+](=O)[O-])O,,,,,,,,,,5.669
SUGFUV,4537,CC(=O)O[C@H]([C@@H](C([N+](=O)[O-])[N+](=O)[O-])OC(=O)C)C([N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,4.537
SULROG,2689,[O-][N+](=O)c1nccn1CC(=O)NCCO,,,,,,,,,,2.689
SULSID,2916,Cc1cc(/C=C/c2ccc(cc2[N+](=O)[O-])[N+](=O)[O-])cc(c1O)C,,,,,,,,,,2.916
SUVLAW,4020,[O-][N+](=O)c1cccc(c1)N/N=N/c1cccc(c1)[N+](=O)[O-],,,,,,,,,,4.02
SUVQOP,1909,OCCCc1c[nH]c2c1cc(cc2)[N+](=O)[O-],,,,,,,,,,1.909
SUWFIZ,2875,[O-][N+](=O)c1ccc(c2c1non2)N1CCCCCCC1,,,,,,,,,,2.875
SUYREK,2440,COC(CN1CCN/C/1=C\[N+](=O)[O-])OC,,,,,,,,,,2.44
SUZCEX,2746,CN(c1ccc(cc1)/C=C(/[N+](=O)[O-])\C#N)C,,,,,,,,,,2.746
SUZRAH,2280,[O-][N+](=O)/C=C/1\NCCN1C[C@@H]1CCOCO1,,,,,,,,,,2.28
TABRET,4407,[O-][N+](=O)c1ccc(o1)/C=N/n1cncn1,,,,,,,,,,4.407
TABZII,1964,CC1=NN([C@H](C1)c1ccccc1O)C(=O)c1ccc(cc1)[N+](=O)[O-],,,,,,,,,,1.964
TACGIN,4703,[O-][N+](=O)c1cnn(c1)Cn1ncc(c1)[N+](=O)[O-],,,,,,,,,,4.703
TADVAW,3693,CC(/C=N/Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])C,,,,,,,,,,3.693
TAFCEI,3756,[O-][N+](=O)c1cc(cc(c1Nc1ccc(cc1)c1ccccc1)[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,3.756
TAFDUZ,4776,[O-][N+](=O)C1([N+](=O)[O-])[C@@H]2C[C@@H]3C[C@H]1C([C@H](C2)C3)([N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,4.776
TAFFIP,3255,[O-][N+](=O)[C@@H]1c2ccccc2[C@H](c2c1cccc2)[N+](=O)[O-],,,,,,,,,,3.255
TAFMEV,2652,COc1ccc(c(c1)[N+](=O)[O-])Nc1ncccn1,,,,,,,,,,2.652
TAFTOJ,4751,COc1ncc(cc1[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,4.751
TALBIU,4674,O=C(N[N+](=O)[O-])OCC#CCOC(=O)N[N+](=O)[O-],,,,,,,,,,4.674
TANHAR,4305,N#C[C@]1(C=C1c1ccccc1)[N+](=O)[O-],,,,,,,,,,4.305
TANPUT,2364,O=C1NC(=O)[C@H](C1)c1cccc(c1)[N+](=O)[O-],,,,,,,,,,2.364
TAPPIK,2126,CN(c1ccc(cc1)Oc1ccc(cc1)[N+](=O)[O-])C,,,,,,,,,,2.126
TAPQAD,2932,N#Cc1ccc(cc1)Oc1ccc(cc1)[N+](=O)[O-],,,,,,,,,,2.932
TATNBZ,4744,Nc1c([N+](=O)[O-])c(N)c(c(c1[N+](=O)[O-])N)[N+](=O)[O-],,,,,,,,,,4.744
TAWLUZ01,1762,[O-][N+](=O)c1ccc(cc1)n1c2ccccc2c2c1cccc2,,,,,,,,,,1.762
TAXDUU,5474,[O-][N+](=O)OCc1onc(c1)c1noc(c1)CO[N+](=O)[O-],,,,,,,,,,5.474
TAXSER,4649,CCC/C(=N\Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])/[N+](=O)[O-],,,,,,,,,,4.649
TAYHUX,5341,[O-][N+](=O)c1cc([N+](=O)[O-])c2c(c1)[N+]1=c3nc(cc(c3=N[N+]1=N2)[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,5.341
TAYVUN,2450,[O-][N+](=O)c1ccc2c(c1)oc1c(n2)c2ccccc2c(=O)c1C,,,,,,,,,,2.45
TAZVAS,2021,[O-][N+](=O)c1ccc(cc1)/C=N/c1cccc2c1cccc2,,,,,,,,,,2.021
TEBCAE,4227,[O-][N+](=O)[C@]12[C@@H]3[C@@H]4[C@H]1[C@@H]1[C@@]5([C@H]2C[C@H]3[C@@]5([C@H]4C1)[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,4.227
TEBHAJ,4129,[O-][N+](=O)c1cc(cc2c1cccc2)[N+](=O)[O-],,,,,,,,,,4.129
TECQUN,2329,COC(=O)/C(=C(/[N+](=O)[O-])\C)/NC(=O)c1ccccc1,,,,,,,,,,2.329
TECSAX,3223,CC/[NH+]=C/1\C=C([N+](=O)[O-])C(=C[N+]1=O)C,,,,,,,,,,3.223
TECSEB,3351,CC/[NH+]=C\1/[N+](=O)C=CC(=C1C)[N+](=O)[O-],,,,,,,,,,3.351
TEDYAC,2188,N#C/C(=C\c1ccccc1)/c1cc(C)nc(c1[N+](=O)[O-])C,,,,,,,,,,2.188
TEDYOT,5374,[O-][N+](=O)/N=c/1\[nH]nc(o1)c1n[nH]/c(=N\[N+](=O)[O-])/o1,,,,,,,,,,5.374
TEFVEG,2527,N#CC1=C(N)Oc2c([C@@H]1c1cccc(c1)[N+](=O)[O-])c(=O)oc(c2)C,,,,,,,,,,2.527
TEHGUI,2476,Cc1ccc(c(c1)[N+](=O)[O-])N,,,,,,,,,,2.476
TEHKIC,3420,COc1ccc(c(c1)O)/C=N/c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,3.42
TEJSUX,2523,COc1cc2CCN[C@@H](c2c(c1OC)[N+](=O)[O-])O,,,,,,,,,,2.523
TELWIQ,2427,O=C1NCCCC/C/1=N\OCc1ccc(cc1)[N+](=O)[O-],,,,,,,,,,2.427
TENZOD,6495,Nn1nc(c(n1)[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,6.495
TENZUJ,6110,[O-][N+](=O)Nc1n[nH]nc1[N+](=O)[O-],,,,,,,,,,6.11
TEQZEU,1482,[O-][N+](=O)c1ccc(cc1)c1nn(c2c1c(N)ncn2)C(C)(C)C,,,,,,,,,,1.482
TETZIB,3794,[O-][N+](=O)c1ccc2c(c1)/C(=N\c1ccccc1)/c1c2c(cc(c1)[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,3.794
TEVDOQ,6542,[O-][N+](=O)c1nonc1c1no[n+](=O)/c/1=C\1/[N-]ON=C1N,,,,,,,,,,6.542
TEVHEH01,5376,[O-][N+](=O)c1[nH]cc(n1)[N+](=O)[O-],,,,,,,,,,5.376
TEWJOU,3943,[O-][N+](=O)c1c(N2CCCCC2)c([N+](=O)[O-])c(c(c1N)[N+](=O)[O-])N,,,,,,,,,,3.943
TEWJUA,4235,CC(Nc1c([N+](=O)[O-])c(N)c(c(c1[N+](=O)[O-])N)[N+](=O)[O-])C,,,,,,,,,,4.235
TEYHIO,2302,COC(=O)Nc1ccc(cc1/C(=C(/C(=O)OC)\C#N)/C(=O)OC)[N+](=O)[O-],,,,,,,,,,2.302
TIBGET,2225,[O-][N+](=O)c1ccc2c(c1)[C@]1(OCc3c(N1)cccc3)C(=O)N2,,,,,,,,,,2.225
TIBKIY,2202,COC(=O)Cc1oc2c(c1N1CCOCC1)cc(cc2)[N+](=O)[O-],,,,,,,,,,2.202
TIBKOE,2227,COC(=O)C1=Cc2cc(ccc2O[C@@H]1N1CCOCC1)[N+](=O)[O-],,,,,,,,,,2.227
TIBMIA01,4889,[O-][N+](=O)C1=C(N)[N+](=O)C(=[NH2+])C(=C1)[N+](=O)[O-],,,,,,,,,,4.889
TIBMOG,4584,[O-][N+](=O)C1=C(N)[N+](=O)C(=C(C1=[NH2+])[N+](=O)[O-])N,,,,,,,,,,4.584
TIBMUM,3832,Nc1c([N+](=O)[O-])c(N)nc(c1[N+](=O)[O-])N,,,,,,,,,,3.832
TICSAZ,2050,OC[C@H]1O[C@H](C[C@@H]1[N+](=O)[O-])n1cc(C)c(=O)[nH]c1=O,,,,,,,,,,2.05
TICTOO,2890,Cc1cc(cc2c1c1c(C)cc(cc1COC2)[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,2.89
TICYOT,4873,Oc1c([N+](=O)[O-])c(O)c(c(c1[N+](=O)[O-])O)[N+](=O)[O-],,,,,,,,,,4.873
TIFWOX,2178,O=C(c1ccccc1N)/C=C/c1ccc(cc1)[N+](=O)[O-],,,,,,,,,,2.178
TIHBES01,2560,[O-][N+](=O)c1ccc(o1)/C=N/c1c(C)n(n(c1=O)c1ccccc1)C,,,,,,,,,,2.56
TIJKEC,3720,[O-][N+](=O)[N-]CC[NH3+],,,,,,,,,,3.72
TIJLIH,3939,Oc1ccc(cc1n1cnnn1)[N+](=O)[O-],,,,,,,,,,3.939
TIJPEI,3161,[O-][N+](=O)c1ccc2c(c1)[n-][n+]1c(c2=O)cccc1,,,,,,,,,,3.161
TIJROU,2847,CC(=O)C(=NNc1ccccc1[N+](=O)[O-])C(=O)C,,,,,,,,,,2.847
TIMKIL,1717,CN1N=C([C@@H]2C[C@@]1(O)CCC2)c1cccc(c1)[N+](=O)[O-],,,,,,,,,,1.717
TIMZAQ01,2809,O=C(c1ccncc1)N/N=C/c1ccccc1[N+](=O)[O-],,,,,,,,,,2.809
TINXIY,2560,COC(=O)c1cc(=O)n2c(c1[N+](=O)[O-])N(C)CC2,,,,,,,,,,2.56
TISJUB,3885,[O-][N+](=C1C=C[N+](=O)C(=C1)C(=O)O)[O-],,,,,,,,,,3.885
TITKUC,1997,[O-][N+](=O)/C(=C/C=C/N1CCCC1)/C,,,,,,,,,,1.997
TIVMER,2203,N#Cc1ccc(cc1)NC(=O)Nc1ccc(cc1)[N+](=O)[O-],,,,,,,,,,2.203
TIVMUH,1628,O=C(Nc1cccc(c1)C)Nc1ccc(cc1)[N+](=O)[O-],,,,,,,,,,1.628
TIVPUK,1569,O=C(Nc1ccc(cc1)[N+](=O)[O-])Nc1ccc(cc1)N(C)C,,,,,,,,,,1.569
TIVQEV,1629,O=C(Nc1ccc(cc1)C)Nc1ccc(cc1)[N+](=O)[O-],,,,,,,,,,1.629
TIXPEV,3028,O/N=C(\n1nc(cc1N)C)/c1cccc(c1)[N+](=O)[O-],,,,,,,,,,3.028
TIXQUM,2417,[O-][N+](=O)c1ccc(c(c1)N)C,,,,,,,,,,2.417
TMANIA10,4546,[O-][N+](=O)[N-][N+](C)(C)C,,,,,,,,,,4.546
TNBENZ10,5565,[O-][N+](=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,5.565
TNFLUO,4282,O=C1c2cc(ccc2c2c1cc(cc2[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,4.282
TNIOAN,5228,[O-][N+](=O)c1cc([N+](=O)[O-])c(c(c1)[N+](=O)[O-])N,,,,,,,,,,5.228
TNITAN,5895,[O-][N+](=O)c1cc([N+](=O)[O-])c(c(c1N)[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,5.895
TNOXYL,5062,[O-][N+](=O)c1cc([N+](=O)[O-])c(c(c1C)[N+](=O)[O-])C,,,,,,,,,,5.062
TNPHNT,5070,CCOc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,5.07
TOHXAP01,2839,Nc1ccccc1C#Cc1ccccc1[N+](=O)[O-],,,,,,,,,,2.839
TOMMUE,1954,COC1=CC(=O)N[C@@H]1[C@@H](c1ccccc1)C[N+](=O)[O-],,,,,,,,,,1.954
TONFUX,3292,[O-][N+](=O)c1cc(ccc1N1CCCCC1)[N+](=O)[O-],,,,,,,,,,3.292
TOQMUH01,4119,[O-][N+](=O)/N=c/1\cccc[nH]1,,,,,,,,,,4.119
TOTWOQ,1917,[O-][N+](=O)c1cc2cccc3c2c(c1)c(=O)n(c3=O)Cc1ccccn1,,,,,,,,,,1.917
TOYYAH,3279,Cc1ccnc(c1)Cc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,3.279
TOYYEL,3354,[O-][N+](=O)c1cc(ccc1[C@@H](c1ccccn1)C)[N+](=O)[O-],,,,,,,,,,3.354
TOYYIP,2736,Cc1ccnc(c1)c1nccc(c1)Cc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,2.736
TUBFEB,1155,O=CN[C@H]([C@@H](c1ccccc1)O[C@@H](C[N+](=O)[O-])CC)C,,,,,,,,,,1.155
TUBYIY01,4893,OCC([N+](=O)[O-])([N+](=O)[O-])CO,,,,,,,,,,4.893
TUFKIQ,1894,O=C1N[C@@H](c2ccccc2)C(=C(N1)c1ccccc1O)[N+](=O)[O-],,,,,,,,,,1.894
TUJRUN,1503,CN1C(=O)C(C(=O)N(C1=O)C)[C@H](c1ccccc1)C[N+](=O)[O-],,,,,,,,,,1.503
TUJVUR,2260,CC(=O)c1cc(c2ccc(cc2)[N+](=O)[O-])c(=O)n(n1)c1ccccc1,,,,,,,,,,2.26
TUMTIE,2043,CC(=O)OCc1ccc(c(c1)NC(=O)C)[N+](=O)[O-],,,,,,,,,,2.043
TUNPIC,1666,CN1CCN(CC1)c1ccc(c(c1)N)[N+](=O)[O-],,,,,,,,,,1.666
TUNWAB,1976,[O-][N+](=O)c1ccccc1NN=C1CCCCC1,,,,,,,,,,1.976
TUQCOX01,1804,[O-][N+](=O)/C(=C/c1cncn1Cc1ccccc1)/c1ccccc1,,,,,,,,,,1.804
TUQHET,2502,CNc1ccc(cc1C(=O)O)[N+](=O)[O-],,,,,,,,,,2.502
TUSYAJ,4307,[O-][N+](=O)[C@]1(C)N=NC[C@H]1[C@H]1CN=N[C@]1(C)[N+](=O)[O-],,,,,,,,,,4.307
TUSZOX,2305,OC[C@H](Cn1nnc(c1)CNc1cccc(c1)[N+](=O)[O-])O,,,,,,,,,,2.305
TUVMEE02,2665,OCCCNc1cc(NCCCO)c(cc1[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,2.665
UBATOI,1407,OC[C@]1(CN(C[C@H]1c1ccc(cc1)C)C)[N+](=O)[O-],,,,,,,,,,1.407
UFEDOY,3719,[O-][N+](=O)c1ccc(c2c1non2)N1CCCC1,,,,,,,,,,3.719
UFEDUE,3404,[O-][N+](=O)c1ccc(c2c1non2)N1CCCCC1,,,,,,,,,,3.404
UFEFAM,3124,[O-][N+](=O)c1ccc(c2c1non2)N1CCCCCC1,,,,,,,,,,3.124
UFUXOI,5284,[O-][N+](=O)c1[nH]nc(c1N)[N+](=O)[O-],,,,,,,,,,5.284
UGUGIM,6431,[O-][N+](=O)N1CN([C@H]2[C@@H]1N(CN2[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,6.431
UGUHEJ,2416,CC(=O)Nc1cccc(c1)[N+](=O)[O-],,,,,,,,,,2.416
UHATON,4061,O/N=C/1\N[C@H]([N+](=O)C1=[NH2+])c1ccccc1[N+](=O)[O-],,,,,,,,,,4.061
UHIPOS,2738,O=C1Nc2c([C@@]1(O)Cc1onc(c1[N+](=O)[O-])C)cccc2,,,,,,,,,,2.738
UHOPIQ,1993,COc1ccc(cc1)N(c1ccc(cc1)[N+](=O)[O-])C(=O)C,,,,,,,,,,1.993
UHOQUE,1435,O=CNC(C([N+](=O)[O-])(C)C)(C)C,,,,,,,,,,1.435
UHURAS,3739,[O-][N+](=O)c1ccc(cc1)[C@@H]1O[C@@H]1c1ccc(cc1)[N+](=O)[O-],,,,,,,,,,3.739
UHUREW,3511,COc1ccc(c(c1)[C@H]1O[C@@H]1c1cc(OC)ccc1[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,3.511
UJEMEB,3966,NC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,3.966
UJUDOU,2247,COc1cc(ccc1O)[C@@H]1NN=C(C1)c1cccc(c1)[N+](=O)[O-],,,,,,,,,,2.247
ULECOF,1729,COC1=C(C)C(=O)N([C@H]([C@@]1(C)O)c1ccc(cc1)[N+](=O)[O-])C,,,,,,,,,,1.729
UNOWEB,1856,N#Cc1cn2c(c1c1ccccc1[N+](=O)[O-])c1ccccc1CC2,,,,,,,,,,1.856
UNOWOK,2124,[O-][N+](=O)c1ccc(cc1)CN1CCOCC1,,,,,,,,,,2.124
UNUHIV,2480,COc1ccccc1/C=N/NC(=O)c1ccc(cc1)[N+](=O)[O-],,,,,,,,,,2.48
UNUJUJ,3617,CCNC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,3.617
UPAJIF,3115,[O-][N+](=O)c1cccc2c1nccc2,,,,,,,,,,3.115
UQACAR,2706,COC(=O)/C(=N\Nc1ccc(cc1)[N+](=O)[O-])/C,,,,,,,,,,2.706
UQACEV,2534,COC(=O)c1cc2c([nH]1)ccc(c2)[N+](=O)[O-],,,,,,,,,,2.534
URAXAO,1915,O=C1CCCCN1c1ccc(cc1)[N+](=O)[O-],,,,,,,,,,1.915
UREDOL,3532,COc1c(/C=N/Nc2ccc(cc2[N+](=O)[O-])[N+](=O)[O-])cccc1OC,,,,,,,,,,3.532
UREJAD,4250,[O-][N+](=O)c1cnccc1c1ccncc1[N+](=O)[O-],,,,,,,,,,4.25
UREXOF,3406,COc1ccc2c(c1)[C@@H](C[N+](=O)[O-])C(=C(O2)NC)[N+](=O)[O-],,,,,,,,,,3.406
URICOP,2036,[O-][N+](=O)c1ccc(cc1)c1nccc(n1)c1ccccc1,,,,,,,,,,2.036
UTOHUH,2646,O=Cc1cc(ccc1N1CCOCC1)[N+](=O)[O-],,,,,,,,,,2.646
UVILAO,5981,Nn1nc(c2c1c(nn2N)[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,5.981
UWUGEA,2185,[O-][N+](=O)C1=C2NCCCN2[C@@H]2C(=C1)C(=O)c1ccccc1O2,,,,,,,,,,2.185
UXUHUS,2220,N#CC1=C(N)OC2=C([C@H]1c1ccc(cc1)[N+](=O)[O-])C(=O)CCC2,,,,,,,,,,2.22
UZEVUS,4310,[O-][N+](=O)C(=C1N[C@@H]2[C@H](N1)OCCO2)[N+](=O)[O-],,,,,,,,,,4.31
UZEWAZ,5913,[O-][N+](=O)N1[C@H]2OCCO[C@H]2N=C1C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,5.913
UZEWED,6285,[O-][N+](=O)N1CCCN=C1C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,6.285
UZEWIH,4782,CC(=O)O[C@H]1N=C(N([C@@H]1OC(=O)C)[N+](=O)[O-])C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,4.782
UZEWON,6256,C[C@H]1CN(C(=N1)C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,6.256
UZEWUT,5571,[O-][N+](=O)N1[C@@H]2CCCC[C@H]2N=C1C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,5.571
