ID,BDE(kJ/mol),smiles
WETGEJ,274.6,N#[N+]C1=C(N=[N+](C1=O)C)[N+](=O)[O-]
WIGTOX,320.3,CC(=O)Cn1c(C)ncc1[N+](=O)[O-]
WIGVEP,292.8,[O-][N+](=O)c1ccc(cc1)/C=C/C=N/c1cccc2c1cccc2
WIGYOC01,288.4,Oc1ccc(cc1)NC(=O)c1ccc(cc1)[N+](=O)[O-]
WIHBEV,262,O=C(c1ccccc1)NNC(=O)c1ccccc1[N+](=O)[O-]
WIJCEX,298.4,N#C/C(=C\C=C\c1ccc(cc1)[N+](=O)[O-])/N(c1ccccc1)C
WILBAU,294.5,[O-][N+](=O)c1c([nH]nc1C(C)(C)C)C(C)(C)C
WINJAF,271.7,[O-][N+](=O)c1cc(ccc1Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
WIPFUX,269.6,Cc1ccccc1NC(=O)c1ccccc1[N+](=O)[O-]
WISBIJ,308.6,COc1ccc(cc1)n1cc(nc1C)[N+](=O)[O-]
WISBOP,304.7,[O-][N+](=O)c1cn(c(n1)C)c1ccc(cc1)C(=O)C
WIXBUB,294.9,COc1ccc(c(c1)[C@@H](c1cccc(c1)[N+](=O)[O-])NC(=O)C)O
WOBHUQ,301.3,COc1ccc(cc1)/C=C/C=N/c1ccc(cc1)[N+](=O)[O-]
WOBJAY,293.7,CN(c1ccc(cc1)/C=C/C=N/c1cccc(c1)[N+](=O)[O-])C
WOBJEC,303.5,CN(c1ccc(cc1)/C=C/C=N/c1ccc(cc1)[N+](=O)[O-])C
WOBLUU,179.6,[O-][N+](=O)Cn1cnc(n1)[N+](=O)[O-]
WOGNUB,245.5,CC1=NN(C(=O)C1)c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
WOGPAJ,253.1,Oc1nn(c(c1)C)c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
WOGVIY,293.2,COc1ccc(cc1OC)/N=C/c1ccc(cc1)[N+](=O)[O-]
WOJJUC01,277.6,[O-][N+](=O)c1ccccc1/C=N/N(c1ccccc1)c1ccccc1
WOKSIY,278.5,CN(c1ccc(cc1)/N=N/c1ccc(c(c1)[N+](=O)[O-])C)C
WOQXOR,318.5,O/N=C/c1ccc(c(c1)[N+](=O)[O-])O
WOTVAC,302.1,CCCCCCOC(=O)Nc1ccc(cc1)[N+](=O)[O-]
WOVXOU,304.1,[O-][N+](=O)c1ncn(c1)c1ccccc1
WOVXUA,306.9,[O-][N+](=O)c1ncn(c1)c1ncn(c1)c1ccccc1
WUBJAG,137.5,[O-][N+](=O)C1([N+](=O)[O-])[C@H]2C[C@H]3[C@H]([C@@H]1C[C@@H]([C@H]2O[N+](=O)[O-])C3([N+](=O)[O-])[N+](=O)[O-])O[N+](=O)[O-]
WUKZIL,127.9,CN(c1ccncc1)[N+](=O)[O-]
WUMHES,263.5,O=CN1C[C@@H]2[C@]([C@@H]1C(C)C)(C2)[N+](=O)[O-]
WUPMAW,285.9,O=C(c1onc2c1cc(cc2)[N+](=O)[O-])c1ccccc1
WUVWAL01,306.1,Oc1ccccc1/C=N/Nc1ccc(cc1)[N+](=O)[O-]
WUVXIU,307,[O-][N+](=O)c1ccc2c(c1)OC[C@H]1N2CCO1
WUXHAY,297.3,[O-][N+](=O)c1cc(ccc1N/N=C/c1ccccc1)[N+](=O)[O-]
WUXJOO,201.3,COc1ccc(cc1[N+](=O)[O-])/C=C(\c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])/[N+](=O)[O-]
XAHMIE01,100.1,[O-][N+](=O)N1CN([N+](=O)[O-])c2c(N(C1)[N+](=O)[O-])non2
XAHZIS,241.1,[O-][N+](=O)c1cc(cc(c1[C@@H]1O[C@H]1c1cccc(c1)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
XAKMAY,286.1,CN(CCNc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])C
XALNEF,268.8,CCOC(=O)C1=CC[C@H]2[C@@H]1C(=O)N(C2=O)c1ccccc1[N+](=O)[O-]
XALQEJ,287.7,COc1cc2c(cc1OC)c(=O)ccn2c1ccc(cc1)[N+](=O)[O-]
XANLAC,291.9,[O-][N+](=O)c1ccc(cc1)c1cnc2c(n1)cccc2
XARXUM,311.8,COC(=O)C(C(=O)OC)Nc1ccc(cc1)[N+](=O)[O-]
XARYIY,109.2,O=[N+]1O[N-]C2=C1[C@@H]1[C@@H]3CC[C@H]([C@@]1(C=C2[N+](=O)[O-])[N+](=O)[O-])C=C3
XARYOE,174.1,[O-][N+]1=C2[C@@H]([C@H]3[C@@H](O1)C=CC3)C1=C([C@]3([C@@H]2[C@@H]2C=C[C@H]3C2)[N+](=O)[O-])[N-]O[N+]1=O
XATFIJ,277.9,C=C=C1CCCC[C@H]1OC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
XATHOR,300.4,[O-][N+](=O)c1ccc2c(c1)nc1n2C(=CC(C1)(C)C)C
XATZUO,293.2,O=C(c1ccccc1)N/N=C/c1ccc(cc1)[N+](=O)[O-]
XAVMOW,285.5,ONC(=O)c1ccc(cc1)[N+](=O)[O-]
XAVPEQ,295.8,[O-][N+](=O)c1cc(ccc1N/N=C/c1ccccn1)[N+](=O)[O-]
XAXRIX,310.7,C#CCN(c1ccc(cc1)C)Cc1ccc(o1)[N+](=O)[O-]
XAYKEO,291.4,Cc1ccc(n1c1ccc(cc1)[N+](=O)[O-])C
XAZFIO,308.6,O=C1CO[C@@]2([C@@]1(C)CCC2)Nc1ccc(cc1)[N+](=O)[O-]
XAZQAR,299.1,[O-][N+](=O)c1ccc2c(c1)NCCC2
XEBHET,132.5,CC([N-][N+](=O)c1nonc1N[N+](=O)[O-])(C)C
XEBKEW,240.9,Cc1cccc(c1)C(=O)Oc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
XEDTAC,227.1,CC[C@H]([C@H]1NC(=C(N([C@@H]1OC)CC)C#N)C#N)[N+](=O)[O-]
XEKLOR,278.3,[O-][N+](=O)c1ccccc1CN1CN1Cc1ccccc1[N+](=O)[O-]
XEKWIW,293.6,O=C=Nc1ccc(cc1)[N+](=O)[O-]
XENCAV,298.1,C/C=N/Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
XENGAZ,272.6,COc1ccccc1/N=C/C=C/c1ccccc1[N+](=O)[O-]
XENJOQ,309.2,CC1=C(C(=O)C)[C@H](C(=C(N1)C)C(=O)C)c1ccc(o1)[N+](=O)[O-]
XERGUW,229.5,O=C1[C@@H]2[C@@H]([C@@H]2[N+](=O)[O-])C(=O)N1Cc1ccccc1
XETJIR,241.6,COc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])n1nncc1
XETJOX,256.6,COc1cc(n2nncc2)c(cc1[N+](=O)[O-])[N+](=O)[O-]
XETJUD,241.9,COc1ccc(c(c1[N+](=O)[O-])n1nncc1)[N+](=O)[O-]
XETKAK,240.8,[O-][N+](=O)c1cc(ccc1[N+](=O)[O-])Cn1nncc1
XETKIS,267.6,[O-][N+](=O)c1cc(ccc1Cn1nncc1)[N+](=O)[O-]
XETYUS,263.9,CCc1nn(c(n1)N)c1ccccc1[N+](=O)[O-]
XEXYII,156.1,CO[C@@H]1N([N+](=O)[O-])[C@H](OC)N([C@@H](N1[N+](=O)[O-])OC)[N+](=O)[O-]
XEXYOO,154.7,CO[C@@H]1N([N+](=O)[O-])[C@H](OC)N([C@H](N1[N+](=O)[O-])OC)[N+](=O)[O-]
XICKUQ,240.6,Cc1ccc(cc1)/C=N/Nc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
XICLAX,314.7,NC(=O)[C@@H]1CCCN1c1ccc(cc1)[N+](=O)[O-]
XIDGIB,318.7,CON([C@H]1CCCC[C@H]1N(C=O)OC)/C=C/[N+](=O)[O-]
XIDKAX,300.2,COc1cccc2n1cc(c2)c1ccc(cc1)[N+](=O)[O-]
XIDKIF,300.7,CC(Oc1cccc2n1cc(c2)c1ccc(cc1)[N+](=O)[O-])C
XIDPEF,302.1,CC(=O)N1CCc2c1ccc(c2)[N+](=O)[O-]
XIDXEQ,308.9,[O-][N+](=O)C1=[N+](C)C=N/C/1=C\[N+]#N
XIFFEX,233.4,[O-][N+](=O)c1nn(C)c(=O)c2c1N(CCCO2)Cc1ccccc1
XIKXUM,215.4,[O-][N+](=O)/C(=C\c1nc2c(n1C)cccc2)/c1ccccc1
XINFAE,296.7,CC1=NN(C(=O)/C/1=N\Nc1ccc(cc1O)[N+](=O)[O-])c1ccccc1
XIQYAY,272.8,N#Cc1c(cc(c(c1N)[N+](=O)[O-])c1ccccc1)c1ccco1
XIRQUM,291.8,COC(=O)[C@H]1[C@@H](ON=C1c1ccc(cc1)[N+](=O)[O-])C(=O)OC
XISKAM,299.1,[O-][N+](=O)c1ccc(cc1)OCn1ncnc1
XIVJES,291.9,COC(=O)C1=C(C)NC(=O)N[C@@H]1c1cccc(c1)[N+](=O)[O-]
XIWHOA,316.2,CCCN(c1ccc(cc1)[N+](=O)[O-])CCC
XIXKUK,235,C[C@@H]1CCC[C@@H](N1c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])C
XIZSAD,406.6,C/C(=N/Nc1n(C)nc(c1[N+](=O)[O-])C)/c1ccccn1
XOJMIT01,310.7,[O-][N+](=O)c1ccc(cc1)N/N=C/c1ccc[nH]1
XOKKOY,290.4,COc1ccc(c(c1)O)/C=N/c1cccc(c1)[N+](=O)[O-]
XOLRUN,289.8,[O-][N+](=O)c1ccc(cc1)[C@@H]1Nc2ccccc2c2n1c1ccccc1n2
XOYYOA,297.5,[O-][N+](=O)c1ccc2c(c1)nn(c2C)C
XOZZAP,294.9,[O-][N+](=O)c1ccc(cc1)CO/N=C/c1ccccn1
XUBRES,270.1,CC(=O)Nc1ccc(c(c1)[N+](=O)[O-])OC(=O)C
XUCJEM,305.7,[O-][N+](=O)c1cn(cn1)C
XUGNIW,294.1,COc1ccc(cc1)/N=N/c1ccc(cc1)[N+](=O)[O-]
XUMRIH,298.5,C/C(=N\Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])/Cc1ccccc1
XUMRON,298,[O-][N+](=O)c1cc(ccc1N/N=C/[C@H](c1ccccc1)C)[N+](=O)[O-]
XUMRUT,295.7,Cc1ccc(cc1)C/C=N/Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
XUWCEX,289.5,[O-][N+](=O)c1ccc(cc1)/C=C/c1ccc(cc1)[N+](=O)[O-]
YACLOD,253.5,[O-][N+](=O)c1cc([N+](=O)[O-])c2c(c1n1c(=O)oc3c1cccc3)[N+](=O)O[N-]2
YAGTIL,284.9,COc1ccc(c(c1)O)/C=N/NC(=O)c1cccc(c1)[N+](=O)[O-]
YAHDIW,294.6,[O-][N+](=O)c1cccc(c1)NCc1ccccc1
YAHJOH,218.6,[O-][N+](=O)c1ccc(c(c1[N+](=O)[O-])[N+](=O)[O-])C
YAHJUN,225.6,CC(=O)Nc1ccc(c(c1[N+](=O)[O-])C)[N+](=O)[O-]
YAHQUV,296.7,Cc1ccc(cc1)Oc1ccc(cn1)[N+](=O)[O-]
YAHREG,295.7,[O-][N+](=O)c1ccc(nc1)Oc1ccc2c(c1)cccc2
YALQEK,323.3,Cn1nc(c(n1)[N+](=O)[O-])N
YATCOL,277.7,O=C(c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-])O[C@@]1(C)C=C[C@@H]2O[C@H]1OC2
YAWCEG01,280.2,N#CC(=Cc1ccc(cc1)[N+](=O)[O-])C#N
YAWHUB,293.6,COc1ccc(cc1)NCc1ccc(cc1)[N+](=O)[O-]
YAYCIM,306.7,[O-][N+](=O)c1ccc(cc1)N1CCOCC1
YAYDIN,299.8,C#CCn1c(=O)[nH]c2c1ccc(c2)[N+](=O)[O-]
YEFFAR,299,COc1ccc(cc1)/C=N/Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
YEFNON,311.9,O=C(Cn1cc(nc1C)[N+](=O)[O-])N/N=C(/c1ccc(cc1)C)\C
YEJCOH,306.7,COC(=O)c1ccc(c(c1)[N+](=O)[O-])NC
YEJNAC01,272.4,Oc1ccc(cc1)/N=N/c1ccccc1[N+](=O)[O-]
YEJVIU,243.8,N#[N+][N-][C@@H]1O[C@@H]([C@@H]2[C@H]1OC(O2)(C)C)[C@@H](C[N+](=O)[O-])O
YEKQAG01,266.7,[O-][N+](=O)C1=C(N)[N+](=O)C(=[NH2+])C(=N1)[N+](=O)[O-]
YELPUD,286.1,CCOC(=O)C(=O)c1cnoc1c1ccc(cc1)[N+](=O)[O-]
YELQAK,283.6,CCOC(=O)c1oncc1C(=O)c1ccc(cc1)[N+](=O)[O-]
YELQEO,286.8,CCOC(=O)c1nocc1C(=O)c1ccc(cc1)[N+](=O)[O-]
YEYMAR,293.3,O/N=C(/c1ccc(cc1)[N+](=O)[O-])\N
YIBZUF,296.6,Cc1ccc(c(c1)/C=N/c1ccc(cc1)[N+](=O)[O-])O
YICNAA,286,[O-][N+](=O)c1ccc(cc1)n1nnnc1n1nnc2c1cccc2
YIDLEC01,288.9,[O-][N+](=O)/C=C/c1ccc(c(c1)[N+](=O)[O-])O
YIDPIM,292.5,O=Cc1ccccc1[N+]1=Nc2c([N+]1=O)cc(cc2)[N+](=O)[O-]
YIFMIK,252.2,COc1c(cc(cc1[N+](=O)[O-])C(C)(C)C)[N+](=O)[O-]
YIFRAH,271.7,[O-][N+](=O)c1ccccc1/C=C/C=N/c1cccc2c1cccc2
YIJPIQ,303.6,OC[C@H]1O[C@@H](Nc2ccc(cc2)[N+](=O)[O-])[C@@H]([C@H]([C@H]1O)O)O
YIKBUP,146.3,O[C@@H]1[C@@H](O)OCC1([N+](=O)[O-])[N+](=O)[O-]
YIKCIE,254.7,COc1ccc(cc1)N(c1c([N+](=O)[O-])c(C)nc2n1ncn2)C
YIKCIH,304.2,Oc1ccc(cc1/C=N/c1ccccc1C)[N+](=O)[O-]
YILNOY,303.9,[O-][N+](=O)C1=CNc2n([C@@H]1O)nnn2
YILPEQ,305.1,[O-][N+](=O)c1cnc(nc1)N1CCOCC1
YIMPOB,314.8,[O-][N+](=O)C1=C/C(=C/NC[C@@H](CO)O)/C(=O)C=C1
YIMWOI,279.7,N#CC(=Cc1ccc(o1)c1cccc(c1)[N+](=O)[O-])C#N
YIQZAA,215.9,[O-][N+](=O)/N=C/1\NCCN1Cc1cccc(c1OC)OC
YIRSIC,312.5,O=C1C=CC(=C/C/1=C/Nc1ccccc1O)[N+](=O)[O-]
YISYOO,275.2,N#CC1=C(N)C(=C(C[C@@H]1c1ccccc1[N+](=O)[O-])C1CC1)C#N
YITJUG,292.9,CCOC(=O)C1=C(C)NC(=O)/C/1=C\c1ccc(cc1)[N+](=O)[O-]
YIXNUP,299.9,[O-][N+](=O)c1cc2c(cc1)ncn2C
YODFUT01,309.3,CCCNc1ccc(cc1[N+](=O)[O-])C(=O)OCC
YODHUV,208,CN1CN/C(=N\[N+](=O)[O-])/N(C1)C
YODMOT,51.1,O=[N+]1COCC(/C/1=[O+]\C(=O)C)([N+](=O)[O-])[N+](=O)[O-]
YOHLIS,269.2,CC(=O)/C(=C/c1ccccc1)/COc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
YOKJOY,225.6,Cc1nn(c(c1)C)c1nnc(nn1)Nc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
YOPREA,292,O=c1oc(=O)c2c([nH]1)c(ccc2)[N+](=O)[O-]
YORYEJ,152.3,O=CNCC([N+](=O)[O-])([N+](=O)[O-])C
YOVJUP,291.2,[O-][N+](=O)c1c(C)ccnc1N
YOWLUS,260.6,CCNc1nc(OC)nc(=C([N+](=O)[O-])[N+](=O)[O-])[nH]1
YUGBEH,289.2,C[C@H]([C@H](c1ccccc1)O)/N=C/c1ccc(cc1)[N+](=O)[O-]
YUJGIT02,297.8,[O-][N+](=O)c1ccc(cc1)/C=N/Nc1ccccc1
YUNJOG,309.3,OCC#CC#CCNc1ccc(cc1C)[N+](=O)[O-]
YUNXOU,293.2,[O-][N+](=O)c1ccc(cc1)CCc1ccc(cc1)[N+](=O)[O-]
YUPZIT,265.5,C/C(=C\c1cccc(c1)[N+](=O)[O-])/[N+](=O)[O-]
YUQFEX,259.2,O[C@H](c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])Nc1ncccn1
YUQMAZ,293.4,Oc1ccc(cc1C(=O)Nc1ccccc1)[N+](=O)[O-]
YUYCOK,302.7,[O-][N+](=O)c1ccc(o1)/C=N/O
YUYLEJ,278.3,COC(=O)/C=C/c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
YUYQEP,310.6,CN(C(=Nc1ccc(cc1)[N+](=O)[O-])N(C)C)C
YUYSIU,299.4,[O-][N+](=O)c1cn(c(n1)c1ncc(n1C)[N+](=O)[O-])C
ZACNEZ,211.4,CC(=O)Nc1ccc(c(c1[N+](=O)[O-])[N+](=O)[O-])NC(=O)C
ZAKWIU,276.4,COC(=O)C1=C(C)OC(=C([C@H]1c1ccccc1[N+](=O)[O-])C#N)N
ZAMVEO,289.7,O=C1CCCC(=C1)Nc1cccc(c1)[N+](=O)[O-]
ZAMWEP,307.4,[O-][N+](=O)c1cn(c(n1)C)c1ccccc1
ZAMWIT,310.7,Cc1ccc(cc1)n1cc(nc1C)[N+](=O)[O-]
ZAPDUR,288.1,Nc1ccc(cc1)C(=O)N/N=C/c1cccc(c1)[N+](=O)[O-]
ZAPKOS,287.3,Oc1ccc(cc1)C(=O)N/N=C/c1cccc(c1)[N+](=O)[O-]
ZAYRIA,248.8,CC(=O)Nc1c(O)cc(cc1[N+](=O)[O-])C(=O)O
ZEHJUR,291.4,C/C(=N\N=C(\c1ccc(cc1)[N+](=O)[O-])/C)/c1ccc(cc1)[N+](=O)[O-]
ZEJTUD,312.4,CN(c1ccc(cc1)/C=N/Nc1ccc(cc1)[N+](=O)[O-])C
ZEJWUJ,227.2,CCOC(=O)/C(=C/1\c2ccccc2N(C1=O)C)/[N+](=O)[O-]
ZELPAK,286.7,CCOc1cccc(c1O)/C=N/NC(=O)c1ccc(cc1)[N+](=O)[O-]
ZELQOW,314.4,[O-][N+](=O)C1=C(N)N=[N+]([N+]1=O)C
ZENXOF,296.8,CCOC(=O)Nc1ccc(cc1)/C=C/c1ccc(cc1)[N+](=O)[O-]
ZERJIR,203.3,N/C(=N/[N+](=O)[O-])/Nc1ccccc1
ZEVQUM,169.8,[O-][N+](=O)C1CN(C1)[N+](=O)[O-]
ZEZDAL,242.9,COc1c(cc(cc1[N+](=O)[O-])Cn1ccnn1)[N+](=O)[O-]
ZIFCEW,295.3,COc1ccc(cc1)/C(=N/N=C(/c1ccc(cc1)[N+](=O)[O-])\C)/C
ZIFLOS01,304.4,[O-][N+](=O)c1ccc(cc1)N(c1ccccc1)c1ccccc1
ZIKKUZ,253.3,[O-][N+](=O)c1ccc(c(c1C(=O)C)[N+](=O)[O-])O
ZILNOX,118.3,CC(C([N+](=O)[O-])([N+](=O)[O-])C)([N+](=O)[O-])[N+](=O)[O-]
ZITHUH,298.1,COn1c(=O)[nH]c2c1cc(cc2)[N+](=O)[O-]
ZIVBUB,296,O=C1Oc2ccc(cc2CN1C)[N+](=O)[O-]
ZIVCAI,297.7,CN(C(=O)Oc1ccc(cc1)[N+](=O)[O-])C
ZIXTOS,292,O=C(c1ccc(cc1)[N+](=O)[O-])/N=C\1/OC[C@@H](N1)c1ccccc1
ZIXZOX,284.8,C[C@@H](Cn1c(C)ncc1[N+](=O)[O-])OC(=O)c1cccc(c1)[N+](=O)[O-]
ZIZCES,288.9,N#Cc1c(=O)[nH]c(c(c1c1cccc(c1)[N+](=O)[O-])C)C
ZIZRAD01,254.3,[O-][N+](=O)c1nn(c(c1[N+](=O)[O-])[N+](=O)[O-])C
ZOFTAP,290.8,N#C/C(=C\c1ccc(o1)[N+](=O)[O-])/C(=O)NCc1ccco1
ZOHSOE,164.6,N#CCCN([N+](=O)[O-])CCC#N
ZOKREY,283,COc1ccc(c(c1)[N+](=O)[O-])NN=C1C(=O)CC(CC1=O)(C)C
ZOKWED,281.4,Cc1ccc(c(c1)[N+](=O)[O-])NN=C1C(=O)CC(CC1=O)(C)C
ZONJOB,304.4,CN(c1ccc(cc1)OCCOc1ccc(cc1)[N+](=O)[O-])C
ZONKAO,303.2,CN(c1cccc(c1)OCCOc1ccc(cc1)[N+](=O)[O-])C
ZONKES,304.9,COc1ccc(cc1)N(CCOc1ccc(cc1)[N+](=O)[O-])C
ZOWDEU,288.7,Cc1ccc(cc1Nc1nnn[nH]1)[N+](=O)[O-]
ZOWDIY,285.6,[O-][N+](=O)c1cccc(c1)N(c1nnn[nH]1)C
ZOWDOE,285.8,Cc1ccc(cc1N(c1nnn[nH]1)C)[N+](=O)[O-]
ZOWSUZ01,298.5,O=C1CCCC(=C1)Nc1ccc(cc1)[N+](=O)[O-]
ZOXYIU,212.2,[O-][N+](=O)C[C@@H]([C@@H]([N+](=O)[O-])C)c1ccccc1
ZOXYOA,214.7,C[C@H]([C@@H]([C@@H]([N+](=O)[O-])C)c1ccccc1)[N+](=O)[O-]
ZUCMOB,272.1,Cc1onc(c1/N=N/c1ccccc1[N+](=O)[O-])C
ZUGPOG,266.5,N#Cc1c(C)cccc1[N+](=O)[O-]
ZUGPOJ,248.8,N#Cc1c(cccc1[N+](=O)[O-])[N+](=O)[O-]
ZUGPUM,149.5,[O-][N+](=O)[C@]12CN(C[C@@]2(CN(C1)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
ZUHMUK,299.9,[O-][N+](=O)c1cc(ccc1N(C)C)[N+](=O)[O-]
ZUHQOI,140,O=C1N([N+](=O)[O-])[C@]2([C@](N1[N+](=O)[O-])(C)CC2)C
ZUHQUO,122.9,O=C1N([N+](=O)[O-])[C@]2([C@@](N1[N+](=O)[O-])(C2)C)C
ZUHRID,311.4,OC1CCN(CC1)c1ccc(cc1)[N+](=O)[O-]
ZUHXEF,239,Cc1nn(c(c1)C)c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
ZULYEK,299.2,[O-][N+](=O)c1ccc(cc1)c1c(C)[nH]c2c1cccc2
ZUVQEO,265.5,C[C@@H]1Oc2cccc(c2c2c(O[C@H]1C)cccc2[N+](=O)[O-])[N+](=O)[O-]
ZUXRAN,262.4,N#Cc1cnn(c1c1ccccc1[N+](=O)[O-])c1ccccc1
ZZZFKK01,297,N#C/C(=C\c1ccc(cc1)N(C)C)/c1ccc(cc1)[N+](=O)[O-]
ZZZFYW01,244.8,[O-][N+](=O)c1ccccc1[N+](=O)[O-]
ZZZGVU01,270.1,[O-][N+](=O)c1ccc(c(c1)[N+](=O)[O-])C
ZZZJIQ02,284.6,Nc1ccc(c(c1)[N+](=O)[O-])C
ZZZJPA01,274.7,[O-][N+](=O)c1ccccc1c1ccccc1[N+](=O)[O-]
ZZZLYS01,315.6,Oc1cc(O)c(cc1[N+](=O)[O-])[N+](=O)[O-]
ZZZMUC01,250.1,[O-][N+](=O)c1cc([N+](=O)[O-])c(c(c1)[N+](=O)[O-])C
ZZZQSC01,259.8,Cc1c(cccc1[N+](=O)[O-])[N+](=O)[O-]
ZZZTLC01,175.8,[O-][N+](=O)N1CCN(CC1)[N+](=O)[O-]
