ID,DetoV(L/kg),SMILES
QEVFEC,433,O=C(c1ccccc1)/C=c/1\[nH]c2cc(ccc2oc1=O)[N+](=O)[O-]
QEXZIF,697,Cc1nn(c(c1/N=N/c1ccccc1)C)c1ccc(cc1)[N+](=O)[O-]
QEYGOS,654,[O-][N+](=O)c1cccc(c1O)/C=C/C1=Nc2c(C1(C)C)cccc2
QEYHAF,654,Oc1ccc(cc1/C=C/C1=Nc2c(C1(C)C)cccc2)[N+](=O)[O-]
QIFPON,611,[O-][N+](=O)c1c2N=NN=[n+]2c2c(c1N)[n+](=O)on2
QIJDAO,682,[O-][N+](=O)N1CCc2c1cccc2
QIKDAP,731,Nc1ccc(c(c1)N)[N+](=O)[O-]
QIKDET,581,Nc1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
QIMGIC,599,N#CC1=C(N)OC(=C([C@@H]1c1cccc(c1)[N+](=O)[O-])C(=O)C)C
QIMGOI,612,CCOC(=O)C1=C(C)OC(=C([C@@H]1c1cccc(c1)[N+](=O)[O-])C#N)N
QIRPAL,581,[O-][N+](=O)c1cc(C)c(c(c1O)[N+](=O)[O-])C
QIRQOZ,637,[O-][N+](=O)c1ccc(cc1)n1nnc(c1C)C(=O)C
QIXSAS,586,N/N=C/c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
QIYJIR,576,N#C/C=C/1\CCC[C@@H]1OC(=O)c1ccc(cc1)[N+](=O)[O-]
QOCNUT,714,Cc1cnc(c(n1)Cc1c[nH]c2c1c(ccc2)[N+](=O)[O-])C
QOFHEZ,670,[O-][N+](=O)c1ccc(cc1)N/N=C/C=C/c1ccccc1
QOFQIL,988,CC1(C)NC(NC1(C)C)c1ccc(cc1)[N+](=O)[O-]
QOFQOR,876,ON1C(c2ccc(cc2)[N+](=O)[O-])N(C(C1(C)C)(C)C)O
QOKYAR,662,CN1CC(=C2C(=C(c3ccccc3)c3c2cccc3)C1)[N+](=O)[O-]
QOLXIY,674,CCN([N+](=O)[N-]Oc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])CC
QONRUI,844,[O-][N+](=O)N(CO)C
QOQWUO,486,O=Cc1cn(nc1c1cc(C)ccc1O)c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
QOTGEL01,988,[O-][N+](=O)c1ccc(nc1)NC1CCCCCCC1
QOTGOV02,902,[O-][N+](=O)c1ccc(nc1)N[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3
QOVLIX,763,O=C[C@@H]1CC[C@H](N(O1)c1ccccc1)[C@H]([N+](=O)[O-])C
QOVXUV,699,[O-][N+](=O)C1=C/C(=C/NCCCO)/C(=O)C=C1
QOYJOD06,689,[O-][N+](=O)c1n[nH]c(=O)[nH]1
QQQAIY04,594,[O-][N+](=O)c1ccc(cc1)/C=N/c1ccccc1
QQQCOY10,676,O=C(Nc1ccccc1)/C=N/Nc1ccc(cc1[N+](=O)[O-])C
QQQFGG01,518,[O-][N+](=O)c1cc(ccc1Nc1ccccc1)[N+](=O)[O-]
QQQFNG02,581,[O-][N+](=O)c1ccc(c(c1)[N+](=O)[O-])N
QUCJEE,633,O/N=C(/c1ccc(cc1)/N=C/c1ccc(cc1)[N+](=O)[O-])\C
QUDROX,457,O=C(c1noc(c1[N+](=O)[O-])c1ccccc1)c1ccccc1
QUFSAN,498,O=C(Oc1ccccc1)Nc1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
QUGLIN,584,[O-][N+](=O)N1c2ccccc2C(=O)[C@]1(C)c1ccccc1
QUJGIL,479,OC(=O)c1cc(cc(c1c1c(cc(cc1C(=O)O)[N+](=O)[O-])C(=O)O)C(=O)O)[N+](=O)[O-]
QUNDIO02,452,O=C(c1cccc(c1)[N+](=O)[O-])c1cccc(c1)[N+](=O)[O-]
QUNRIC,556,O=C1N(C)C(=O)N(C(=O)C1c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])C
QUXTIO,589,[O-][N+](=O)c1ccc(cc1)/C=N/c1c(nc2n1cccc2)c1ccccc1
QUYKUR01,705,[O-][N+](=O)c1ccc(cc1)/C=N/c1cccc(c1C)C
QUYQEH,652,CC(=O)N1N=C(C[C@@H]1c1ccccc1)c1ccccc1[N+](=O)[O-]
QUZBET,550,Oc1ccc(cc1)/C=N/NC(=O)c1ccccc1[N+](=O)[O-]
QUZNUV,692,O=CNCCc1ccc(cc1)[N+](=O)[O-]
RABPIP,537,COC(=O)/C(=C/[N+](=O)[O-])/NC(=O)c1ccccc1
RAJHIT,784,CN([C@H](c1ccccc1)C)c1ccc(cn1)[N+](=O)[O-]
RAJHOZ,784,Cc1cc(cnc1N[C@H](c1ccccc1)C)[N+](=O)[O-]
RAKMUM,822,CNc1ccc(c2c1c(ccc2)N(C)C)[N+](=O)[O-]
RAKNAT,822,CNc1cccc2c1c(ccc2[N+](=O)[O-])N(C)C
RAMRUS,593,O=C(c1ccc(cc1)[N+](=O)[O-])N1[C@@H]2[C@H]1COCOC2
RAMSAZ,716,[O-][N+](=O)c1ccc(cc1)CN1[C@@H]2[C@H]1COCOC2
RAMVUW,687,[O-][N+](=O)c1c[nH]nn1
RAPFIY,545,COC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
RAPHEY,536,Oc1ccc(cc1/C=N/c1ccccc1Oc1ccccc1)[N+](=O)[O-]
RAPLAY,536,Oc1ccc(c(c1)/C=N/c1cccc2c1cccc2)[N+](=O)[O-]
RAQROR,532,O=[N+]1O[N-]C2=C1[C@@H]1[C@H]3C=C[C@@H]([C@@]1(C1=C2[N+](=O)O[N-]1)[N+](=O)[O-])C3
RAQRUX,575,O=[N+]1O[N-]C2=C1[C@H]1CC(=C(C[C@]1(C1=C2[N+](=O)O[N-]1)[N+](=O)[O-])C)C
RASZIU,936,CN(CC[NH2+]Cc1cc(ccc1[O-])[N+](=O)[O-])C
RAVNEH,716,CC(=O)N(c1c(C)ccc(c1[N+](=O)[O-])C)C(=O)C
RAYXUK,496,COc1cc(=O)c2c([nH]c1=O)ccc(c2)[N+](=O)[O-]
REBHOW,619,[O-][N+](=O)c1c(C)cccc1c1nc2c([nH]1)cccc2
REBLER,582,O=C(c1ccc(cc1)[N+](=O)[O-])N/N=C(\c1ccccn1)/c1ccccc1
REBPEU,882,CC[C@@H]([C@H]1NC(=C(N([C@@H]1OC)CC)C#N)C#N)[N+](=O)[O-]
REGCUB,645,Cc1nn2c(c1)[nH]nc2c1cccc(c1)[N+](=O)[O-]
REKKAW,687,CCc1cc(nn1c1ccc(cc1)[N+](=O)[O-])c1ccccc1
RELQUW,619,[O-][N+](=O)c1c(nc2n1cccc2C)c1ccccc1
RENTUZ,954,CN(c1ncnc(c1[N+](=O)[O-])N(C)C)C
REVRER,703,CCn1nc2c(c1)c(ccc2)[N+](=O)[O-]
REVRIV,703,CCn1ncc2c1cccc2[N+](=O)[O-]
REWDUS,660,CCOC(=O)C1=C(C)NC(=O)N[C@@H]1c1cccc(c1)[N+](=O)[O-]
REYKAH,735,O=Cc1n(nnc1C(C)(C)C)c1ccc(cc1)[N+](=O)[O-]
REYKEO,736,CO[N-][N+](=O)C([N+](=O)[N-]OC)CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
REZFUA,612,CN(C(=O)c1ccccc1)c1ccc(cc1)[N+](=O)[O-]
REZGEL,626,COc1ccc(cc1)C(=O)N(c1ccc(cc1)[N+](=O)[O-])C
RIGHUK04,574,[O-][N+](=O)c1cc(ccc1Cc1ncccc1C)[N+](=O)[O-]
RIGJIA,699,[O-][N+](=O)N1CN([C@H]2[C@@H]1[C@H]1[C@@H]2N(CN1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
RIJBIY,557,CC(=O)c1cccc(c1)n1nc2c(c1[N+](=O)[O-])cccc2
RIJMOM,644,OC[C@H]1O[C@H](C[C@@H]1O)n1ccc2c1ccc(c2)[N+](=O)[O-]
RIKNOO,644,[O-][N+](=O)c1cc[nH]n1
RIKZOD,610,[O-][N+](=O)c1cc(cc(c1Nn1nn[nH]c1=O)[N+](=O)[O-])[N+](=O)[O-]
RILXOB,557,O=[N+]1C(=[N+]=c2c(=C1C)cccc2)c1ccc(cc1)[N+](=O)[O-]
RINWUG,516,O=C(c1ccncc1)N/N=C/c1ccc(o1)[N+](=O)[O-]
RINYOC,482,O=[N+](c1ccccc1)/C=C/1\C=CC(=[O+]1)[N+](=O)[O-]
RIQRIV,559,Oc1ccc2c(c1Nc1ccc(cc1)[N+](=O)[O-])cccc2
RIRMAH,731,[O-][N+](=O)c1ccc(c(c1)N)N
RIYQOG,548,COc1ccc(c(c1c1c(OC)c(cc(c1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
RIYTID,552,N#Cc1cc(ccc1C)[N+](=O)[O-]
RIZGUD,540,[O-][N+](=O)c1cc(ccc1N/N=C(/c1ccco1)\C)[N+](=O)[O-]
ROFGAV,552,N#Cc1ccc(c(c1)[N+](=O)[O-])C
ROFHAV,591,O=C1C[C@@H]([C@@H]2O[C@H]1OC2)n1cc(c(n1)[N+](=O)[O-])[N+](=O)[O-]
ROFNIK,655,Cc1ccc(cc1c1nnn[nH]1)[N+](=O)[O-]
ROFQIO,650,ON(c1onc(c1)[N+](=O)[O-])[C@H]1CCCO1
ROGDEX,612,COc1ccc(cc1)/N=C/c1ccccc1[N+](=O)[O-]
ROGVAL,559,CCOC(=O)[C@@]1(C[C@H]1c1cccc(c1)[N+](=O)[O-])[N+](=O)[O-]
ROHBAR,580,O=C(c1ccncc1)N/N=C/c1ccc(cc1)[N+](=O)[O-]
ROKREO,826,CCN(c1ccc(cc1)/N=N/c1ccccc1[N+](=O)[O-])CC
ROKZUM,616,O=C1CCC(=C1)Nc1ccc(cc1)[N+](=O)[O-]
ROLBAV,500,[O-][N+](=O)c1ccnc(c1)c1nccc(c1)[N+](=O)[O-]
ROTXUV,704,[O-][N+](=O)c1cccc(c1)c1cnc(nc1)N1CCOCC1
ROWHUI,489,O=C(c1ccccc1Oc1ccccn1)c1ccc(cc1)[N+](=O)[O-]
RUBXOD,532,O=C(c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-])N1CC=CC1
RUBYAQ,615,C=CCN(C(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-])CC=C
RUCRIR,683,CCOC(=O)c1[nH]c(c2c1[C@@H]1CC[C@H]2C=C1)[N+](=O)[O-]
RUGJUZ,651,[O-][N+](=O)c1n(C)cnc1[N+](=O)[O-]
RUJJEM,510,Oc1ccc(c(c1)/C=N/NC(=O)c1cc2ccccc2cc1O)[N+](=O)[O-]
RUJSEV,607,[O-][N+](=O)c1ccccc1OCCCCOc1ccccc1[N+](=O)[O-]
RUQWEG,599,C/C(=N\NC(=O)c1ccccc1O)/c1ccc(cc1)[N+](=O)[O-]
RUSCOZ,566,N#C/C(=C\c1ccc(cc1)n1cncc1)/c1ccc(cc1)[N+](=O)[O-]
RUSHIW,668,N#[N+][N-][C@]1(C[C@H]2C[C@@H]1C[C@@]2([N-][N+]#N)[N+](=O)[O-])[N+](=O)[O-]
RUTFET,561,Oc1ccc2c(c1/C=N/N=C/c1ccc(cc1)[N+](=O)[O-])cccc2
RUVTAD01,853,O[C@@H]1CCCC[C@H]1Nc1ccc(cc1)[N+](=O)[O-]
RUWCIV,574,[O-][N+](=O)c1cc(ccc1N(c1ccccc1)C)[N+](=O)[O-]
RUXFAT,591,O=C1C[C@H]([C@H]2O[C@@H]1OC2)n1cc(c(n1)[N+](=O)[O-])[N+](=O)[O-]
SABDAC,546,COc1ccc(cc1)Oc1ncccc1[N+](=O)[O-]
SABFIM,520,O=C(c1ccccc1O)Nc1cccc(c1)[N+](=O)[O-]
SABJEM,902,COC(CN1CCN2C1=C(CC[C@@H]2O)[N+](=O)[O-])OC
SAFMAQ,562,[O-][N+](=O)c1cc2nn[nH]c2c(c1)[N+](=O)[O-]
SAFQOH,550,Oc1ccc(cc1)/C=N/NC(=O)c1cccc(c1)[N+](=O)[O-]
SAFYAB,586,N#Cc1nn(c(c1)N)c1ccc(cc1)[N+](=O)[O-]
SAGLOD,514,CCOC(=O)c1ccccc1NC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
SAGVUT,764,N#Cc1ccc(c(c1)[N+](=O)[O-])NC(C)C
SAHBEK,572,CNC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
SAHCOV,671,COc1c(O)ccc(c1[N+](=O)[O-])/C=N/c1cc(C)cc(c1)C
SAHLEU,520,OC(=O)c1ccccc1Nc1ccccc1[N+](=O)[O-]
SAHSID,462,[O-][N+](=O)c1cc2ccccc2cc1[N+](=O)[O-]
SAJYAD,550,Oc1ccc(nc1)/N=N/c1cccc(c1)[N+](=O)[O-]
SALXEJ,569,[O-][N+](=O)c1cc(ccc1N1CCC=N1)[N+](=O)[O-]
SAMROP,997,CN/C(=N\[N+](=O)[O-])/NC[C@H]1COCC1
SANQAA,661,[O-][N+](=O)/C=C/c1nc2c(n1C)cccc2
SANXOV,680,[O-][N+](=O)c1ccc(cc1)[C@H]1Nc2ccccc2[C@H]2[C@@H]1CCO2
SAPFUN,788,Nc1ccc(cc1/N=C/c1ccc(cc1)N(C)C)[N+](=O)[O-]
SAPGAS,568,CCOC(=O)c1cc(cc(c1O)[N+](=O)[O-])[N+](=O)[O-]
SAQVAG,602,C[C@H]1CC=CC(=O)N1C(=O)c1ccc(cc1)[N+](=O)[O-]
SAQVIS,633,CN(c1ccc(cc1)c1nc2c(o1)ccc(c2)[N+](=O)[O-])C
SAQYAK,496,O=C(c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-])O[C@H]1[C@H]2C=C[C@H]3[C@@H]1[C@H]3C2
SAQZAK,707,[O-][N+](=O)Cn1nnc(n1)[N+](=O)[O-]
SASMEH,587,CCN1C(=O)/C(=N\Nc2ccc(cc2O)[N+](=O)[O-])/C(=C(C1=O)C#N)C
SATRIO,763,CC(=O)NCN([N+](=O)[O-])CN([N+](=O)[O-])CN([N+](=O)[O-])CNC(=O)C
SATROU,807,COC(N([N+](=O)[O-])C)N([N+](=O)[O-])C
SAWBOH,568,[O-][N+](=O)c1cc(cc(c1C(=O)N)[N+](=O)[O-])[N+](=O)[O-]
SAWBUN,544,[O-][N+](=O)c1cc(cc(c1C(=O)O)[N+](=O)[O-])[N+](=O)[O-]
SAWFUS,551,COC(=O)/C(=N\c1ccc(cc1)[N+](=O)[O-])/c1ccccc1
SAWMIO,553,[O-][N+](=O)c1onc2c1CCCC2=O
SAWMUA,528,[O-][N+](=O)c1onc2c1[C@@H]1CO[C@@H](O1)C2=O
SAWNAH,586,[O-][N+](=O)c1cc(no1)C(=O)OC
SAWNEL,496,O=C(c1noc(c1)[N+](=O)[O-])OCc1ccccc1
SAXBUR,505,[O-][N+](=O)c1c(onc1c1ccccc1)c1ccccc1
SAZJIN,710,CCOc1ccc(cc1OC)/C=N/Nc1ccc(cc1)[N+](=O)[O-]
SAZPER,612,[O-][N+](=O)c1ccc2c(c1)N[C@@H](C(=N2)c1ccccc1)c1ccccc1
SEBHIQ,746,CN(c1ccc(cc1)/N=N/c1ccccc1[N+](=O)[O-])C
SECHIT,620,COC(=O)[C@@H](C(C)C)NC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
SECJER,500,Cc1ccc(cc1)C(=O)Oc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
SECSOK,861,[O-][N+](=O)c1cccc(c1)n1nc(cc1N)C(C)(C)C
SECVOL,735,[O-][N+](=O)N1CCCN(C1C1N(CCCN1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
SECVON,486,N#C/C(=C\c1cc2OCOc2cc1[N+](=O)[O-])/C(=O)OC
SEDMIZ,635,[O-][N+](=O)c1ccc(cc1)/C=N/N(c1ccccc1)c1ccccc1
SEDTUQ03,756,NC(=C([N+](=O)[O-])[N+](=O)[O-])N
SEFPEY,748,Cc1cc(nc(c1)C)NC(=O)[C@@H](c1ccc(cc1)[N+](=O)[O-])C
SEGFAL,679,[O-][N+](=O)c1nn(c(n1)[N+](=O)[O-])C
SEGRUR,644,Nc1nccc(c1)[N+](=O)[O-]
SEGSEC,697,CO[C@@H]1O[C@H](CO[N+](=O)[O-])[C@H]([C@@H]([C@H]1O)O[N+](=O)[O-])O[N+](=O)[O-]
SEJNEA,838,CC(N(c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])C(C)C)C
SEKGUL,1108,CC(=O)NC(CC([N+](=O)[O-])(C)C)(C)C
SEKHEW,1053,C#[N+]C(CC([N+](=O)[O-])(C)C)(C)C
SEKJAU,1021,CC1(C)NC(NC(C1)(C)C)c1ccc(cc1)[N+](=O)[O-]
SEKJEY,942,CC([N+](=O)[O-])(CC([N+](=O)[O-])(C)C)C
SEMXAJ,751,COc1c([N+](=O)[O-])c(C)c(cc1C(C)(C)C)[N+](=O)[O-]
SENHID,574,COC(=O)c1cc(ncc1[N+](=O)[O-])Nc1ccccc1
SERMUZ,571,CCOC(=O)c1n[nH]c2c1ccc(c2)[N+](=O)[O-]
SESSIT,661,CC1=NN([C@@H](C1)c1ccco1)c1ccc(cc1)[N+](=O)[O-]
SEZVEZ,614,C[C@@H](C(=O)OCc1ccc(cc1)[N+](=O)[O-])C(=O)Nc1ccccc1
SICNUN,587,OC(=O)CN(c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
SIDQEB,536,Oc1ccc2c(c1/C=N/c1cccc(c1)[N+](=O)[O-])cccc2
SIDVOQ,574,[O-][N+](=O)c1ccc(cc1)N/N=C/c1ccc(c(c1)O)O
SILTOW01,519,O=C(Nc1cccc(c1)[N+](=O)[O-])Nc1cccc(c1)[N+](=O)[O-]
SIMFAW,417,[O-][N+](=O)c1ccc2c(c1)nc(oc2=O)c1ccccc1
SIMGUR,769,[O-][N+](=O)/N=C/1\NCCN1CCC(=O)c1ccccc1
SIMYIX,550,[O-][N+](=O)c1ccc(cc1)N/N=C/c1ccc2c(c1)OCO2
SINBEX,589,CCOC(=O)c1c(C)nc(c(c1N)C#N)Oc1ccccc1[N+](=O)[O-]
SINHON,497,[O-][N+](=O)c1ccc(cc1)/C=C\c1ccc(cc1)[N+](=O)[O-]
SINRUC,518,O=Cc1cccn1c1ccc(cc1)[N+](=O)[O-]
SINZEW,520,O=C(c1cc(O)cc(c1)O)N/N=C/c1ccc(cc1)[N+](=O)[O-]
SIRXAS,572,[O-][N+](=O)[C@]1(C)C=C[C@@](c2c1cccc2)(C)C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
SIRXOG,637,Cc1ccc(cc1)/N=C(\c1ccc(cc1)[N+](=O)[O-])/c1ccccc1
SIRXUM,637,Cc1ccc(cc1)/N=C(/c1ccc(cc1)[N+](=O)[O-])\c1ccccc1
SITHEK,548,[O-][N+](=O)c1cc(ccc1[N+](=O)[O-])n1cncn1
SITKAI,422,N#Cc1c(cccc1C#N)Oc1ccccc1[N+](=O)[O-]
SITLUF,599,COc1cc(/C=N/N=C/c2ccc(cc2)[N+](=O)[O-])ccc1O
SITPIW,586,N#[N+]/N=C/1\N=C[N+](=N1)c1ncc(cc1[N+](=O)[O-])[N+](=O)[O-]
SITPOC,582,[O-][N+](=O)c1cc(n2cncn2)c(c(c1)[N+](=O)[O-])N
SITPUI,570,COc1ccc(c(c1[N+](=O)[O-])n1cncn1)[N+](=O)[O-]
SITQAP,562,[O-][N+](=O)c1cc(n2cncn2)c(c(c1)[N+](=O)[O-])C
SITQET,562,[O-][N+](=O)c1cc([N+](=O)[O-])c(cc1n1cncn1)C
SITQIX,562,Cc1c(cc(cc1[N+](=O)[O-])n1ncnc1)[N+](=O)[O-]
SITQUJ,570,COc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])n1cncn1
SITRAQ,570,COc1cc(n2cncn2)c(cc1[N+](=O)[O-])[N+](=O)[O-]
SIYWIH,622,Nc1cc(N)c(cc1[N+](=O)[O-])[N+](=O)[O-]
SIZLUL,694,COc1ccc(c(c1)[N+](=O)[O-])NCc1ccccc1
SOBFOE,681,O=C1N[C@H]2[C@@H](N1[N+](=O)[O-])N([N+](=O)[O-])[C@@H]1[C@H](N2[N+](=O)[O-])N(C(=O)N1)[N+](=O)[O-]
SOBGAR,681,[O-][N+](=O)N1[C@@H]2NC(=O)N([C@@H]2N([C@H]2[C@@H]1NC(=O)N2[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
SOBWAI,577,[O-][N+](=O)/C(=C/c1ccccc1)/C1=[N+]([O-])O[C@@H](C1)c1ccccc1
SOBWEM,577,[O-][N+](=O)/C(=C\C1=[N+]([O-])O[C@@H](C1)c1ccccc1)/c1ccccc1
SOGDAU,697,C/C(=N\Nc1ccc(cc1)[N+](=O)[O-])/c1nccnc1
SOGVOZ,796,CN1NC(C)(C)n2c(C1=O)c(nc2)[N+](=O)[O-]
SOHRUC,450,[O-][N+](=O)C1=CC(=[N+]([O-])[O-])C=c2c1cc(c[n+]2=O)c1ccccc1
SOJGED01,574,[O-][N+](=O)c1ccc(o1)/C=N\O
SOLTAP,520,O=C1C=CC=C/C/1=C/Nc1cc(ccc1O)[N+](=O)[O-]
SONBUS,563,COc1nccnc1/C=N\Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
SONDEE01,671,NC(=O)OCc1ncc(n1C)[N+](=O)[O-]
SOPZIG,661,Cc1nccn1c1ccc(cc1)[N+](=O)[O-]
SOPZOM,722,Cc1cn(c(n1)C)c1ccc(cc1)[N+](=O)[O-]
SOPZUS,722,CCc1nccn1c1ccc(cc1)[N+](=O)[O-]
SORBAC,591,[O-][N+](=O)c1ccc(cc1)n1ccnc1c1ccccc1
SORBEG,592,[O-][N+](=O)c1ccc(cc1)n1cccn1
SORBUW,595,[O-][N+](=O)c1ccc(cc1)n1cccc1
SORYEE01,736,CN(c1ccc(c2c1c(ccc2[N+](=O)[O-])N(C)C)[N+](=O)[O-])C
SOSYAC,605,C[C@@H](Cn1c(C)ncc1[N+](=O)[O-])OC(=O)c1ccccc1C(=O)O
SOWXUX,502,[O-][N+](=O)c1cc([N+](=O)[O-])c2c(c1Nc1ccccc1)non2
SOXNEA,498,[N-]=[N+]=CC(=O)c1cccc(c1)[N+](=O)[O-]
SOYRUU,576,COC(=O)c1ccc(c(c1)[N+](=O)[O-])Nc1ccccc1
SOZVOU,561,[O-][N+](=O)c1ccc(cc1)[C@]1(C)Nc2cccc3c2C(=N1)C=CC3=O
SUBWIV,520,N#CC(=NNc1ccc(cc1)[N+](=O)[O-])C#N
SUDFOM,518,[O-][N+](=O)[C@@H]1Oc2c([C@H]1c1ccccc1)c(=O)[nH]cn2
SUGFOP,705,O[C@H](C([N+](=O)[O-])[N+](=O)[O-])[C@H](C([N+](=O)[O-])[N+](=O)[O-])O
SUGFUV,664,CC(=O)O[C@H]([C@@H](C([N+](=O)[O-])[N+](=O)[O-])OC(=O)C)C([N+](=O)[O-])[N+](=O)[O-]
SULROG,732,[O-][N+](=O)c1nccn1CC(=O)NCCO
SULSID,570,Cc1cc(/C=C/c2ccc(cc2[N+](=O)[O-])[N+](=O)[O-])cc(c1O)C
SUVLAW,546,[O-][N+](=O)c1cccc(c1)N/N=N/c1cccc(c1)[N+](=O)[O-]
SUVQOP,712,OCCCc1c[nH]c2c1cc(cc2)[N+](=O)[O-]
SUWFIZ,811,[O-][N+](=O)c1ccc(c2c1non2)N1CCCCCCC1
SUYREK,928,COC(CN1CCN/C/1=C\[N+](=O)[O-])OC
SUZCEX,722,CN(c1ccc(cc1)/C=C(/[N+](=O)[O-])\C#N)C
SUZRAH,879,[O-][N+](=O)/C=C/1\NCCN1C[C@@H]1CCOCO1
TABRET,568,[O-][N+](=O)c1ccc(o1)/C=N/n1cncn1
TABZII,620,CC1=NN([C@H](C1)c1ccccc1O)C(=O)c1ccc(cc1)[N+](=O)[O-]
TACGIN,611,[O-][N+](=O)c1cnn(c1)Cn1ncc(c1)[N+](=O)[O-]
TADVAW,710,CC(/C=N/Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])C
TAFCEI,471,[O-][N+](=O)c1cc(cc(c1Nc1ccc(cc1)c1ccccc1)[N+](=O)[O-])[N+](=O)[O-]
TAFDUZ,637,[O-][N+](=O)C1([N+](=O)[O-])[C@@H]2C[C@@H]3C[C@H]1C([C@H](C2)C3)([N+](=O)[O-])[N+](=O)[O-]
TAFFIP,497,[O-][N+](=O)[C@@H]1c2ccccc2[C@H](c2c1cccc2)[N+](=O)[O-]
TAFMEV,637,COc1ccc(c(c1)[N+](=O)[O-])Nc1ncccn1
TAFTOJ,590,COc1ncc(cc1[N+](=O)[O-])[N+](=O)[O-]
TALBIU,641,O=C(N[N+](=O)[O-])OCC#CCOC(=O)N[N+](=O)[O-]
TANHAR,481,N#C[C@]1(C=C1c1ccccc1)[N+](=O)[O-]
TANPUT,508,O=C1NC(=O)[C@H](C1)c1cccc(c1)[N+](=O)[O-]
TAPPIK,694,CN(c1ccc(cc1)Oc1ccc(cc1)[N+](=O)[O-])C
TAPQAD,466,N#Cc1ccc(cc1)Oc1ccc(cc1)[N+](=O)[O-]
TATNBZ,651,Nc1c([N+](=O)[O-])c(N)c(c(c1[N+](=O)[O-])N)[N+](=O)[O-]
TAWLUZ01,544,[O-][N+](=O)c1ccc(cc1)n1c2ccccc2c2c1cccc2
TAXDUU,587,[O-][N+](=O)OCc1onc(c1)c1noc(c1)CO[N+](=O)[O-]
TAXSER,622,CCC/C(=N\Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])/[N+](=O)[O-]
TAYHUX,532,[O-][N+](=O)c1cc([N+](=O)[O-])c2c(c1)[N+]1=c3nc(cc(c3=N[N+]1=N2)[N+](=O)[O-])[N+](=O)[O-]
TAYVUN,439,[O-][N+](=O)c1ccc2c(c1)oc1c(n2)c2ccccc2c(=O)c1C
TAZVAS,567,[O-][N+](=O)c1ccc(cc1)/C=N/c1cccc2c1cccc2
TEBCAE,554,[O-][N+](=O)[C@]12[C@@H]3[C@@H]4[C@H]1[C@@H]1[C@@]5([C@H]2C[C@H]3[C@@]5([C@H]4C1)[N+](=O)[O-])[N+](=O)[O-]
TEBHAJ,462,[O-][N+](=O)c1cc(cc2c1cccc2)[N+](=O)[O-]
TECQUN,593,COC(=O)/C(=C(/[N+](=O)[O-])\C)/NC(=O)c1ccccc1
TECSAX,795,CC/[NH+]=C/1\C=C([N+](=O)[O-])C(=C[N+]1=O)C
TECSEB,795,CC/[NH+]=C\1/[N+](=O)C=CC(=C1C)[N+](=O)[O-]
TEDYAC,642,N#C/C(=C\c1ccccc1)/c1cc(C)nc(c1[N+](=O)[O-])C
TEDYOT,651,[O-][N+](=O)/N=c/1\[nH]nc(o1)c1n[nH]/c(=N\[N+](=O)[O-])/o1
TEFVEG,482,N#CC1=C(N)Oc2c([C@@H]1c1cccc(c1)[N+](=O)[O-])c(=O)oc(c2)C
TEHGUI,736,Cc1ccc(c(c1)[N+](=O)[O-])N
TEHKIC,512,COc1ccc(c(c1)O)/C=N/c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
TEJSUX,705,COc1cc2CCN[C@@H](c2c(c1OC)[N+](=O)[O-])O
TELWIQ,727,O=C1NCCCC/C/1=N\OCc1ccc(cc1)[N+](=O)[O-]
TENZOD,707,Nn1nc(c(n1)[N+](=O)[O-])[N+](=O)[O-]
TENZUJ,707,[O-][N+](=O)Nc1n[nH]nc1[N+](=O)[O-]
