ID,Density(g/cm^3),smiles
SITKAI,1.4386,N#Cc1c(cccc1C#N)Oc1ccccc1[N+](=O)[O-]
SITLUF,1.4506,COc1cc(/C=N/N=C/c2ccc(cc2)[N+](=O)[O-])ccc1O
SITPIW,1.7126,N#[N+]/N=C/1\N=C[N+](=N1)c1ncc(cc1[N+](=O)[O-])[N+](=O)[O-]
SITPOC,1.6561,[O-][N+](=O)c1cc(n2cncn2)c(c(c1)[N+](=O)[O-])N
SITPUI,1.5741,COc1ccc(c(c1[N+](=O)[O-])n1cncn1)[N+](=O)[O-]
SITQAP,1.5791,[O-][N+](=O)c1cc(n2cncn2)c(c(c1)[N+](=O)[O-])C
SITQET,1.5121,[O-][N+](=O)c1cc([N+](=O)[O-])c(cc1n1cncn1)C
SITQIX,1.575,Cc1c(cc(cc1[N+](=O)[O-])n1ncnc1)[N+](=O)[O-]
SITQUJ,1.5912,COc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])n1cncn1
SITRAQ,1.5924,COc1cc(n2cncn2)c(cc1[N+](=O)[O-])[N+](=O)[O-]
SIYWIH,1.7395,Nc1cc(N)c(cc1[N+](=O)[O-])[N+](=O)[O-]
SIZLUL,1.339,COc1ccc(c(c1)[N+](=O)[O-])NCc1ccccc1
SOBFOE,1.9704,O=C1N[C@H]2[C@@H](N1[N+](=O)[O-])N([N+](=O)[O-])[C@@H]1[C@H](N2[N+](=O)[O-])N(C(=O)N1)[N+](=O)[O-]
SOBGAR,1.9454,[O-][N+](=O)N1[C@@H]2NC(=O)N([C@@H]2N([C@H]2[C@@H]1NC(=O)N2[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
SOBWAI,1.3663,[O-][N+](=O)/C(=C/c1ccccc1)/C1=[N+]([O-])O[C@@H](C1)c1ccccc1
SOBWEM,1.3818,[O-][N+](=O)/C(=C\C1=[N+]([O-])O[C@@H](C1)c1ccccc1)/c1ccccc1
SOGDAU,1.4186,C/C(=N\Nc1ccc(cc1)[N+](=O)[O-])/c1nccnc1
SOGVOZ,1.4413,CN1NC(C)(C)n2c(C1=O)c(nc2)[N+](=O)[O-]
SOHRUC,1.5567,[O-][N+](=O)C1=CC(=[N+]([O-])[O-])C=c2c1cc(c[n+]2=O)c1ccccc1
SOJGED01,1.6278,[O-][N+](=O)c1ccc(o1)/C=N\O
SOLTAP,1.4839,O=C1C=CC=C/C/1=C/Nc1cc(ccc1O)[N+](=O)[O-]
SONBUS,1.5592,COc1nccnc1/C=N\Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
SONDEE01,1.6245,NC(=O)OCc1ncc(n1C)[N+](=O)[O-]
SOPZIG,1.405,Cc1nccn1c1ccc(cc1)[N+](=O)[O-]
SOPZOM,1.3807,Cc1cn(c(n1)C)c1ccc(cc1)[N+](=O)[O-]
SOPZUS,1.3895,CCc1nccn1c1ccc(cc1)[N+](=O)[O-]
SORBAC,1.3507,[O-][N+](=O)c1ccc(cc1)n1ccnc1c1ccccc1
SORBEG,1.4935,[O-][N+](=O)c1ccc(cc1)n1cccn1
SORBUW,1.4295,[O-][N+](=O)c1ccc(cc1)n1cccc1
SORYEE01,1.4472,CN(c1ccc(c2c1c(ccc2[N+](=O)[O-])N(C)C)[N+](=O)[O-])C
SOSYAC,1.4394,C[C@@H](Cn1c(C)ncc1[N+](=O)[O-])OC(=O)c1ccccc1C(=O)O
SOWXUX,1.6253,[O-][N+](=O)c1cc([N+](=O)[O-])c2c(c1Nc1ccccc1)non2
SOXNEA,1.5128,[N-]=[N+]=CC(=O)c1cccc(c1)[N+](=O)[O-]
SOYRUU,1.3744,COC(=O)c1ccc(c(c1)[N+](=O)[O-])Nc1ccccc1
SOZVOU,1.3868,[O-][N+](=O)c1ccc(cc1)[C@]1(C)Nc2cccc3c2C(=N1)C=CC3=O
SUBWIV,1.4343,N#CC(=NNc1ccc(cc1)[N+](=O)[O-])C#N
SUDFOM,1.5006,[O-][N+](=O)[C@@H]1Oc2c([C@H]1c1ccccc1)c(=O)[nH]cn2
SUGFOP,1.8177,O[C@H](C([N+](=O)[O-])[N+](=O)[O-])[C@H](C([N+](=O)[O-])[N+](=O)[O-])O
SUGFUV,1.6744,CC(=O)O[C@H]([C@@H](C([N+](=O)[O-])[N+](=O)[O-])OC(=O)C)C([N+](=O)[O-])[N+](=O)[O-]
SULROG,1.5144,[O-][N+](=O)c1nccn1CC(=O)NCCO
SULSID,1.4245,Cc1cc(/C=C/c2ccc(cc2[N+](=O)[O-])[N+](=O)[O-])cc(c1O)C
SUVLAW,1.5152,[O-][N+](=O)c1cccc(c1)N/N=N/c1cccc(c1)[N+](=O)[O-]
SUVQOP,1.3819,OCCCc1c[nH]c2c1cc(cc2)[N+](=O)[O-]
SUWFIZ,1.4115,[O-][N+](=O)c1ccc(c2c1non2)N1CCCCCCC1
SUYREK,1.4143,COC(CN1CCN/C/1=C\[N+](=O)[O-])OC
SUZCEX,1.3555,CN(c1ccc(cc1)/C=C(/[N+](=O)[O-])\C#N)C
SUZRAH,1.4257,[O-][N+](=O)/C=C/1\NCCN1C[C@@H]1CCOCO1
TABRET,1.572,[O-][N+](=O)c1ccc(o1)/C=N/n1cncn1
TABZII,1.3359,CC1=NN([C@H](C1)c1ccccc1O)C(=O)c1ccc(cc1)[N+](=O)[O-]
TACGIN,1.5696,[O-][N+](=O)c1cnn(c1)Cn1ncc(c1)[N+](=O)[O-]
TADVAW,1.3616,CC(/C=N/Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])C
TAFCEI,1.5283,[O-][N+](=O)c1cc(cc(c1Nc1ccc(cc1)c1ccccc1)[N+](=O)[O-])[N+](=O)[O-]
TAFDUZ,1.646,[O-][N+](=O)C1([N+](=O)[O-])[C@@H]2C[C@@H]3C[C@H]1C([C@H](C2)C3)([N+](=O)[O-])[N+](=O)[O-]
TAFFIP,1.4823,[O-][N+](=O)[C@@H]1c2ccccc2[C@H](c2c1cccc2)[N+](=O)[O-]
TAFMEV,1.4764,COc1ccc(c(c1)[N+](=O)[O-])Nc1ncccn1
TAFTOJ,1.6225,COc1ncc(cc1[N+](=O)[O-])[N+](=O)[O-]
TALBIU,1.687,O=C(N[N+](=O)[O-])OCC#CCOC(=O)N[N+](=O)[O-]
TANHAR,1.367,N#C[C@]1(C=C1c1ccccc1)[N+](=O)[O-]
TANPUT,1.5174,O=C1NC(=O)[C@H](C1)c1cccc(c1)[N+](=O)[O-]
TAPPIK,1.3336,CN(c1ccc(cc1)Oc1ccc(cc1)[N+](=O)[O-])C
TAPQAD,1.4363,N#Cc1ccc(cc1)Oc1ccc(cc1)[N+](=O)[O-]
TATNBZ,1.9374,Nc1c([N+](=O)[O-])c(N)c(c(c1[N+](=O)[O-])N)[N+](=O)[O-]
TAWLUZ01,1.3922,[O-][N+](=O)c1ccc(cc1)n1c2ccccc2c2c1cccc2
TAXDUU,1.609,[O-][N+](=O)OCc1onc(c1)c1noc(c1)CO[N+](=O)[O-]
TAXSER,1.4942,CCC/C(=N\Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])/[N+](=O)[O-]
TAYHUX,1.8676,[O-][N+](=O)c1cc([N+](=O)[O-])c2c(c1)[N+]1=c3nc(cc(c3=N[N+]1=N2)[N+](=O)[O-])[N+](=O)[O-]
TAYVUN,1.4974,[O-][N+](=O)c1ccc2c(c1)oc1c(n2)c2ccccc2c(=O)c1C
TAZVAS,1.3526,[O-][N+](=O)c1ccc(cc1)/C=N/c1cccc2c1cccc2
TEBCAE,1.6255,[O-][N+](=O)[C@]12[C@@H]3[C@@H]4[C@H]1[C@@H]1[C@@]5([C@H]2C[C@H]3[C@@]5([C@H]4C1)[N+](=O)[O-])[N+](=O)[O-]
TEBHAJ,1.5282,[O-][N+](=O)c1cc(cc2c1cccc2)[N+](=O)[O-]
TECQUN,1.4258,COC(=O)/C(=C(/[N+](=O)[O-])\C)/NC(=O)c1ccccc1
TECSAX,1.408,CC/[NH+]=C/1\C=C([N+](=O)[O-])C(=C[N+]1=O)C
TECSEB,1.3914,CC/[NH+]=C\1/[N+](=O)C=CC(=C1C)[N+](=O)[O-]
TEDYAC,1.3137,N#C/C(=C\c1ccccc1)/c1cc(C)nc(c1[N+](=O)[O-])C
TEDYOT,1.9896,[O-][N+](=O)/N=c/1\[nH]nc(o1)c1n[nH]/c(=N\[N+](=O)[O-])/o1
TEFVEG,1.4244,N#CC1=C(N)Oc2c([C@@H]1c1cccc(c1)[N+](=O)[O-])c(=O)oc(c2)C
TEHGUI,1.379,Cc1ccc(c(c1)[N+](=O)[O-])N
TEHKIC,1.5003,COc1ccc(c(c1)O)/C=N/c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
TEJSUX,1.4625,COc1cc2CCN[C@@H](c2c(c1OC)[N+](=O)[O-])O
TELWIQ,1.3586,O=C1NCCCC/C/1=N\OCc1ccc(cc1)[N+](=O)[O-]
TENZOD,1.868,Nn1nc(c(n1)[N+](=O)[O-])[N+](=O)[O-]
TENZUJ,1.9185,[O-][N+](=O)Nc1n[nH]nc1[N+](=O)[O-]
TEQZEU,1.3308,[O-][N+](=O)c1ccc(cc1)c1nn(c2c1c(N)ncn2)C(C)(C)C
TETZIB,1.4837,[O-][N+](=O)c1ccc2c(c1)/C(=N\c1ccccc1)/c1c2c(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
TEVDOQ,1.8527,[O-][N+](=O)c1nonc1c1no[n+](=O)/c/1=C\1/[N-]ON=C1N
TEVHEH01,1.79,[O-][N+](=O)c1[nH]cc(n1)[N+](=O)[O-]
TEWJOU,1.6125,[O-][N+](=O)c1c(N2CCCCC2)c([N+](=O)[O-])c(c(c1N)[N+](=O)[O-])N
TEWJUA,1.6036,CC(Nc1c([N+](=O)[O-])c(N)c(c(c1[N+](=O)[O-])N)[N+](=O)[O-])C
TEYHIO,1.4416,COC(=O)Nc1ccc(cc1/C(=C(/C(=O)OC)\C#N)/C(=O)OC)[N+](=O)[O-]
TIBGET,1.5154,[O-][N+](=O)c1ccc2c(c1)[C@]1(OCc3c(N1)cccc3)C(=O)N2
TIBKIY,1.4074,COC(=O)Cc1oc2c(c1N1CCOCC1)cc(cc2)[N+](=O)[O-]
TIBKOE,1.411,COC(=O)C1=Cc2cc(ccc2O[C@@H]1N1CCOCC1)[N+](=O)[O-]
TIBMIA01,1.888,[O-][N+](=O)C1=C(N)[N+](=O)C(=[NH2+])C(=C1)[N+](=O)[O-]
TIBMOG,1.8762,[O-][N+](=O)C1=C(N)[N+](=O)C(=C(C1=[NH2+])[N+](=O)[O-])N
TIBMUM,1.8192,Nc1c([N+](=O)[O-])c(N)nc(c1[N+](=O)[O-])N
TICSAZ,1.5047,OC[C@H]1O[C@H](C[C@@H]1[N+](=O)[O-])n1cc(C)c(=O)[nH]c1=O
TICTOO,1.4148,Cc1cc(cc2c1c1c(C)cc(cc1COC2)[N+](=O)[O-])[N+](=O)[O-]
TICYOT,1.8871,Oc1c([N+](=O)[O-])c(O)c(c(c1[N+](=O)[O-])O)[N+](=O)[O-]
TIFWOX,1.368,O=C(c1ccccc1N)/C=C/c1ccc(cc1)[N+](=O)[O-]
TIHBES01,1.4212,[O-][N+](=O)c1ccc(o1)/C=N/c1c(C)n(n(c1=O)c1ccccc1)C
TIJKEC,1.5627,[O-][N+](=O)[N-]CC[NH3+]
TIJLIH,1.592,Oc1ccc(cc1n1cnnn1)[N+](=O)[O-]
TIJPEI,1.582,[O-][N+](=O)c1ccc2c(c1)[n-][n+]1c(c2=O)cccc1
TIJROU,1.4429,CC(=O)C(=NNc1ccccc1[N+](=O)[O-])C(=O)C
TIMKIL,1.381,CN1N=C([C@@H]2C[C@@]1(O)CCC2)c1cccc(c1)[N+](=O)[O-]
TIMZAQ01,1.43,O=C(c1ccncc1)N/N=C/c1ccccc1[N+](=O)[O-]
TINXIY,1.479,COC(=O)c1cc(=O)n2c(c1[N+](=O)[O-])N(C)CC2
TISJUB,1.7013,[O-][N+](=C1C=C[N+](=O)C(=C1)C(=O)O)[O-]
TITKUC,1.2427,[O-][N+](=O)/C(=C/C=C/N1CCCC1)/C
TIVMER,1.4728,N#Cc1ccc(cc1)NC(=O)Nc1ccc(cc1)[N+](=O)[O-]
TIVMUH,1.3818,O=C(Nc1cccc(c1)C)Nc1ccc(cc1)[N+](=O)[O-]
TIVPUK,1.3768,O=C(Nc1ccc(cc1)[N+](=O)[O-])Nc1ccc(cc1)N(C)C
TIVQEV,1.3937,O=C(Nc1ccc(cc1)C)Nc1ccc(cc1)[N+](=O)[O-]
TIXPEV,1.3826,O/N=C(\n1nc(cc1N)C)/c1cccc(c1)[N+](=O)[O-]
TIXQUM,1.3733,[O-][N+](=O)c1ccc(c(c1)N)C
TMANIA10,1.355,[O-][N+](=O)[N-][N+](C)(C)C
TNBENZ10,1.6763,[O-][N+](=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
TNFLUO,1.6646,O=C1c2cc(ccc2c2c1cc(cc2[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
TNIOAN,1.7734,[O-][N+](=O)c1cc([N+](=O)[O-])c(c(c1)[N+](=O)[O-])N
TNITAN,1.8607,[O-][N+](=O)c1cc([N+](=O)[O-])c(c(c1N)[N+](=O)[O-])[N+](=O)[O-]
TNOXYL,1.6342,[O-][N+](=O)c1cc([N+](=O)[O-])c(c(c1C)[N+](=O)[O-])C
TNPHNT,1.5581,CCOc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
TOHXAP01,1.3322,Nc1ccccc1C#Cc1ccccc1[N+](=O)[O-]
TOMMUE,1.3133,COC1=CC(=O)N[C@@H]1[C@@H](c1ccccc1)C[N+](=O)[O-]
TONFUX,1.4112,[O-][N+](=O)c1cc(ccc1N1CCCCC1)[N+](=O)[O-]
TOQMUH01,1.625,[O-][N+](=O)/N=c/1\cccc[nH]1
TOTWOQ,1.4699,[O-][N+](=O)c1cc2cccc3c2c(c1)c(=O)n(c3=O)Cc1ccccn1
TOYYAH,1.4139,Cc1ccnc(c1)Cc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
TOYYEL,1.3849,[O-][N+](=O)c1cc(ccc1[C@@H](c1ccccn1)C)[N+](=O)[O-]
TOYYIP,1.384,Cc1ccnc(c1)c1nccc(c1)Cc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
TUBFEB,1.1997,O=CN[C@H]([C@@H](c1ccccc1)O[C@@H](C[N+](=O)[O-])CC)C
TUBYIY01,1.698,OCC([N+](=O)[O-])([N+](=O)[O-])CO
TUFKIQ,1.4543,O=C1N[C@@H](c2ccccc2)C(=C(N1)c1ccccc1O)[N+](=O)[O-]
TUJRUN,1.3856,CN1C(=O)C(C(=O)N(C1=O)C)[C@H](c1ccccc1)C[N+](=O)[O-]
TUJVUR,1.4079,CC(=O)c1cc(c2ccc(cc2)[N+](=O)[O-])c(=O)n(n1)c1ccccc1
TUMTIE,1.4589,CC(=O)OCc1ccc(c(c1)NC(=O)C)[N+](=O)[O-]
TUNPIC,1.3662,CN1CCN(CC1)c1ccc(c(c1)N)[N+](=O)[O-]
TUNWAB,1.2799,[O-][N+](=O)c1ccccc1NN=C1CCCCC1
TUQCOX01,1.3057,[O-][N+](=O)/C(=C/c1cncn1Cc1ccccc1)/c1ccccc1
TUQHET,1.5318,CNc1ccc(cc1C(=O)O)[N+](=O)[O-]
TUSYAJ,1.5401,[O-][N+](=O)[C@]1(C)N=NC[C@H]1[C@H]1CN=N[C@]1(C)[N+](=O)[O-]
TUSZOX,1.4086,OC[C@H](Cn1nnc(c1)CNc1cccc(c1)[N+](=O)[O-])O
TUVMEE02,1.4215,OCCCNc1cc(NCCCO)c(cc1[N+](=O)[O-])[N+](=O)[O-]
UBATOI,1.2282,OC[C@]1(CN(C[C@H]1c1ccc(cc1)C)C)[N+](=O)[O-]
UFEDOY,1.5224,[O-][N+](=O)c1ccc(c2c1non2)N1CCCC1
UFEDUE,1.4751,[O-][N+](=O)c1ccc(c2c1non2)N1CCCCC1
UFEFAM,1.4436,[O-][N+](=O)c1ccc(c2c1non2)N1CCCCCC1
UFUXOI,1.9001,[O-][N+](=O)c1[nH]nc(c1N)[N+](=O)[O-]
UGUGIM,1.8614,[O-][N+](=O)N1CN([C@H]2[C@@H]1N(CN2[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
UGUHEJ,1.4249,CC(=O)Nc1cccc(c1)[N+](=O)[O-]
UHATON,1.5648,O/N=C/1\N[C@H]([N+](=O)C1=[NH2+])c1ccccc1[N+](=O)[O-]
UHIPOS,1.4875,O=C1Nc2c([C@@]1(O)Cc1onc(c1[N+](=O)[O-])C)cccc2
UHOPIQ,1.3372,COc1ccc(cc1)N(c1ccc(cc1)[N+](=O)[O-])C(=O)C
UHOQUE,1.3186,O=CNC(C([N+](=O)[O-])(C)C)(C)C
UHURAS,1.4866,[O-][N+](=O)c1ccc(cc1)[C@@H]1O[C@@H]1c1ccc(cc1)[N+](=O)[O-]
UHUREW,1.4735,COc1ccc(c(c1)[C@H]1O[C@@H]1c1cc(OC)ccc1[N+](=O)[O-])[N+](=O)[O-]
UJEMEB,1.6232,NC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
UJUDOU,1.4105,COc1cc(ccc1O)[C@@H]1NN=C(C1)c1cccc(c1)[N+](=O)[O-]
ULECOF,1.3448,COC1=C(C)C(=O)N([C@H]([C@@]1(C)O)c1ccc(cc1)[N+](=O)[O-])C
UNOWEB,1.3138,N#Cc1cn2c(c1c1ccccc1[N+](=O)[O-])c1ccccc1CC2
UNOWOK,1.3304,[O-][N+](=O)c1ccc(cc1)CN1CCOCC1
UNUHIV,1.3793,COc1ccccc1/C=N/NC(=O)c1ccc(cc1)[N+](=O)[O-]
UNUJUJ,1.4925,CCNC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
UPAJIF,1.4544,[O-][N+](=O)c1cccc2c1nccc2
UQACAR,1.467,COC(=O)/C(=N\Nc1ccc(cc1)[N+](=O)[O-])/C
UQACEV,1.522,COC(=O)c1cc2c([nH]1)ccc(c2)[N+](=O)[O-]
URAXAO,1.3673,O=C1CCCCN1c1ccc(cc1)[N+](=O)[O-]
UREDOL,1.4729,COc1c(/C=N/Nc2ccc(cc2[N+](=O)[O-])[N+](=O)[O-])cccc1OC
UREJAD,1.5357,[O-][N+](=O)c1cnccc1c1ccncc1[N+](=O)[O-]
UREXOF,1.5255,COc1ccc2c(c1)[C@@H](C[N+](=O)[O-])C(=C(O2)NC)[N+](=O)[O-]
URICOP,1.4188,[O-][N+](=O)c1ccc(cc1)c1nccc(n1)c1ccccc1
UTOHUH,1.4215,O=Cc1cc(ccc1N1CCOCC1)[N+](=O)[O-]
UVILAO,1.8353,Nn1nc(c2c1c(nn2N)[N+](=O)[O-])[N+](=O)[O-]
UWUGEA,1.5049,[O-][N+](=O)C1=C2NCCCN2[C@@H]2C(=C1)C(=O)c1ccccc1O2
UXUHUS,1.3888,N#CC1=C(N)OC2=C([C@H]1c1ccc(cc1)[N+](=O)[O-])C(=O)CCC2
UZEVUS,1.7949,[O-][N+](=O)C(=C1N[C@@H]2[C@H](N1)OCCO2)[N+](=O)[O-]
UZEWAZ,1.7815,[O-][N+](=O)N1[C@H]2OCCO[C@H]2N=C1C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
UZEWED,1.7183,[O-][N+](=O)N1CCCN=C1C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
UZEWIH,1.6209,CC(=O)O[C@H]1N=C(N([C@@H]1OC(=O)C)[N+](=O)[O-])C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
UZEWON,1.6678,C[C@H]1CN(C(=N1)C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
UZEWUT,1.594,[O-][N+](=O)N1[C@@H]2CCCC[C@H]2N=C1C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
UZEXAA,1.6,[O-][N+](=O)N1[C@@H]2CCCC[C@@H]2N=C1C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
VABWOK,1.3332,[O-][N+](=O)/N=C\1/C(=N\[N+](=O)[O-])/[C@@]2(C([C@H]1CC2)(C)C)C
VABYEE,1.4475,Oc1ccc(cc1)/C=N/NC(=O)c1ccc(cc1)[N+](=O)[O-]
VACRAT,1.5349,Cc1cc/c(=N\[N+](=O)[O-])/n(c1)O
VACROG,1.5808,[O-][N+](=O)c1nn(cn1)CC(=O)NCCO
VADZEF,1.4613,O[C@H]1CCCC[C@@H]1OC(=O)c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
VAGTED,1.4225,[O-][N+](=O)/N=C(/NCC)\N
VAJXOW,1.4748,COC(=O)/C(=C/c1ccccc1[N+](=O)[O-])/Cn1cnnn1
VAMBET,1.4835,[O-][N+](=O)c1ccc(cc1)/C=C/1\CCn2c1nc1ncccc1c2=O
VAPMAA,1.4735,CO[C@]1(C)C=CC(=O)[C@H]1OC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
VAXLAJ,1.4448,O=C(OC(C)(C)C)Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
VAZCAC01,1.8548,[O-][N+](=O)c1nn(c(n1)[N+](=O)[O-])N
VAZMEP,1.5116,[O-][N+](=O)c1ccnc2c1[nH]cn2
VEDYEL,1.2817,CCOc1ccc(cc1)/C=N/N=C(/c1ccc(cc1)[N+](=O)[O-])\C
VEGGUJ,1.9311,[O-][N+](=O)N1CN([N+](=O)[O-])C(=O)N(C1)[N+](=O)[O-]
VEGHEU,1.8385,O=C1CN(C(=O)CN1[N+](=O)[O-])[N+](=O)[O-]
VEGLUP,1.4484,COC(=O)C1=C(C)N(C(=O)N[C@@H]1c1cccc(c1)[N+](=O)[O-])C
VEKNUV,1.4219,N=C1OC2(CCCC2)Nc2c1cc(cc2)[N+](=O)[O-]
VELKIH,1.3403,O=C(/C(=N\c1ccc(cc1)[N+](=O)[O-])/c1ccccc1)c1ccccc1
VELQEK,1.3748,[O-][N+](=O)c1ccccc1c1nc2ccccc2c(n1)c1ccccc1
VELTIQ,1.5313,O=C(c1ccccc1[N+](=O)[O-])OC(=O)c1ccccc1[N+](=O)[O-]
VENKOP,1.329,COc1ccc(cc1)/N=C/C=C/c1ccccc1[N+](=O)[O-]
VENLOQ,1.5787,O=C(C(=O)Nc1ccc(cc1)[N+](=O)[O-])Nc1ccc(cc1)[N+](=O)[O-]
VETMUD,1.391,[O-][N+](=O)c1cc(OCc2ccccc2)ccc1N
VEVLEP,1.1358,[O-][N+](=O)c1ccc(cc1)NCNc1ccc(cc1)[N+](=O)[O-]
VEWMES,1.3159,N#CC(=C1OC(C(=C1C#N)/C=C/c1ccc(cc1)[N+](=O)[O-])(C)C)C#N
VEXFEJ,1.5967,CCOC(=O)c1cc(cc2c1c1c(C2=O)cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
VIFBAN,1.5382,O=C(c1cccc(c1)[N+](=O)[O-])OC(=O)c1cccc(c1)[N+](=O)[O-]
VIFSAF,1.4429,[O-][N+](=O)c1ccc2c(c1)nc([nH]2)C
VIGPIN,1.5273,N#C[C@@H]1O[C@H]2[C@@H]([C@@H]1C[N+](=O)[O-])C[C@](CO2)(C)[N+](=O)[O-]
VIGPOT,1.3722,CO[C@@H]1O[C@H]2[C@@H]([C@@H]1C[N+](=O)[O-])C[C@](CO2)(C)[N+](=O)[O-]
VIHGAU,1.5348,CN(c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])c1ccccc1
VIKVUG,1.2289,N#CC1([N+](=O)[O-])C(C1(C)C)(C)C
VIKWAN,1.2939,[O-][N+](=O)C1(C(=O)N)C(C1(C)C)(C)C
VIKWER,1.2874,C[C@@H]1[C@@H]([C@@]1([N+](=O)[O-])[C@]1([N+](=O)[O-])[C@H]([C@H]1C)C)C
VIKYOD,1.5219,[O-][N+](=O)[C@@H]1[C@H]2[C@@H]3[C@@H]4C[C@H]2[C@@H]2[C@H]1[C@H]([C@H]3[N+](=O)[O-])[C@H]42
VIKYUJ,1.7288,[O-][N+](=O)C1([N+](=O)[O-])[C@@H]2[C@@H]3[C@@H]4[C@H]1[C@@H]1C([C@H]2[C@H](C3)[C@H]41)([N+](=O)[O-])[N+](=O)[O-]
VILQEP,1.476,N#CCN1[C@@H](c2ccccc2)C(=C(C1=O)O)C(=O)c1cccc(c1)[N+](=O)[O-]
VIMFUV,1.5415,[O-][N+](=O)c1c(ccc2c1non2)Nc1ccc(cc1)C(=O)C
VINCOK,1.5465,[O-][N+](=O)c1cc(cc(c1Nc1cccc2c1cccc2)[N+](=O)[O-])[N+](=O)[O-]
VINDAX,1.5409,COc1ccc(cc1)Nc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
VINMAG,1.3789,COc1ccc(cc1)/N=N/c1cccc2c1c(ccc2)[N+](=O)[O-]
VIPVEX,1.3977,C=CCn1cc2c(n1)c(ccc2)[N+](=O)[O-]
VIQWOI,1.239,[O-][N+](=O)c1ccc(cc1)/N=C\1/C(=O)[C@@]2(C([C@H]1CC2)(C)C)C
VIQWUO,1.2542,[O-][N+](=O)c1cccc(c1)/N=C\1/C(=O)[C@@]2(C([C@H]1CC2)(C)C)C
VIRHAF,1.271,[O-][N+](=O)/C(=C/c1c(c2ccccc2)n(c2c1cccc2)C)/C
VIRHEJ,1.312,[O-][N+](=O)/C=C/c1c(c2ccccc2)n(c2c1cccc2)C
VIRWIC,1.4769,[O-][N+](=O)O[C@@H]1C[C@@H]2[C@@]3([C@@]1(CCC3)CC2)O[N+](=O)[O-]
VIWTAW,1.3647,N#Cc1ccc(cc1)[C@@]1(CO[C@H](OC1)c1ccccc1)[N+](=O)[O-]
VIZMAU,1.3768,CN(C1=N/C(=N\c2ccccc2[N+](=O)[O-])/c2c1cccc2)C
VOCHUR,1.5604,[O-][N+](=O)C(=c1nc([nH]c(=O)[nH]1)N1CCCCC1)[N+](=O)[O-]
VOFBID,1.4563,Oc1ccc(cc1)NC(=O)c1ccccc1[N+](=O)[O-]
VOFDIF,1.3948,O=C(Nc1ccc(cc1)[N+](=O)[O-])NCCc1ccc(cc1)O
VOFDOL,1.5079,O=C(Nc1ccc(cc1)O)Nc1ccc(cc1)[N+](=O)[O-]
VOHZOI,1.5897,[O-][N+](=O)c1cc(ccc1N/N=C(/c1ccccc1)\[N+](=O)[O-])[N+](=O)[O-]
VOKKUB,1.5046,COC(=O)[C@]1([N+](=O)[O-])[C@@H]2CCC[C@H]1[C@H]2[N+](=O)[O-]
VOPZAB,1.4212,[O-][N+](=O)c1c(C)cc2n1cccc2
VOPZEF,1.415,[O-][N+](=O)c1c(C)cc2n1cccc2C
VOPZIJ,1.4393,[O-][N+](=O)c1c(C)cn2c1cccc2
VOPZOP,1.3741,Cc1cccn2c1c([N+](=O)[O-])c(c2)C
VOQJER,1.3611,CCc1ccc(cc1N)[N+](=O)[O-]
VOQQAU,1.5187,CC([N+](=O)[O-])([N+](=O)[O-])COCOCC([N+](=O)[O-])([N+](=O)[O-])C
VOVHAR,1.4477,N=c1oc2ccccc2cc1c1ccc(cc1)[N+](=O)[O-]
VOXPIH,1.4263,Oc1ccccc1/C=N/c1cccc(c1)[N+](=O)[O-]
VOZHAT10,1.4895,[O-][N+](=O)c1ccccc1[N-][N+](=O)C([N+](=O)[O-])(C)C
VUBZUN,1.6617,[O-][N+](=O)OC1CN(C1)[N+](=O)[O-]
