ID,DetoD(m/s),smiles
WOGPAJ,5854,Oc1nn(c(c1)C)c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
WOGVIY,4401,COc1ccc(cc1OC)/N=C/c1ccc(cc1)[N+](=O)[O-]
WOJJUC01,3967,[O-][N+](=O)c1ccccc1/C=N/N(c1ccccc1)c1ccccc1
WOKSIY,4344,CN(c1ccc(cc1)/N=N/c1ccc(c(c1)[N+](=O)[O-])C)C
WOQXOR,5838,O/N=C/c1ccc(c(c1)[N+](=O)[O-])O
WOTVAC,3859,CCCCCCOC(=O)Nc1ccc(cc1)[N+](=O)[O-]
WOVXOU,4984,[O-][N+](=O)c1ncn(c1)c1ccccc1
WOVXUA,4880,[O-][N+](=O)c1ncn(c1)c1ncn(c1)c1ccccc1
WUBJAG,8231,[O-][N+](=O)C1([N+](=O)[O-])[C@H]2C[C@H]3[C@H]([C@@H]1C[C@@H]([C@H]2O[N+](=O)[O-])C3([N+](=O)[O-])[N+](=O)[O-])O[N+](=O)[O-]
WUKZIL,5706,CN(c1ccncc1)[N+](=O)[O-]
WUMHES,4613,O=CN1C[C@@H]2[C@]([C@@H]1C(C)C)(C2)[N+](=O)[O-]
WUPMAW,4617,O=C(c1onc2c1cc(cc2)[N+](=O)[O-])c1ccccc1
WUVWAL01,4583,Oc1ccccc1/C=N/Nc1ccc(cc1)[N+](=O)[O-]
WUVXIU,5110,[O-][N+](=O)c1ccc2c(c1)OC[C@H]1N2CCO1
WUXHAY,5204,[O-][N+](=O)c1cc(ccc1N/N=C/c1ccccc1)[N+](=O)[O-]
WUXJOO,5937,COc1ccc(cc1[N+](=O)[O-])/C=C(\c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])/[N+](=O)[O-]
XAHMIE01,9098,[O-][N+](=O)N1CN([N+](=O)[O-])c2c(N(C1)[N+](=O)[O-])non2
XAHZIS,6198,[O-][N+](=O)c1cc(cc(c1[C@@H]1O[C@H]1c1cccc(c1)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
XAKMAY,5656,CN(CCNc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])C
XALNEF,4254,CCOC(=O)C1=CC[C@H]2[C@@H]1C(=O)N(C2=O)c1ccccc1[N+](=O)[O-]
XALQEJ,4312,COc1cc2c(cc1OC)c(=O)ccn2c1ccc(cc1)[N+](=O)[O-]
XANLAC,4237,[O-][N+](=O)c1ccc(cc1)c1cnc2c(n1)cccc2
XARXUM,4799,COC(=O)C(C(=O)OC)Nc1ccc(cc1)[N+](=O)[O-]
XARYIY,6289,O=[N+]1O[N-]C2=C1[C@@H]1[C@@H]3CC[C@H]([C@@]1(C=C2[N+](=O)[O-])[N+](=O)[O-])C=C3
XARYOE,5775,[O-][N+]1=C2[C@@H]([C@H]3[C@@H](O1)C=CC3)C1=C([C@]3([C@@H]2[C@@H]2C=C[C@H]3C2)[N+](=O)[O-])[N-]O[N+]1=O
XATFIJ,4937,C=C=C1CCCC[C@H]1OC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
XATHOR,3861,[O-][N+](=O)c1ccc2c(c1)nc1n2C(=CC(C1)(C)C)C
XATZUO,4372,O=C(c1ccccc1)N/N=C/c1ccc(cc1)[N+](=O)[O-]
XAVMOW,5818,ONC(=O)c1ccc(cc1)[N+](=O)[O-]
XAVPEQ,5496,[O-][N+](=O)c1cc(ccc1N/N=C/c1ccccn1)[N+](=O)[O-]
XAXRIX,4447,C#CCN(c1ccc(cc1)C)Cc1ccc(o1)[N+](=O)[O-]
XAYKEO,3999,Cc1ccc(n1c1ccc(cc1)[N+](=O)[O-])C
XAZFIO,4181,O=C1CO[C@@]2([C@@]1(C)CCC2)Nc1ccc(cc1)[N+](=O)[O-]
XAZQAR,4609,[O-][N+](=O)c1ccc2c(c1)NCCC2
XEBHET,6780,CC([N-][N+](=O)c1nonc1N[N+](=O)[O-])(C)C
XEBKEW,5685,Cc1cccc(c1)C(=O)Oc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
XEDTAC,4683,CC[C@H]([C@H]1NC(=C(N([C@@H]1OC)CC)C#N)C#N)[N+](=O)[O-]
XEKLOR,5076,[O-][N+](=O)c1ccccc1CN1CN1Cc1ccccc1[N+](=O)[O-]
XEKWIW,5178,O=C=Nc1ccc(cc1)[N+](=O)[O-]
XENCAV,5879,C/C=N/Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
XENGAZ,4122,COc1ccccc1/N=C/C=C/c1ccccc1[N+](=O)[O-]
XENJOQ,4443,CC1=C(C(=O)C)[C@H](C(=C(N1)C)C(=O)C)c1ccc(o1)[N+](=O)[O-]
XERGUW,4522,O=C1[C@@H]2[C@@H]([C@@H]2[N+](=O)[O-])C(=O)N1Cc1ccccc1
XETJIR,6197,COc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])n1nncc1
XETJOX,6312,COc1cc(n2nncc2)c(cc1[N+](=O)[O-])[N+](=O)[O-]
XETJUD,6154,COc1ccc(c(c1[N+](=O)[O-])n1nncc1)[N+](=O)[O-]
XETKAK,6029,[O-][N+](=O)c1cc(ccc1[N+](=O)[O-])Cn1nncc1
XETKIS,6004,[O-][N+](=O)c1cc(ccc1Cn1nncc1)[N+](=O)[O-]
XETYUS,4869,CCc1nn(c(n1)N)c1ccccc1[N+](=O)[O-]
XEXYII,7578,CO[C@@H]1N([N+](=O)[O-])[C@H](OC)N([C@@H](N1[N+](=O)[O-])OC)[N+](=O)[O-]
XEXYOO,7529,CO[C@@H]1N([N+](=O)[O-])[C@H](OC)N([C@H](N1[N+](=O)[O-])OC)[N+](=O)[O-]
XICKUQ,5645,Cc1ccc(cc1)/C=N/Nc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
XICLAX,4482,NC(=O)[C@@H]1CCCN1c1ccc(cc1)[N+](=O)[O-]
XIDGIB,5382,CON([C@H]1CCCC[C@H]1N(C=O)OC)/C=C/[N+](=O)[O-]
XIDKAX,4205,COc1cccc2n1cc(c2)c1ccc(cc1)[N+](=O)[O-]
XIDKIF,3843,CC(Oc1cccc2n1cc(c2)c1ccc(cc1)[N+](=O)[O-])C
XIDPEF,4468,CC(=O)N1CCc2c1ccc(c2)[N+](=O)[O-]
XIDXEQ,6503,[O-][N+](=O)C1=[N+](C)C=N/C/1=C\[N+]#N
XIFFEX,4813,[O-][N+](=O)c1nn(C)c(=O)c2c1N(CCCO2)Cc1ccccc1
XIKXUM,3993,[O-][N+](=O)/C(=C\c1nc2c(n1C)cccc2)/c1ccccc1
XINFAE,4796,CC1=NN(C(=O)/C/1=N\Nc1ccc(cc1O)[N+](=O)[O-])c1ccccc1
XIQYAY,4162,N#Cc1c(cc(c(c1N)[N+](=O)[O-])c1ccccc1)c1ccco1
XIRQUM,5070,COC(=O)[C@H]1[C@@H](ON=C1c1ccc(cc1)[N+](=O)[O-])C(=O)OC
XISKAM,5318,[O-][N+](=O)c1ccc(cc1)OCn1ncnc1
XIVJES,4557,COC(=O)C1=C(C)NC(=O)N[C@@H]1c1cccc(c1)[N+](=O)[O-]
XIWHOA,3730,CCCN(c1ccc(cc1)[N+](=O)[O-])CCC
XIXKUK,4985,C[C@@H]1CCC[C@@H](N1c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])C
XIZSAD,5019,C/C(=N/Nc1n(C)nc(c1[N+](=O)[O-])C)/c1ccccn1
XOJMIT01,4820,[O-][N+](=O)c1ccc(cc1)N/N=C/c1ccc[nH]1
XOKKOY,4469,COc1ccc(c(c1)O)/C=N/c1cccc(c1)[N+](=O)[O-]
XOLRUN,3700,[O-][N+](=O)c1ccc(cc1)[C@@H]1Nc2ccccc2c2n1c1ccccc1n2
XOYYOA,4917,[O-][N+](=O)c1ccc2c(c1)nn(c2C)C
XOZZAP,4602,[O-][N+](=O)c1ccc(cc1)CO/N=C/c1ccccn1
XUBRES,4724,CC(=O)Nc1ccc(c(c1)[N+](=O)[O-])OC(=O)C
XUCJEM,6043,[O-][N+](=O)c1cn(cn1)C
XUGNIW,4708,COc1ccc(cc1)/N=N/c1ccc(cc1)[N+](=O)[O-]
XUMRIH,4940,C/C(=N\Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])/Cc1ccccc1
XUMRON,4970,[O-][N+](=O)c1cc(ccc1N/N=C/[C@H](c1ccccc1)C)[N+](=O)[O-]
XUMRUT,4948,Cc1ccc(cc1)C/C=N/Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
XUWCEX,4743,[O-][N+](=O)c1ccc(cc1)/C=C/c1ccc(cc1)[N+](=O)[O-]
YACLOD,6380,[O-][N+](=O)c1cc([N+](=O)[O-])c2c(c1n1c(=O)oc3c1cccc3)[N+](=O)O[N-]2
YAGTIL,4583,COc1ccc(c(c1)O)/C=N/NC(=O)c1cccc(c1)[N+](=O)[O-]
YAHDIW,4004,[O-][N+](=O)c1cccc(c1)NCc1ccccc1
YAHJOH,6961,[O-][N+](=O)c1ccc(c(c1[N+](=O)[O-])[N+](=O)[O-])C
YAHJUN,5546,CC(=O)Nc1ccc(c(c1[N+](=O)[O-])C)[N+](=O)[O-]
YAHQUV,4429,Cc1ccc(cc1)Oc1ccc(cn1)[N+](=O)[O-]
YAHREG,4086,[O-][N+](=O)c1ccc(nc1)Oc1ccc2c(c1)cccc2
YALQEK,6944,Cn1nc(c(n1)[N+](=O)[O-])N
YATCOL,5371,O=C(c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-])O[C@@]1(C)C=C[C@@H]2O[C@H]1OC2
YAWCEG01,4839,N#CC(=Cc1ccc(cc1)[N+](=O)[O-])C#N
YAWHUB,4218,COc1ccc(cc1)NCc1ccc(cc1)[N+](=O)[O-]
YAYCIM,4817,[O-][N+](=O)c1ccc(cc1)N1CCOCC1
YAYDIN,4926,C#CCn1c(=O)[nH]c2c1ccc(c2)[N+](=O)[O-]
YEFFAR,5300,COc1ccc(cc1)/C=N/Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
YEFNON,4287,O=C(Cn1cc(nc1C)[N+](=O)[O-])N/N=C(/c1ccc(cc1)C)\C
YEJCOH,4922,COC(=O)c1ccc(c(c1)[N+](=O)[O-])NC
YEJNAC01,4852,Oc1ccc(cc1)/N=N/c1ccccc1[N+](=O)[O-]
YEJVIU,5663,N#[N+][N-][C@@H]1O[C@@H]([C@@H]2[C@H]1OC(O2)(C)C)[C@@H](C[N+](=O)[O-])O
YEKQAG01,8369,[O-][N+](=O)C1=C(N)[N+](=O)C(=[NH2+])C(=N1)[N+](=O)[O-]
YELPUD,4980,CCOC(=O)C(=O)c1cnoc1c1ccc(cc1)[N+](=O)[O-]
YELQAK,4894,CCOC(=O)c1oncc1C(=O)c1ccc(cc1)[N+](=O)[O-]
YELQEO,4930,CCOC(=O)c1nocc1C(=O)c1ccc(cc1)[N+](=O)[O-]
YEYMAR,5517,O/N=C(/c1ccc(cc1)[N+](=O)[O-])\N
YIBZUF,4145,Cc1ccc(c(c1)/C=N/c1ccc(cc1)[N+](=O)[O-])O
YICNAA,5424,[O-][N+](=O)c1ccc(cc1)n1nnnc1n1nnc2c1cccc2
YIDLEC01,6107,[O-][N+](=O)/C=C/c1ccc(c(c1)[N+](=O)[O-])O
YIDPIM,5247,O=Cc1ccccc1[N+]1=Nc2c([N+]1=O)cc(cc2)[N+](=O)[O-]
YIFMIK,5174,COc1c(cc(cc1[N+](=O)[O-])C(C)(C)C)[N+](=O)[O-]
YIFRAH,3699,[O-][N+](=O)c1ccccc1/C=C/C=N/c1cccc2c1cccc2
YIJPIQ,5112,OC[C@H]1O[C@@H](Nc2ccc(cc2)[N+](=O)[O-])[C@@H]([C@H]([C@H]1O)O)O
YIKBUP,7840,O[C@@H]1[C@@H](O)OCC1([N+](=O)[O-])[N+](=O)[O-]
YIKCIE,5039,COc1ccc(cc1)N(c1c([N+](=O)[O-])c(C)nc2n1ncn2)C
YIKCIH,4165,Oc1ccc(cc1/C=N/c1ccccc1C)[N+](=O)[O-]
YILNOY,7334,[O-][N+](=O)C1=CNc2n([C@@H]1O)nnn2
YILPEQ,5653,[O-][N+](=O)c1cnc(nc1)N1CCOCC1
YIMPOB,5014,[O-][N+](=O)C1=C/C(=C/NC[C@@H](CO)O)/C(=O)C=C1
YIMWOI,4515,N#CC(=Cc1ccc(o1)c1cccc(c1)[N+](=O)[O-])C#N
YIQZAA,4974,[O-][N+](=O)/N=C/1\NCCN1Cc1cccc(c1OC)OC
YIRSIC,4485,O=C1C=CC(=C/C/1=C/Nc1ccccc1O)[N+](=O)[O-]
YISYOO,4362,N#CC1=C(N)C(=C(C[C@@H]1c1ccccc1[N+](=O)[O-])C1CC1)C#N
YITJUG,4280,CCOC(=O)C1=C(C)NC(=O)/C/1=C\c1ccc(cc1)[N+](=O)[O-]
YIXNUP,4961,[O-][N+](=O)c1cc2c(cc1)ncn2C
YODFUT01,4178,CCCNc1ccc(cc1[N+](=O)[O-])C(=O)OCC
YODHUV,6111,CN1CN/C(=N\[N+](=O)[O-])/N(C1)C
YODMOT,7388,O=[N+]1COCC(/C/1=[O+]\C(=O)C)([N+](=O)[O-])[N+](=O)[O-]
YOHLIS,4664,CC(=O)/C(=C/c1ccccc1)/COc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
YOKJOY,6295,Cc1nn(c(c1)C)c1nnc(nn1)Nc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
YOPREA,5514,O=c1oc(=O)c2c([nH]1)c(ccc2)[N+](=O)[O-]
YORYEJ,6908,O=CNCC([N+](=O)[O-])([N+](=O)[O-])C
YOVJUP,5530,[O-][N+](=O)c1c(C)ccnc1N
YOWLUS,6389,CCNc1nc(OC)nc(=C([N+](=O)[O-])[N+](=O)[O-])[nH]1
YUGBEH,3854,C[C@H]([C@H](c1ccccc1)O)/N=C/c1ccc(cc1)[N+](=O)[O-]
YUJGIT02,4421,[O-][N+](=O)c1ccc(cc1)/C=N/Nc1ccccc1
YUNJOG,4807,OCC#CC#CCNc1ccc(cc1C)[N+](=O)[O-]
YUNXOU,4712,[O-][N+](=O)c1ccc(cc1)CCc1ccc(cc1)[N+](=O)[O-]
YUPZIT,5347,C/C(=C\c1cccc(c1)[N+](=O)[O-])/[N+](=O)[O-]
YUQFEX,5595,O[C@H](c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])Nc1ncccn1
YUQMAZ,4400,Oc1ccc(cc1C(=O)Nc1ccccc1)[N+](=O)[O-]
YUYCOK,6687,[O-][N+](=O)c1ccc(o1)/C=N/O
YUYLEJ,5647,COC(=O)/C=C/c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
YUYQEP,4417,CN(C(=Nc1ccc(cc1)[N+](=O)[O-])N(C)C)C
YUYSIU,6164,[O-][N+](=O)c1cn(c(n1)c1ncc(n1C)[N+](=O)[O-])C
ZACNEZ,5629,CC(=O)Nc1ccc(c(c1[N+](=O)[O-])[N+](=O)[O-])NC(=O)C
ZAKWIU,4549,COC(=O)C1=C(C)OC(=C([C@H]1c1ccccc1[N+](=O)[O-])C#N)N
ZAMVEO,4370,O=C1CCCC(=C1)Nc1cccc(c1)[N+](=O)[O-]
ZAMWEP,4654,[O-][N+](=O)c1cn(c(n1)C)c1ccccc1
ZAMWIT,4429,Cc1ccc(cc1)n1cc(nc1C)[N+](=O)[O-]
ZAPDUR,4635,Nc1ccc(cc1)C(=O)N/N=C/c1cccc(c1)[N+](=O)[O-]
ZAPKOS,4620,Oc1ccc(cc1)C(=O)N/N=C/c1cccc(c1)[N+](=O)[O-]
ZAYRIA,5174,CC(=O)Nc1c(O)cc(cc1[N+](=O)[O-])C(=O)O
ZEHJUR,4891,C/C(=N\N=C(\c1ccc(cc1)[N+](=O)[O-])/C)/c1ccc(cc1)[N+](=O)[O-]
ZEJTUD,4266,CN(c1ccc(cc1)/C=N/Nc1ccc(cc1)[N+](=O)[O-])C
ZEJWUJ,4617,CCOC(=O)/C(=C/1\c2ccccc2N(C1=O)C)/[N+](=O)[O-]
ZELPAK,4512,CCOc1cccc(c1O)/C=N/NC(=O)c1ccc(cc1)[N+](=O)[O-]
ZELQOW,7832,[O-][N+](=O)C1=C(N)N=[N+]([N+]1=O)C
ZENXOF,3882,CCOC(=O)Nc1ccc(cc1)/C=C/c1ccc(cc1)[N+](=O)[O-]
ZERJIR,5324,N/C(=N/[N+](=O)[O-])/Nc1ccccc1
ZEVQUM,7823,[O-][N+](=O)C1CN(C1)[N+](=O)[O-]
ZEZDAL,5919,COc1c(cc(cc1[N+](=O)[O-])Cn1ccnn1)[N+](=O)[O-]
ZIFCEW,4141,COc1ccc(cc1)/C(=N/N=C(/c1ccc(cc1)[N+](=O)[O-])\C)/C
ZIFLOS01,3592,[O-][N+](=O)c1ccc(cc1)N(c1ccccc1)c1ccccc1
ZIKKUZ,6285,[O-][N+](=O)c1ccc(c(c1C(=O)C)[N+](=O)[O-])O
ZILNOX,8419,CC(C([N+](=O)[O-])([N+](=O)[O-])C)([N+](=O)[O-])[N+](=O)[O-]
ZITHUH,5720,COn1c(=O)[nH]c2c1cc(cc2)[N+](=O)[O-]
ZIVBUB,5044,O=C1Oc2ccc(cc2CN1C)[N+](=O)[O-]
ZIVCAI,4799,CN(C(=O)Oc1ccc(cc1)[N+](=O)[O-])C
ZIXTOS,4183,O=C(c1ccc(cc1)[N+](=O)[O-])/N=C\1/OC[C@@H](N1)c1ccccc1
ZIXZOX,5096,C[C@@H](Cn1c(C)ncc1[N+](=O)[O-])OC(=O)c1cccc(c1)[N+](=O)[O-]
ZIYBAM,4023,C[C@H](Cn1c(C)ncc1[N+](=O)[O-])OC(=O)c1ccc(cc1)C
ZIZCES,4273,N#Cc1c(=O)[nH]c(c(c1c1cccc(c1)[N+](=O)[O-])C)C
ZIZRAD01,8112,[O-][N+](=O)c1nn(c(c1[N+](=O)[O-])[N+](=O)[O-])C
ZOFTAP,4889,N#C/C(=C\c1ccc(o1)[N+](=O)[O-])/C(=O)NCc1ccco1
ZOHSOE,5740,N#CCCN([N+](=O)[O-])CCC#N
ZOKREY,4647,COc1ccc(c(c1)[N+](=O)[O-])NN=C1C(=O)CC(CC1=O)(C)C
ZOKWED,4427,Cc1ccc(c(c1)[N+](=O)[O-])NN=C1C(=O)CC(CC1=O)(C)C
ZONJOB,4189,CN(c1ccc(cc1)OCCOc1ccc(cc1)[N+](=O)[O-])C
ZONKAO,4275,CN(c1cccc(c1)OCCOc1ccc(cc1)[N+](=O)[O-])C
ZONKES,4180,COc1ccc(cc1)N(CCOc1ccc(cc1)[N+](=O)[O-])C
ZOWDEU,5847,Cc1ccc(cc1Nc1nnn[nH]1)[N+](=O)[O-]
ZOWDIY,5814,[O-][N+](=O)c1cccc(c1)N(c1nnn[nH]1)C
ZOWDOE,5501,Cc1ccc(cc1N(c1nnn[nH]1)C)[N+](=O)[O-]
ZOWSUZ01,4301,O=C1CCCC(=C1)Nc1ccc(cc1)[N+](=O)[O-]
ZOXYIU,5113,[O-][N+](=O)C[C@@H]([C@@H]([N+](=O)[O-])C)c1ccccc1
ZOXYOA,4919,C[C@H]([C@@H]([C@@H]([N+](=O)[O-])C)c1ccccc1)[N+](=O)[O-]
ZUCMOB,5167,Cc1onc(c1/N=N/c1ccccc1[N+](=O)[O-])C
ZUGPOG,4900,N#Cc1c(C)cccc1[N+](=O)[O-]
ZUGPOJ,6497,N#Cc1c(cccc1[N+](=O)[O-])[N+](=O)[O-]
ZUGPUM,8231,[O-][N+](=O)[C@]12CN(C[C@@]2(CN(C1)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
ZUHMUK,5830,[O-][N+](=O)c1cc(ccc1N(C)C)[N+](=O)[O-]
ZUHQOI,6619,O=C1N([N+](=O)[O-])[C@]2([C@](N1[N+](=O)[O-])(C)CC2)C
ZUHQUO,6843,O=C1N([N+](=O)[O-])[C@]2([C@@](N1[N+](=O)[O-])(C2)C)C
ZUHRID,4545,OC1CCN(CC1)c1ccc(cc1)[N+](=O)[O-]
ZUHXEF,5404,Cc1nn(c(c1)C)c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
ZULYEK,3720,[O-][N+](=O)c1ccc(cc1)c1c(C)[nH]c2c1cccc2
ZUVQEO,4742,C[C@@H]1Oc2cccc(c2c2c(O[C@H]1C)cccc2[N+](=O)[O-])[N+](=O)[O-]
ZUXRAN,4141,N#Cc1cnn(c1c1ccccc1[N+](=O)[O-])c1ccccc1
ZZZFKK01,3944,N#C/C(=C\c1ccc(cc1)N(C)C)/c1ccc(cc1)[N+](=O)[O-]
ZZZFYW01,6372,[O-][N+](=O)c1ccccc1[N+](=O)[O-]
ZZZGVU01,5927,[O-][N+](=O)c1ccc(c(c1)[N+](=O)[O-])C
ZZZJIQ02,4824,Nc1ccc(c(c1)[N+](=O)[O-])C
ZZZJPA01,4849,[O-][N+](=O)c1ccccc1c1ccccc1[N+](=O)[O-]
ZZZLYS01,7031,Oc1cc(O)c(cc1[N+](=O)[O-])[N+](=O)[O-]
ZZZMUC01,6990,[O-][N+](=O)c1cc([N+](=O)[O-])c(c(c1)[N+](=O)[O-])C
ZZZQSC01,6051,Cc1c(cccc1[N+](=O)[O-])[N+](=O)[O-]
ZZZTLC01,7452,[O-][N+](=O)N1CCN(CC1)[N+](=O)[O-]
