ID,DetoT(K),smiles,DetoT
SAWNEL,1747,O=C(c1noc(c1)[N+](=O)[O-])OCc1ccccc1,1.747
SAXBUR,1518,[O-][N+](=O)c1c(onc1c1ccccc1)c1ccccc1,1.518
SAZJIN,1567,CCOc1ccc(cc1OC)/C=N/Nc1ccc(cc1)[N+](=O)[O-],1.567
SAZPER,1017,[O-][N+](=O)c1ccc2c(c1)N[C@@H](C(=N2)c1ccccc1)c1ccccc1,1.017
SEBHIQ,1844,CN(c1ccc(cc1)/N=N/c1ccccc1[N+](=O)[O-])C,1.844
SECHIT,1705,COC(=O)[C@@H](C(C)C)NC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-],1.705
SECJER,1979,Cc1ccc(cc1)C(=O)Oc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],1.979
SECSOK,1340,[O-][N+](=O)c1cccc(c1)n1nc(cc1N)C(C)(C)C,1.34
SECVOL,3902,[O-][N+](=O)N1CCCN(C1C1N(CCCN1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],3.902
SECVON,1544,N#C/C(=C\c1cc2OCOc2cc1[N+](=O)[O-])/C(=O)OC,1.544
SEDMIZ,1291,[O-][N+](=O)c1ccc(cc1)/C=N/N(c1ccccc1)c1ccccc1,1.291
SEDTUQ03,4049,NC(=C([N+](=O)[O-])[N+](=O)[O-])N,4.049
SEFPEY,879,Cc1cc(nc(c1)C)NC(=O)[C@@H](c1ccc(cc1)[N+](=O)[O-])C,0.879
SEGFAL,3773,[O-][N+](=O)c1nn(c(n1)[N+](=O)[O-])C,3.773
SEGRUR,2177,Nc1nccc(c1)[N+](=O)[O-],2.177
SEGSEC,3575,CO[C@@H]1O[C@H](CO[N+](=O)[O-])[C@H]([C@@H]([C@H]1O)O[N+](=O)[O-])O[N+](=O)[O-],3.575
SEJNEA,2348,CC(N(c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])C(C)C)C,2.348
SEKGUL,701,CC(=O)NC(CC([N+](=O)[O-])(C)C)(C)C,0.701
SEKHEW,2047,C#[N+]C(CC([N+](=O)[O-])(C)C)(C)C,2.047
SEKJAU,812,CC1(C)NC(NC(C1)(C)C)c1ccc(cc1)[N+](=O)[O-],0.812
SEKJEY,2792,CC([N+](=O)[O-])(CC([N+](=O)[O-])(C)C)C,2.792
SEMXAJ,2310,COc1c([N+](=O)[O-])c(C)c(cc1C(C)(C)C)[N+](=O)[O-],2.31
SENHID,1356,COC(=O)c1cc(ncc1[N+](=O)[O-])Nc1ccccc1,1.356
SERMUZ,1516,CCOC(=O)c1n[nH]c2c1ccc(c2)[N+](=O)[O-],1.516
SESSIT,1667,CC1=NN([C@@H](C1)c1ccco1)c1ccc(cc1)[N+](=O)[O-],1.667
SEZVEZ,985,C[C@@H](C(=O)OCc1ccc(cc1)[N+](=O)[O-])C(=O)Nc1ccccc1,0.985
SICNUN,2668,OC(=O)CN(c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],2.668
SIDQEB,1092,Oc1ccc2c(c1/C=N/c1cccc(c1)[N+](=O)[O-])cccc2,1.092
SIDVOQ,1505,[O-][N+](=O)c1ccc(cc1)N/N=C/c1ccc(c(c1)O)O,1.505
SILTOW01,1626,O=C(Nc1cccc(c1)[N+](=O)[O-])Nc1cccc(c1)[N+](=O)[O-],1.626
SIMFAW,1067,[O-][N+](=O)c1ccc2c(c1)nc(oc2=O)c1ccccc1,1.067
SIMGUR,1596,[O-][N+](=O)/N=C/1\NCCN1CCC(=O)c1ccccc1,1.596
SIMYIX,1596,[O-][N+](=O)c1ccc(cc1)N/N=C/c1ccc2c(c1)OCO2,1.596
SINBEX,1235,CCOC(=O)c1c(C)nc(c(c1N)C#N)Oc1ccccc1[N+](=O)[O-],1.235
SINHON,1759,[O-][N+](=O)c1ccc(cc1)/C=C\c1ccc(cc1)[N+](=O)[O-],1.759
SINRUC,1503,O=Cc1cccn1c1ccc(cc1)[N+](=O)[O-],1.503
SINZEW,1351,O=C(c1cc(O)cc(c1)O)N/N=C/c1ccc(cc1)[N+](=O)[O-],1.351
SIRXAS,2798,[O-][N+](=O)[C@]1(C)C=C[C@@](c2c1cccc2)(C)C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],2.798
SIRXOG,1027,Cc1ccc(cc1)/N=C(\c1ccc(cc1)[N+](=O)[O-])/c1ccccc1,1.027
SIRXUM,1026,Cc1ccc(cc1)/N=C(/c1ccc(cc1)[N+](=O)[O-])\c1ccccc1,1.026
SITHEK,2473,[O-][N+](=O)c1cc(ccc1[N+](=O)[O-])n1cncn1,2.473
SITKAI,1384,N#Cc1c(cccc1C#N)Oc1ccccc1[N+](=O)[O-],1.384
SITLUF,1572,COc1cc(/C=N/N=C/c2ccc(cc2)[N+](=O)[O-])ccc1O,1.572
SITPIW,2989,N#[N+]/N=C/1\N=C[N+](=N1)c1ncc(cc1[N+](=O)[O-])[N+](=O)[O-],2.989
SITPOC,2412,[O-][N+](=O)c1cc(n2cncn2)c(c(c1)[N+](=O)[O-])N,2.412
SITPUI,2483,COc1ccc(c(c1[N+](=O)[O-])n1cncn1)[N+](=O)[O-],2.483
SITQAP,2359,[O-][N+](=O)c1cc(n2cncn2)c(c(c1)[N+](=O)[O-])C,2.359
SITQET,2433,[O-][N+](=O)c1cc([N+](=O)[O-])c(cc1n1cncn1)C,2.433
SITQIX,2381,Cc1c(cc(cc1[N+](=O)[O-])n1ncnc1)[N+](=O)[O-],2.381
SITQUJ,2457,COc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])n1cncn1,2.457
SITRAQ,2472,COc1cc(n2cncn2)c(cc1[N+](=O)[O-])[N+](=O)[O-],2.472
SIYWIH,2580,Nc1cc(N)c(cc1[N+](=O)[O-])[N+](=O)[O-],2.58
SIZLUL,1442,COc1ccc(c(c1)[N+](=O)[O-])NCc1ccccc1,1.442
SOBFOE,3399,O=C1N[C@H]2[C@@H](N1[N+](=O)[O-])N([N+](=O)[O-])[C@@H]1[C@H](N2[N+](=O)[O-])N(C(=O)N1)[N+](=O)[O-],3.399
SOBGAR,3431,[O-][N+](=O)N1[C@@H]2NC(=O)N([C@@H]2N([C@H]2[C@@H]1NC(=O)N2[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],3.431
SOBWAI,1846,[O-][N+](=O)/C(=C/c1ccccc1)/C1=[N+]([O-])O[C@@H](C1)c1ccccc1,1.846
SOBWEM,1793,[O-][N+](=O)/C(=C\C1=[N+]([O-])O[C@@H](C1)c1ccccc1)/c1ccccc1,1.793
SOGDAU,1843,C/C(=N\Nc1ccc(cc1)[N+](=O)[O-])/c1nccnc1,1.843
SOGVOZ,2058,CN1NC(C)(C)n2c(C1=O)c(nc2)[N+](=O)[O-],2.058
SOHRUC,1811,[O-][N+](=O)C1=CC(=[N+]([O-])[O-])C=c2c1cc(c[n+]2=O)c1ccccc1,1.811
SOJGED01,2814,[O-][N+](=O)c1ccc(o1)/C=N\O,2.814
SOLTAP,1358,O=C1C=CC=C/C/1=C/Nc1cc(ccc1O)[N+](=O)[O-],1.358
SONBUS,2206,COc1nccnc1/C=N\Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-],2.206
SONDEE01,1849,NC(=O)OCc1ncc(n1C)[N+](=O)[O-],1.849
SOPZIG,1631,Cc1nccn1c1ccc(cc1)[N+](=O)[O-],1.631
SOPZOM,1465,Cc1cn(c(n1)C)c1ccc(cc1)[N+](=O)[O-],1.465
SOPZUS,1539,CCc1nccn1c1ccc(cc1)[N+](=O)[O-],1.539
SORBAC,1253,[O-][N+](=O)c1ccc(cc1)n1ccnc1c1ccccc1,1.253
SORBEG,1860,[O-][N+](=O)c1ccc(cc1)n1cccn1,1.86
SORBUW,1654,[O-][N+](=O)c1ccc(cc1)n1cccc1,1.654
SORYEE01,2242,CN(c1ccc(c2c1c(ccc2[N+](=O)[O-])N(C)C)[N+](=O)[O-])C,2.242
SOSYAC,1077,C[C@@H](Cn1c(C)ncc1[N+](=O)[O-])OC(=O)c1ccccc1C(=O)O,1.077
SOWXUX,2300,[O-][N+](=O)c1cc([N+](=O)[O-])c2c(c1Nc1ccccc1)non2,2.3
SOXNEA,1985,[N-]=[N+]=CC(=O)c1cccc(c1)[N+](=O)[O-],1.985
SOYRUU,1226,COC(=O)c1ccc(c(c1)[N+](=O)[O-])Nc1ccccc1,1.226
SOZVOU,1131,[O-][N+](=O)c1ccc(cc1)[C@]1(C)Nc2cccc3c2C(=N1)C=CC3=O,1.131
SUBWIV,2193,N#CC(=NNc1ccc(cc1)[N+](=O)[O-])C#N,2.193
SUDFOM,1298,[O-][N+](=O)[C@@H]1Oc2c([C@H]1c1ccccc1)c(=O)[nH]cn2,1.298
SUGFOP,3997,O[C@H](C([N+](=O)[O-])[N+](=O)[O-])[C@H](C([N+](=O)[O-])[N+](=O)[O-])O,3.997
SUGFUV,3014,CC(=O)O[C@H]([C@@H](C([N+](=O)[O-])[N+](=O)[O-])OC(=O)C)C([N+](=O)[O-])[N+](=O)[O-],3.014
SULROG,1970,[O-][N+](=O)c1nccn1CC(=O)NCCO,1.97
SULSID,1663,Cc1cc(/C=C/c2ccc(cc2[N+](=O)[O-])[N+](=O)[O-])cc(c1O)C,1.663
SUVLAW,2195,[O-][N+](=O)c1cccc(c1)N/N=N/c1cccc(c1)[N+](=O)[O-],2.195
SUVQOP,1360,OCCCc1c[nH]c2c1cc(cc2)[N+](=O)[O-],1.36
SUWFIZ,2332,[O-][N+](=O)c1ccc(c2c1non2)N1CCCCCCC1,2.332
SUYREK,2266,COC(CN1CCN/C/1=C\[N+](=O)[O-])OC,2.266
SUZCEX,1984,CN(c1ccc(cc1)/C=C(/[N+](=O)[O-])\C#N)C,1.984
SUZRAH,2006,[O-][N+](=O)/C=C/1\NCCN1C[C@@H]1CCOCO1,2.006
TABRET,2503,[O-][N+](=O)c1ccc(o1)/C=N/n1cncn1,2.503
TABZII,1218,CC1=NN([C@H](C1)c1ccccc1O)C(=O)c1ccc(cc1)[N+](=O)[O-],1.218
TACGIN,2876,[O-][N+](=O)c1cnn(c1)Cn1ncc(c1)[N+](=O)[O-],2.876
TADVAW,2625,CC(/C=N/Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])C,2.625
TAFCEI,1771,[O-][N+](=O)c1cc(cc(c1Nc1ccc(cc1)c1ccccc1)[N+](=O)[O-])[N+](=O)[O-],1.771
TAFDUZ,3046,[O-][N+](=O)C1([N+](=O)[O-])[C@@H]2C[C@@H]3C[C@H]1C([C@H](C2)C3)([N+](=O)[O-])[N+](=O)[O-],3.046
TAFFIP,1620,[O-][N+](=O)[C@@H]1c2ccccc2[C@H](c2c1cccc2)[N+](=O)[O-],1.62
TAFMEV,1690,COc1ccc(c(c1)[N+](=O)[O-])Nc1ncccn1,1.69
TAFTOJ,2807,COc1ncc(cc1[N+](=O)[O-])[N+](=O)[O-],2.807
TALBIU,2997,O=C(N[N+](=O)[O-])OCC#CCOC(=O)N[N+](=O)[O-],2.997
TANHAR,2073,N#C[C@]1(C=C1c1ccccc1)[N+](=O)[O-],2.073
TANPUT,1203,O=C1NC(=O)[C@H](C1)c1cccc(c1)[N+](=O)[O-],1.203
TAPPIK,1476,CN(c1ccc(cc1)Oc1ccc(cc1)[N+](=O)[O-])C,1.476
TAPQAD,1368,N#Cc1ccc(cc1)Oc1ccc(cc1)[N+](=O)[O-],1.368
TATNBZ,3088,Nc1c([N+](=O)[O-])c(N)c(c(c1[N+](=O)[O-])N)[N+](=O)[O-],3.088
TAWLUZ01,959,[O-][N+](=O)c1ccc(cc1)n1c2ccccc2c2c1cccc2,0.959
TAXDUU,3215,[O-][N+](=O)OCc1onc(c1)c1noc(c1)CO[N+](=O)[O-],3.215
TAXSER,2892,CCC/C(=N\Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])/[N+](=O)[O-],2.892
TAYHUX,2845,[O-][N+](=O)c1cc([N+](=O)[O-])c2c(c1)[N+]1=c3nc(cc(c3=N[N+]1=N2)[N+](=O)[O-])[N+](=O)[O-],2.845
TAYVUN,1076,[O-][N+](=O)c1ccc2c(c1)oc1c(n2)c2ccccc2c(=O)c1C,1.076
TAZVAS,1148,[O-][N+](=O)c1ccc(cc1)/C=N/c1cccc2c1cccc2,1.148
TEBCAE,2342,[O-][N+](=O)[C@]12[C@@H]3[C@@H]4[C@H]1[C@@H]1[C@@]5([C@H]2C[C@H]3[C@@]5([C@H]4C1)[N+](=O)[O-])[N+](=O)[O-],2.342
TEBHAJ,1909,[O-][N+](=O)c1cc(cc2c1cccc2)[N+](=O)[O-],1.909
TECQUN,1382,COC(=O)/C(=C(/[N+](=O)[O-])\C)/NC(=O)c1ccccc1,1.382
TECSAX,2564,CC/[NH+]=C/1\C=C([N+](=O)[O-])C(=C[N+]1=O)C,2.564
TECSEB,2666,CC/[NH+]=C\1/[N+](=O)C=CC(=C1C)[N+](=O)[O-],2.666
TEDYAC,1404,N#C/C(=C\c1ccccc1)/c1cc(C)nc(c1[N+](=O)[O-])C,1.404
TEDYOT,3499,[O-][N+](=O)/N=c/1\[nH]nc(o1)c1n[nH]/c(=N\[N+](=O)[O-])/o1,3.499
TEFVEG,1219,N#CC1=C(N)Oc2c([C@@H]1c1cccc(c1)[N+](=O)[O-])c(=O)oc(c2)C,1.219
TEHGUI,1824,Cc1ccc(c(c1)[N+](=O)[O-])N,1.824
TEHKIC,1751,COc1ccc(c(c1)O)/C=N/c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-],1.751
TEJSUX,1779,COc1cc2CCN[C@@H](c2c(c1OC)[N+](=O)[O-])O,1.779
TELWIQ,1766,O=C1NCCCC/C/1=N\OCc1ccc(cc1)[N+](=O)[O-],1.766
TENZOD,4599,Nn1nc(c(n1)[N+](=O)[O-])[N+](=O)[O-],4.599
TENZUJ,4326,[O-][N+](=O)Nc1n[nH]nc1[N+](=O)[O-],4.326
TEQZEU,1170,[O-][N+](=O)c1ccc(cc1)c1nn(c2c1c(N)ncn2)C(C)(C)C,1.17
TETZIB,1634,[O-][N+](=O)c1ccc2c(c1)/C(=N\c1ccccc1)/c1c2c(cc(c1)[N+](=O)[O-])[N+](=O)[O-],1.634
TEVDOQ,3897,[O-][N+](=O)c1nonc1c1no[n+](=O)/c/1=C\1/[N-]ON=C1N,3.897
TEVHEH01,3429,[O-][N+](=O)c1[nH]cc(n1)[N+](=O)[O-],3.429
TEWJOU,2708,[O-][N+](=O)c1c(N2CCCCC2)c([N+](=O)[O-])c(c(c1N)[N+](=O)[O-])N,2.708
TEWJUA,2845,CC(Nc1c([N+](=O)[O-])c(N)c(c(c1[N+](=O)[O-])N)[N+](=O)[O-])C,2.845
TEYHIO,1243,COC(=O)Nc1ccc(cc1/C(=C(/C(=O)OC)\C#N)/C(=O)OC)[N+](=O)[O-],1.243
TIBGET,1174,[O-][N+](=O)c1ccc2c(c1)[C@]1(OCc3c(N1)cccc3)C(=O)N2,1.174
TIBKIY,1387,COC(=O)Cc1oc2c(c1N1CCOCC1)cc(cc2)[N+](=O)[O-],1.387
TIBKOE,1403,COC(=O)C1=Cc2cc(ccc2O[C@@H]1N1CCOCC1)[N+](=O)[O-],1.403
TIBMIA01,3183,[O-][N+](=O)C1=C(N)[N+](=O)C(=[NH2+])C(=C1)[N+](=O)[O-],3.183
TIBMOG,3124,[O-][N+](=O)C1=C(N)[N+](=O)C(=C(C1=[NH2+])[N+](=O)[O-])N,3.124
TIBMUM,2606,Nc1c([N+](=O)[O-])c(N)nc(c1[N+](=O)[O-])N,2.606
TICSAZ,1355,OC[C@H]1O[C@H](C[C@@H]1[N+](=O)[O-])n1cc(C)c(=O)[nH]c1=O,1.355
TICTOO,1649,Cc1cc(cc2c1c1c(C)cc(cc1COC2)[N+](=O)[O-])[N+](=O)[O-],1.649
TICYOT,2823,Oc1c([N+](=O)[O-])c(O)c(c(c1[N+](=O)[O-])O)[N+](=O)[O-],2.823
TIFWOX,1274,O=C(c1ccccc1N)/C=C/c1ccc(cc1)[N+](=O)[O-],1.274
TIHBES01,1583,[O-][N+](=O)c1ccc(o1)/C=N/c1c(C)n(n(c1=O)c1ccccc1)C,1.583
TIJKEC,3965,[O-][N+](=O)[N-]CC[NH3+],3.965
TIJLIH,2237,Oc1ccc(cc1n1cnnn1)[N+](=O)[O-],2.237
TIJPEI,1469,[O-][N+](=O)c1ccc2c(c1)[n-][n+]1c(c2=O)cccc1,1.469
TIJROU,1792,CC(=O)C(=NNc1ccccc1[N+](=O)[O-])C(=O)C,1.792
TIMKIL,1398,CN1N=C([C@@H]2C[C@@]1(O)CCC2)c1cccc(c1)[N+](=O)[O-],1.398
TIMZAQ01,1631,O=C(c1ccncc1)N/N=C/c1ccccc1[N+](=O)[O-],1.631
TINXIY,1586,COC(=O)c1cc(=O)n2c(c1[N+](=O)[O-])N(C)CC2,1.586
TISJUB,2128,[O-][N+](=C1C=C[N+](=O)C(=C1)C(=O)O)[O-],2.128
TITKUC,1965,[O-][N+](=O)/C(=C/C=C/N1CCCC1)/C,1.965
TIVMER,1224,N#Cc1ccc(cc1)NC(=O)Nc1ccc(cc1)[N+](=O)[O-],1.224
TIVMUH,1076,O=C(Nc1cccc(c1)C)Nc1ccc(cc1)[N+](=O)[O-],1.076
TIVPUK,1171,O=C(Nc1ccc(cc1)[N+](=O)[O-])Nc1ccc(cc1)N(C)C,1.171
TIVQEV,1077,O=C(Nc1ccc(cc1)C)Nc1ccc(cc1)[N+](=O)[O-],1.077
TIXPEV,2078,O/N=C(\n1nc(cc1N)C)/c1cccc(c1)[N+](=O)[O-],2.078
TIXQUM,1780,[O-][N+](=O)c1ccc(c(c1)N)C,1.78
TMANIA10,5132,[O-][N+](=O)[N-][N+](C)(C)C,5.132
TNBENZ10,3072,[O-][N+](=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-],3.072
TNFLUO,1903,O=C1c2cc(ccc2c2c1cc(cc2[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],1.903
TNIOAN,3081,[O-][N+](=O)c1cc([N+](=O)[O-])c(c(c1)[N+](=O)[O-])N,3.081
TNITAN,3507,[O-][N+](=O)c1cc([N+](=O)[O-])c(c(c1N)[N+](=O)[O-])[N+](=O)[O-],3.507
TNOXYL,2940,[O-][N+](=O)c1cc([N+](=O)[O-])c(c(c1C)[N+](=O)[O-])C,2.94
TNPHNT,2982,CCOc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],2.982
TOHXAP01,1602,Nc1ccccc1C#Cc1ccccc1[N+](=O)[O-],1.602
TOMMUE,1336,COC1=CC(=O)N[C@@H]1[C@@H](c1ccccc1)C[N+](=O)[O-],1.336
TONFUX,2350,[O-][N+](=O)c1cc(ccc1N1CCCCC1)[N+](=O)[O-],2.35
TOQMUH01,2654,[O-][N+](=O)/N=c/1\cccc[nH]1,2.654
TOTWOQ,902,[O-][N+](=O)c1cc2cccc3c2c(c1)c(=O)n(c3=O)Cc1ccccn1,0.902
TOYYAH,1883,Cc1ccnc(c1)Cc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-],1.883
TOYYEL,1926,[O-][N+](=O)c1cc(ccc1[C@@H](c1ccccn1)C)[N+](=O)[O-],1.926
TOYYIP,1576,Cc1ccnc(c1)c1nccc(c1)Cc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-],1.576
TUBFEB,1016,O=CN[C@H]([C@@H](c1ccccc1)O[C@@H](C[N+](=O)[O-])CC)C,1.016
TUBYIY01,3631,OCC([N+](=O)[O-])([N+](=O)[O-])CO,3.631
TUFKIQ,1091,O=C1N[C@@H](c2ccccc2)C(=C(N1)c1ccccc1O)[N+](=O)[O-],1.091
TUJRUN,993,CN1C(=O)C(C(=O)N(C1=O)C)[C@H](c1ccccc1)C[N+](=O)[O-],0.993
TUJVUR,1208,CC(=O)c1cc(c2ccc(cc2)[N+](=O)[O-])c(=O)n(n1)c1ccccc1,1.208
TUMTIE,1270,CC(=O)OCc1ccc(c(c1)NC(=O)C)[N+](=O)[O-],1.27
TUNPIC,1580,CN1CCN(CC1)c1ccc(c(c1)N)[N+](=O)[O-],1.58
TUNWAB,1709,[O-][N+](=O)c1ccccc1NN=C1CCCCC1,1.709
TUQCOX01,1192,[O-][N+](=O)/C(=C/c1cncn1Cc1ccccc1)/c1ccccc1,1.192
TUQHET,1429,CNc1ccc(cc1C(=O)O)[N+](=O)[O-],1.429
TUSYAJ,3390,[O-][N+](=O)[C@]1(C)N=NC[C@H]1[C@H]1CN=N[C@]1(C)[N+](=O)[O-],3.39
TUSZOX,1761,OC[C@H](Cn1nnc(c1)CNc1cccc(c1)[N+](=O)[O-])O,1.761
TUVMEE02,2090,OCCCNc1cc(NCCCO)c(cc1[N+](=O)[O-])[N+](=O)[O-],2.09
UBATOI,1260,OC[C@]1(CN(C[C@H]1c1ccc(cc1)C)C)[N+](=O)[O-],1.26
UFEDOY,2491,[O-][N+](=O)c1ccc(c2c1non2)N1CCCC1,2.491
UFEDUE,2459,[O-][N+](=O)c1ccc(c2c1non2)N1CCCCC1,2.459
UFEFAM,2403,[O-][N+](=O)c1ccc(c2c1non2)N1CCCCCC1,2.403
UFUXOI,3591,[O-][N+](=O)c1[nH]nc(c1N)[N+](=O)[O-],3.591
UGUGIM,4654,[O-][N+](=O)N1CN([C@H]2[C@@H]1N(CN2[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],4.654
UGUHEJ,1502,CC(=O)Nc1cccc(c1)[N+](=O)[O-],1.502
UHATON,2536,O/N=C/1\N[C@H]([N+](=O)C1=[NH2+])c1ccccc1[N+](=O)[O-],2.536
UHIPOS,1485,O=C1Nc2c([C@@]1(O)Cc1onc(c1[N+](=O)[O-])C)cccc2,1.485
UHOPIQ,1248,COc1ccc(cc1)N(c1ccc(cc1)[N+](=O)[O-])C(=O)C,1.248
UHOQUE,1477,O=CNC(C([N+](=O)[O-])(C)C)(C)C,1.477
UHURAS,1756,[O-][N+](=O)c1ccc(cc1)[C@@H]1O[C@@H]1c1ccc(cc1)[N+](=O)[O-],1.756
UHUREW,1818,COc1ccc(c(c1)[C@H]1O[C@@H]1c1cc(OC)ccc1[N+](=O)[O-])[N+](=O)[O-],1.818
UJEMEB,2210,NC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-],2.21
UJUDOU,1446,COc1cc(ccc1O)[C@@H]1NN=C(C1)c1cccc(c1)[N+](=O)[O-],1.446
ULECOF,1265,COC1=C(C)C(=O)N([C@H]([C@@]1(C)O)c1ccc(cc1)[N+](=O)[O-])C,1.265
UNOWEB,1056,N#Cc1cn2c(c1c1ccccc1[N+](=O)[O-])c1ccccc1CC2,1.056
UNOWOK,1714,[O-][N+](=O)c1ccc(cc1)CN1CCOCC1,1.714
UNUHIV,1486,COc1ccccc1/C=N/NC(=O)c1ccc(cc1)[N+](=O)[O-],1.486
UNUJUJ,2118,CCNC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-],2.118
UPAJIF,1604,[O-][N+](=O)c1cccc2c1nccc2,1.604
UQACAR,1790,COC(=O)/C(=N\Nc1ccc(cc1)[N+](=O)[O-])/C,1.79
UQACEV,1290,COC(=O)c1cc2c([nH]1)ccc(c2)[N+](=O)[O-],1.29
URAXAO,1364,O=C1CCCCN1c1ccc(cc1)[N+](=O)[O-],1.364
UREDOL,2057,COc1c(/C=N/Nc2ccc(cc2[N+](=O)[O-])[N+](=O)[O-])cccc1OC,2.057
UREJAD,2128,[O-][N+](=O)c1cnccc1c1ccncc1[N+](=O)[O-],2.128
UREXOF,2068,COc1ccc2c(c1)[C@@H](C[N+](=O)[O-])C(=C(O2)NC)[N+](=O)[O-],2.068
URICOP,1152,[O-][N+](=O)c1ccc(cc1)c1nccc(n1)c1ccccc1,1.152
UTOHUH,1757,O=Cc1cc(ccc1N1CCOCC1)[N+](=O)[O-],1.757
UVILAO,4112,Nn1nc(c2c1c(nn2N)[N+](=O)[O-])[N+](=O)[O-],4.112
UWUGEA,1309,[O-][N+](=O)C1=C2NCCCN2[C@@H]2C(=C1)C(=O)c1ccccc1O2,1.309
UXUHUS,1278,N#CC1=C(N)OC2=C([C@H]1c1ccc(cc1)[N+](=O)[O-])C(=O)CCC2,1.278
UZEVUS,2912,[O-][N+](=O)C(=C1N[C@@H]2[C@H](N1)OCCO2)[N+](=O)[O-],2.912
UZEWAZ,3907,[O-][N+](=O)N1[C@H]2OCCO[C@H]2N=C1C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],3.907
UZEWED,4304,[O-][N+](=O)N1CCCN=C1C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],4.304
UZEWIH,3100,CC(=O)O[C@H]1N=C(N([C@@H]1OC(=O)C)[N+](=O)[O-])C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],3.1
UZEWON,4284,C[C@H]1CN(C(=N1)C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],4.284
UZEWUT,3727,[O-][N+](=O)N1[C@@H]2CCCC[C@H]2N=C1C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],3.727
UZEXAA,3700,[O-][N+](=O)N1[C@@H]2CCCC[C@@H]2N=C1C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],3.7
VABWOK,3009,[O-][N+](=O)/N=C\1/C(=N\[N+](=O)[O-])/[C@@]2(C([C@H]1CC2)(C)C)C,3.009
VABYEE,1399,Oc1ccc(cc1)/C=N/NC(=O)c1ccc(cc1)[N+](=O)[O-],1.399
VACRAT,2930,Cc1cc/c(=N\[N+](=O)[O-])/n(c1)O,2.93
VACROG,2212,[O-][N+](=O)c1nn(cn1)CC(=O)NCCO,2.212
VADZEF,1735,O[C@H]1CCCC[C@@H]1OC(=O)c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-],1.735
VAGTED,3066,[O-][N+](=O)/N=C(/NCC)\N,3.066
VAJXOW,1882,COC(=O)/C(=C/c1ccccc1[N+](=O)[O-])/Cn1cnnn1,1.882
VAMBET,1110,[O-][N+](=O)c1ccc(cc1)/C=C/1\CCn2c1nc1ncccc1c2=O,1.11
VAPMAA,1758,CO[C@]1(C)C=CC(=O)[C@H]1OC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-],1.758
VAXLAJ,1885,O=C(OC(C)(C)C)Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-],1.885
VAZCAC01,4361,[O-][N+](=O)c1nn(c(n1)[N+](=O)[O-])N,4.361
VAZMEP,1863,[O-][N+](=O)c1ccnc2c1[nH]cn2,1.863
VEDYEL,1456,CCOc1ccc(cc1)/C=N/N=C(/c1ccc(cc1)[N+](=O)[O-])\C,1.456
VEGGUJ,4346,[O-][N+](=O)N1CN([N+](=O)[O-])C(=O)N(C1)[N+](=O)[O-],4.346
VEGHEU,3331,O=C1CN(C(=O)CN1[N+](=O)[O-])[N+](=O)[O-],3.331
VEGLUP,1193,COC(=O)C1=C(C)N(C(=O)N[C@@H]1c1cccc(c1)[N+](=O)[O-])C,1.193
VEKNUV,1377,N=C1OC2(CCCC2)Nc2c1cc(cc2)[N+](=O)[O-],1.377
VELKIH,1082,O=C(/C(=N\c1ccc(cc1)[N+](=O)[O-])/c1ccccc1)c1ccccc1,1.082
VELQEK,994,[O-][N+](=O)c1ccccc1c1nc2ccccc2c(n1)c1ccccc1,0.994
VELTIQ,1499,O=C(c1ccccc1[N+](=O)[O-])OC(=O)c1ccccc1[N+](=O)[O-],1.499
VENKOP,1504,COc1ccc(cc1)/N=C/C=C/c1ccccc1[N+](=O)[O-],1.504
